X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
529832.412,4898166.5614,62,EC009.00,A,30,30,3.7,0.5,132,16.1,31,163,2009/05/12 00:00:00+00,44.23612,-68.62642,EC
528218.0044,4895867.9535,63,EC010.00,A,30,30,3.2,0.48,72,13.5,31,163,2009/03/24 00:00:00+00,44.21549,-68.64676,EC
534286.5693,4894095.2145,64,EC012.00,A,30,30,3.1,0.45,96,12,31,163,2009/05/12 00:00:00+00,44.19927,-68.57091,EC
534151.7131,4893137.0479,65,EC013.00,A,30,30,2.1,0.15,11,3.3,31,163,2009/03/24 00:00:00+00,44.19065,-68.57266,EC
533541.4879,4892910.6439,66,EC014.00,R,30,30,4.4,0.71,1380,36.3,31,163,2009/03/24 00:00:00+00,44.18864,-68.58031,EC
529878.3356,4895446.555,67,EC016.00,A,30,30,2.6,0.31,24,6.6,31,163,2009/03/24 00:00:00+00,44.21163,-68.626,EC
527930.5469,4896213.2751,68,EC017.00,A,30,30,3.5,0.44,35,13.3,31,163,2009/03/24 00:00:00+00,44.21861,-68.65034,EC
527351.7443,4895942.038,69,EC017.50,A,30,30,3.5,0.58,420,20,31,163,2009/03/24 00:00:00+00,44.21619,-68.6576,EC
526502.1308,4895657.5354,70,EC017.70,A,30,30,2.9,0.58,1700,16.3,31,163,2009/03/24 00:00:00+00,44.21366,-68.66825,EC
525444.3355,4895062.4378,71,EC018.00,A,30,30,4,0.67,1700,29.7,31,163,2009/03/24 00:00:00+00,44.20834,-68.68152,EC
526907.2265,4893886.4468,72,EC019.00,A,30,30,3.2,0.45,48,12.4,31,163,2009/03/24 00:00:00+00,44.1977,-68.66327,EC
527426.3134,4893197.7163,73,EC019.70,R,24,24,2.8,0.32,24,7.5,31,163,2010/07/13 00:00:00+00,44.19148,-68.65681,EC
527256.0216,4893021.5114,74,EC019.90,R,30,30,4.9,0.69,600,38.6,31,163,2008/12/01 00:00:00+00,44.1899,-68.65895,EC
527184.5366,4892914.5847,75,EC020.00,R,30,30,3.5,0.61,520,21.5,31,163,2009/03/24 00:00:00+00,44.18894,-68.65985,EC
529750.0335,4892023.783,76,EC021.00,A,30,30,3,0.46,124,12,31,163,2009/03/24 00:00:00+00,44.18082,-68.6278,EC
528896.0798,4890996.9859,77,EC021.80,A,30,30,2.2,0.16,7.3,3.7,31,163,2009/03/24 00:00:00+00,44.17161,-68.63854,EC
528728.3976,4891133.9818,78,EC021.90,A,30,30,3.2,0.55,420,16.6,31,163,2009/03/24 00:00:00+00,44.17285,-68.64063,EC
528564.6179,4891294.3244,79,EC022.00,A,30,30,3.6,0.56,500,19.6,31,163,2009/03/24 00:00:00+00,44.1743,-68.64267,EC
528498.6728,4891569.5001,80,EC022.10,A,30,30,3.2,0.44,48,12.2,31,163,2009/03/24 00:00:00+00,44.17678,-68.64348,EC
527887.273,4891541.3305,81,EC022.30,A,30,30,3.4,0.69,1700,26.8,31,163,2009/03/24 00:00:00+00,44.17655,-68.65113,EC
527918.6961,4891294.8812,82,EC022.40,A,30,30,2.4,0.36,128,7,31,163,2009/03/24 00:00:00+00,44.17433,-68.65075,EC
528675.9937,4889585.3924,83,EC023.50,A,30,30,2,0.14,12,3.1,31,163,2009/03/24 00:00:00+00,44.15891,-68.64137,EC
525423.3168,4888721.1976,84,EC026.20,A,30,30,3.5,0.57,360,19.3,31,163,2009/03/24 00:00:00+00,44.15125,-68.68209,EC
524710.1759,4889092.794,85,EC026.70,A,30,30,2.9,0.46,300,11.3,31,163,2009/03/24 00:00:00+00,44.15462,-68.69099,EC
523613.3744,4889443.0856,86,EC026.80,A,30,30,2.3,0.33,96,6.2,31,163,2009/05/12 00:00:00+00,44.15781,-68.70469,EC
524117.6231,4889964.7346,87,EC026.90,P,30,30,3,0.5,180,13.4,31,163,2009/03/24 00:00:00+00,44.16249,-68.69836,EC
524494.535,4890093.8613,88,EC027.00,R,30,30,6.1,0.71,1260,50.1,31,163,2009/03/24 00:00:00+00,44.16364,-68.69364,EC
524135.3404,4890365.7715,89,EC027.40,A,30,30,4.8,0.59,360,28,31,163,2009/03/24 00:00:00+00,44.1661,-68.69812,EC
523999.4367,4891894.7451,90,EC027.80,A,30,30,3.3,0.42,38,11.6,31,163,2009/05/12 00:00:00+00,44.17987,-68.69975,EC
524166.4827,4892332.9845,91,EC028.00,R,30,30,9.1,0.69,200,71.3,31,163,2009/03/24 00:00:00+00,44.18381,-68.69764,EC
523432.1248,4891836.0506,92,EC028.40,A,30,30,4.8,0.58,114,26.8,31,163,2009/05/27 00:00:00+00,44.17936,-68.70685,EC
522567.2506,4895556.1898,93,EC031.00,A,30,30,2.8,0.38,42,8.8,31,163,2009/05/12 00:00:00+00,44.21288,-68.71751,EC
525465.5439,4896803.0455,94,EC033.00,P,30,30,2.8,0.42,72,9.7,31,163,2009/03/24 00:00:00+00,44.22401,-68.68117,EC
528069.8386,4875123.4616,95,ED001.50,A,30,30,1.9,0.09,6,2.5,31,163,2009/04/29 00:00:00+00,44.02873,-68.64972,ED
528428.7146,4878132.7923,96,ED002.00,A,30,30,1.9,0.08,5.4,2.5,31,163,2009/04/29 00:00:00+00,44.05581,-68.64508,ED
527582.0436,4877368.3645,97,ED002.50,A,30,30,1.9,0,1.9,1.9,31,163,2009/04/29 00:00:00+00,44.04896,-68.65569,ED
528030.216,4879169.6022,98,ED003.00,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.06516,-68.65,ED
528844.5655,4880118.3294,99,ED003.70,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.07367,-68.63978,ED
529161.1221,4880422.9466,100,ED003.80,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.0764,-68.63581,ED
529547.9177,4881306.5773,101,ED004.00,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.08434,-68.63093,ED
529896.1354,4881494.7477,102,ED004.40,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.08602,-68.62657,ED
530772.905,4881642.0646,103,ED004.60,A,30,30,1.9,0,1.9,1.9,31,163,2009/04/29 00:00:00+00,44.08731,-68.61561,ED
531840.3963,4880416.4553,104,ED005.10,A,30,30,2.1,0.21,18,4.1,31,163,2009/04/29 00:00:00+00,44.07623,-68.60235,ED
531933.6515,4877692.3164,105,ED005.50,A,30,30,1.9,0,2,1.9,31,163,2009/04/29 00:00:00+00,44.0517,-68.60135,ED
530592.3064,4874484.8974,106,ED007.00,A,30,30,2.1,0.13,8,3.1,31,163,2009/04/29 00:00:00+00,44.02288,-68.61828,ED
544758.5543,4890111.7178,107,EE001.00,A,30,30,4.4,0.67,220,32.5,31,163,2009/03/23 00:00:00+00,44.16284,-68.4402,EE
546219.92,4891288.1339,108,EE002.00,A,30,30,6.2,0.57,116,34.2,31,163,2009/05/13 00:00:00+00,44.17334,-68.42182,EE
546126.7389,4892262.7346,109,EE003.00,A,30,30,2.6,0.32,24,6.7,31,163,2009/03/23 00:00:00+00,44.18212,-68.4229,EE
545146.4118,4887422.9946,110,EE006.40,A,30,30,2.6,0.25,13,5.7,31,163,2009/03/23 00:00:00+00,44.13861,-68.43558,EE
544657.8273,4887752.8883,111,EE006.80,R,24,24,4,0.63,114,26.6,31,163,2010/06/14 00:00:00+00,44.14161,-68.44166,EE
545056.1074,4887877.787,112,EE007.00,R,30,30,7.7,0.82,720,87.9,31,163,2009/03/23 00:00:00+00,44.14271,-68.43667,EE
544557.2601,4888901.8424,113,EE008.00,A,30,30,4.4,0.59,120,25.7,31,163,2009/03/23 00:00:00+00,44.15196,-68.44282,EE
544537.9116,4889397.1106,114,EE009.00,P,30,30,4.1,0.6,280,24.2,31,163,2009/05/13 00:00:00+00,44.15642,-68.44302,EE
544018.5315,4888978.1897,115,EE009.30,P,30,30,6.4,0.78,540,64.8,31,163,2009/06/30 00:00:00+00,44.15268,-68.44955,EE
544076.6054,4888068.8674,116,EE009.50,P,30,30,3,0.39,42,9.8,31,163,2009/03/23 00:00:00+00,44.14449,-68.4489,EE
543988.1431,4887422.9257,117,EE009.70,A,30,30,3.2,0.48,220,13.5,31,163,2009/03/23 00:00:00+00,44.13868,-68.45006,EE
543770.501,4888755.4936,118,EE010.00,A,30,30,3.1,0.45,100,12.1,31,163,2009/03/23 00:00:00+00,44.15069,-68.45267,EE
543464.3694,4889818.681,119,EE011.00,R,30,30,4,0.46,42,16,31,163,2009/05/13 00:00:00+00,44.16028,-68.45641,EE
543104.6091,4889808.5376,120,EE011.30,R,30,30,6.9,0.8,1240,74.7,31,163,2010/04/26 00:00:00+00,44.16021,-68.46091,EE
542905.6316,4889911.6475,121,EE011.40,R,30,30,5.7,0.69,1700,44.3,31,163,2010/03/17 00:00:00+00,44.16115,-68.46339,EE
542033.2095,4889920.4527,122,EE013.00,A,30,30,2.9,0.34,44,8,31,163,2009/03/23 00:00:00+00,44.16128,-68.4743,EE
542443.2923,4891671.4211,123,EE015.00,A,30,30,4.8,0.61,94,30.1,31,163,2009/03/23 00:00:00+00,44.17702,-68.46903,EE
544148.644,4891633.7824,124,EE016.50,A,30,30,3.5,0.58,440,20.2,31,163,2009/03/23 00:00:00+00,44.17658,-68.4477,EE
543556.8265,4889863.7231,125,EE017.00,A,30,30,3.7,0.6,480,22.3,31,163,2009/03/23 00:00:00+00,44.16068,-68.45525,EE
550959.741,4885521.5932,126,EE018.00,A,30,30,2.1,0.18,16,3.6,31,163,2009/05/18 00:00:00+00,44.12111,-68.36309,EE
550842.9112,4885315.1977,127,EE019.00,A,30,30,2.4,0.28,24,5.6,31,163,2009/05/18 00:00:00+00,44.11926,-68.36457,EE
550801.063,4885034.9608,128,EE020.00,A,30,30,2,0.11,7.3,2.9,31,163,2007/06/18 00:00:00+00,44.11674,-68.36512,EE
535369.7809,4902301.6807,129,EF001.90,R,30,30,9.9,0.74,480,88.1,31,163,2010/04/28 00:00:00+00,44.2731,-68.5568,EF
535520.9713,4902677.9375,130,EF002.00,R,30,30,11.4,0.62,560,73,31,163,2010/04/28 00:00:00+00,44.27648,-68.55488,EF
537627.6128,4901040.2114,131,EF002.50,A,30,30,2.3,0.21,10,4.5,31,163,2009/03/23 00:00:00+00,44.26163,-68.5286,EF
537610.1611,4902967.2943,132,EF004.00,A,30,30,3.3,0.51,340,15.4,31,163,2009/03/23 00:00:00+00,44.27898,-68.52868,EF
537511.0201,4903278.8521,133,EF004.10,R,30,30,4.8,0.73,300,42.1,31,163,2009/03/23 00:00:00+00,44.28179,-68.5299,EF
536297.9207,4904321.6918,134,EF005.00,A,30,30,4,0.65,300,27.4,31,163,2009/03/23 00:00:00+00,44.29124,-68.54503,EF
534764.7993,4906364.9599,135,EF006.00,A,30,30,3.6,0.48,64,14.8,31,163,2009/03/23 00:00:00+00,44.30971,-68.56411,EF
536143.1333,4911247.6327,136,EF008.00,P,30,30,3.2,0.52,160,15.2,31,163,2009/03/23 00:00:00+00,44.3536,-68.54649,EF
535097.2997,4913505.7028,137,EF009.00,A,30,30,2.5,0.29,38,6.1,31,163,2009/05/11 00:00:00+00,44.37398,-68.55946,EF
534516.7954,4911489.8719,138,EF009.30,A,30,30,3,0.32,18,7.9,31,163,2009/05/11 00:00:00+00,44.35586,-68.56688,EF
533296.032,4909266.4273,139,EF009.70,A,30,30,3.2,0.42,108,11.4,31,163,2009/05/11 00:00:00+00,44.3359,-68.58234,EF
532824.9348,4909095.2069,140,EF010.00,CA,30,30,3.1,0.4,30,10.3,31,163,2009/11/16 00:00:00+00,44.33438,-68.58826,EF
533212.3833,4910195.7193,141,EF010.50,CA,30,30,3.3,0.46,62,13.2,31,163,2010/02/23 00:00:00+00,44.34427,-68.58333,EF
533296.6568,4911333.5826,142,EF011.00,CA,30,30,3.2,0.4,60,10.7,31,163,2010/04/21 00:00:00+00,44.35451,-68.5822,EF
533627.8953,4911237.5312,143,EF011.30,A,30,30,4.7,0.48,54,19.6,31,163,2009/03/23 00:00:00+00,44.35363,-68.57805,EF
533921.8525,4912183.213,144,EF012.00,A,30,30,4.5,0.57,128,24.3,31,163,2009/05/11 00:00:00+00,44.36213,-68.5743,EF
534076.7948,4912116.2622,145,EF012.10,A,30,30,3.6,0.49,114,15.6,31,163,2009/03/23 00:00:00+00,44.36152,-68.57236,EF
534922.0943,4913939.0795,146,EF013.00,A,30,30,3.2,0.57,1140,18,31,163,2009/03/23 00:00:00+00,44.37789,-68.56163,EF
534523.5871,4914725.616,147,EF014.00,R,30,30,4.5,0.55,140,23.4,31,163,2009/03/23 00:00:00+00,44.38499,-68.56658,EF
534488.7555,4915588.5123,148,EF015.00,CA,30,30,3.6,0.49,60,15.3,31,163,2011/05/02 00:00:00+00,44.39276,-68.56696,EF
534340.6278,4916039.8209,149,EF016.00,CA,30,30,3.5,0.48,80,14.8,31,163,2011/06/06 00:00:00+00,44.39683,-68.56879,EF
534675.9748,4916776.9371,150,EF016.50,CA,30,30,2.5,0.3,26,6.3,31,163,2011/06/06 00:00:00+00,44.40345,-68.56453,EF
533888.5124,4917372.6223,151,EF017.80,CR,30,30,2.7,0.25,18,5.8,31,163,2011/06/06 00:00:00+00,44.40885,-68.57438,EF
534017.9307,4917900.9212,152,EF018.00,CR,30,30,3.9,0.53,84,19.2,31,163,2011/05/02 00:00:00+00,44.4136,-68.57272,EF
535574.8516,4916806.2168,153,EF019.00,CA,30,30,2,0.13,10,2.9,31,163,2011/06/06 00:00:00+00,44.40367,-68.55324,EF
537596.9672,4916343.254,154,EF020.00,CA,30,30,4.3,0.65,260,29.7,31,163,2011/06/06 00:00:00+00,44.3994,-68.52788,EF
538205.2876,4917448.6991,155,EF020.50,A,30,30,3.2,0.36,36,9.7,31,163,2009/03/23 00:00:00+00,44.40932,-68.52016,EF
538609.6372,4918144.2196,156,EF023.00,A,30,30,4.4,0.54,80,22.2,31,163,2009/03/23 00:00:00+00,44.41556,-68.51503,EF
540113.6741,4920067.218,157,EF024.00,A,30,30,4,0.56,720,21.7,31,163,2009/03/23 00:00:00+00,44.43279,-68.49599,EF
541276.3305,4922607.1293,158,EF024.90,R,30,30,6.2,0.59,116,35.6,31,163,2010/06/09 00:00:00+00,44.45559,-68.48118,EF
541347.4283,4922436.5155,159,EF025.00,A,30,30,3.3,0.44,72,12.3,31,163,2010/02/17 00:00:00+00,44.45405,-68.4803,EF
541815.1441,4917495.2924,160,EF026.00,A,30,30,3,0.47,120,12.3,31,163,2009/03/23 00:00:00+00,44.40954,-68.47482,EF
542860.4952,4916664.5337,161,EG002.00,CA,30,30,2.3,0.19,10,4.1,31,163,2011/07/06 00:00:00+00,44.402,-68.46176,EG
542146.8878,4920985.3675,162,EG004.00,CA,30,30,2.8,0.31,26,7.1,31,163,2011/06/07 00:00:00+00,44.44094,-68.47037,EG
542611.7353,4923402.1933,163,EG005.00,CA,30,30,3.1,0.4,44,10.2,31,163,2011/06/07 00:00:00+00,44.46267,-68.46433,EG
541545.3238,4926331.1867,164,EG007.00,CA,30,30,3.1,0.35,27,9,31,163,2011/06/07 00:00:00+00,44.4891,-68.4775,EG
540378.37,4926404.9234,165,EG007.50,P,30,30,7,0.52,200,32.8,31,163,2010/10/12 00:00:00+00,44.48983,-68.49217,EG
540905.7975,4926871.4323,166,EG008.50,P,29,29,5.6,0.54,84,27.9,31,162,2010/11/30 00:00:00+00,44.494,-68.4855,EG
542352.3802,4926824.0454,167,EG009.00,P,30,30,6.8,0.66,128,48.2,31,163,2009/03/18 00:00:00+00,44.49349,-68.46731,EG
543794.5164,4925788.3161,168,EG011.00,P,30,30,4.3,0.44,36,16.5,31,163,2009/03/18 00:00:00+00,44.48408,-68.44926,EG
545692.6789,4924325.0892,169,EG013.00,P,30,30,6,0.59,340,34.5,31,163,2009/05/06 00:00:00+00,44.47079,-68.42552,EG
545521.3692,4923344.1409,170,EG014.00,CA,30,30,3.7,0.44,54,14,31,163,2011/06/07 00:00:00+00,44.46197,-68.42776,EG
545666.5491,4920565.8826,171,EG016.00,P,30,30,6,0.57,300,33.4,31,163,2009/05/06 00:00:00+00,44.43695,-68.42618,EG
545547.1704,4920451.7431,172,EG016.50,CA,30,30,2.4,0.23,12,4.9,31,163,2011/06/07 00:00:00+00,44.43593,-68.42769,EG
545091.5114,4918095.8654,173,EG017.00,CA,30,30,1.9,0.05,4,2.3,31,163,2011/06/07 00:00:00+00,44.41475,-68.43362,EG
547746.2054,4917845.9539,174,EG019.00,A,30,30,2.5,0.37,154,7.5,31,163,2009/05/06 00:00:00+00,44.41233,-68.4003,EG
548256.8913,4920275.7519,175,EG019.90,A,10,10,3,0.36,24,9.3,31,163,2013/02/04 00:00:00+00,44.43417,-68.39366,EG
548448.4457,4920524.8881,176,EG020.00,CA,30,30,5.2,0.52,140,24.9,31,163,2010/02/22 00:00:00+00,44.4364,-68.39123,EG
548770.8503,4920302.9075,177,EG020.50,A,30,30,4.3,0.55,140,22.1,31,163,2009/03/31 00:00:00+00,44.43438,-68.3872,EG
549561.2683,4919770.1225,178,EG021.00,A,30,30,3.4,0.61,1700,21.1,31,163,2009/03/18 00:00:00+00,44.42953,-68.37732,EG
550450.4199,4918942.7153,179,EG023.00,A,30,30,2.3,0.21,10,4.3,31,163,2009/03/17 00:00:00+00,44.42202,-68.36623,EG
551774.6649,4916893.6237,180,EG024.00,A,30,30,4,0.57,540,22.1,31,163,2009/09/15 00:00:00+00,44.40348,-68.3498,EG
550897.2596,4915138.2779,181,EG025.00,R,30,30,3.8,0.55,106,19.5,31,163,2009/05/06 00:00:00+00,44.38774,-68.36099,EG
549865.3661,4915602.4075,182,EG026.00,A,30,30,2.1,0.21,25,3.9,31,163,2009/05/06 00:00:00+00,44.39199,-68.3739,EG
548389.8682,4912325.5009,183,EG027.00,A,30,30,2,0.11,5.5,2.8,31,163,2009/03/17 00:00:00+00,44.36259,-68.39273,EG
547262.4052,4910655.4756,184,EG028.00,A,30,30,2.2,0.21,16,4.3,31,163,2009/05/06 00:00:00+00,44.34763,-68.40703,EG
546512.2503,4910109.1305,185,EG029.00,A,30,30,2.3,0.27,31,5.2,31,163,2009/03/17 00:00:00+00,44.34276,-68.41649,EG
546507.4412,4909664.7754,186,EG029.90,A,30,30,2,0.13,10,2.9,31,163,2009/11/04 00:00:00+00,44.33876,-68.41659,EG
546616.8718,4909746.6437,187,EG030.00,A,30,30,2.6,0.29,20,6.2,31,163,2009/05/06 00:00:00+00,44.33949,-68.41521,EG
547197.1615,4909756.3631,188,EG030.80,A,30,30,2.3,0.23,11,4.7,31,163,2009/07/28 00:00:00+00,44.33954,-68.40793,EG
