X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
630033.9455,4951322.0548,386,ER046.00,A,30,2.7,0.32,54,7.2,31,163,2017/05/23 00:00:00+00,44.70348,-67.35859,ER
633185.1283,4951666.3915,387,ER047.00,A,30,4.2,0.43,86,15.6,31,163,2017/05/23 00:00:00+00,44.706,-67.31874,ER
633877.8716,4951929.6639,388,ER047.50,A,30,4.1,0.49,102,17.7,31,163,2017/06/06 00:00:00+00,44.70824,-67.30993,ER
634704.9227,4951223.4242,389,ER050.00,A,30,3.1,0.57,1700,17.6,31,163,2017/06/06 00:00:00+00,44.70173,-67.29968,ER
637640.6277,4947433.547,390,ES004.00,A,30,2.7,0.35,92,7.8,31,163,2017/07/11 00:00:00+00,44.66707,-67.26366,ES
639428.5116,4947199.6187,391,ES005.10,A,30,3.5,0.43,42,12.6,31,163,2018/11/06 00:00:00+00,44.66462,-67.24118,ES
640431.4726,4946594.5508,392,ES008.00,A,30,3.7,0.42,52,12.9,31,163,2017/07/12 00:00:00+00,44.65898,-67.2287,ES
641650.3497,4946208.8503,393,ES009.00,A,30,3,0.44,86,11.3,31,163,2017/05/23 00:00:00+00,44.65527,-67.21344,ES
649220.4779,4955505.0765,394,ES015.00,A,30,2.3,0.23,22,4.6,31,163,2017/07/12 00:00:00+00,44.73738,-67.1153,ES
652769.8263,4957461.0641,395,ES016.80,A,30,2.8,0.4,48,9.5,31,163,2017/07/12 00:00:00+00,44.75423,-67.06991,ES
653673.2762,4959492.0944,396,ES017.10,A,30,2.6,0.25,15,5.6,31,163,2018/10/10 00:00:00+00,44.77231,-67.05789,ES
659946.0888,4964115.5194,397,ES021.50,A,30,3.2,0.38,72,10,31,163,2018/08/20 00:00:00+00,44.81253,-66.97721,ES
659047.9458,4964312.1952,398,ES022.00,R,30,6.4,0.63,260,42,31,163,2017/06/06 00:00:00+00,44.8145,-66.9885,ES
658980.1817,4965419.8186,399,ES023.00,A,30,2.8,0.4,60,9.2,31,163,2017/05/23 00:00:00+00,44.82448,-66.98901,ES
658308.829,4967495.1186,400,ES026.00,A,30,3.7,0.48,98,15.7,31,163,2018/10/23 00:00:00+00,44.8433,-66.99685,ES
659471.3642,4968796.6035,401,ES027.00,A,30,3,0.37,54,9,31,163,2018/10/23 00:00:00+00,44.85475,-66.98174,ES
656559.3132,4967800.1094,402,ET008.00,R,30,3.4,0.4,52,11.4,31,163,2017/05/23 00:00:00+00,44.84643,-67.01888,ET
656711.3124,4968019.452,403,ET008.30,A,30,3.6,0.47,62,14.5,31,163,2017/05/23 00:00:00+00,44.84837,-67.01689,ET
656813.2384,4969090.1052,404,ET009.00,A,30,3.2,0.41,82,10.8,31,163,2017/06/06 00:00:00+00,44.85798,-67.01527,ET
656940.6494,4969795.6984,405,ET011.00,A,30,4.1,0.61,1700,24.9,31,163,2018/06/27 00:00:00+00,44.8643,-67.01344,ET
656924.9868,4969821.9916,406,ET011.10,A,30,3.7,0.51,136,16.8,31,163,2017/09/06 00:00:00+00,44.86454,-67.01363,ET
656507.5183,4970603.1886,407,ET012.00,A,30,2.9,0.3,22,7,31,163,2017/04/10 00:00:00+00,44.87166,-67.01867,ET
656473.6024,4971280.3845,408,ET013.00,A,30,3.4,0.4,52,11.4,31,163,2017/05/23 00:00:00+00,44.87776,-67.01889,ET
656305.7886,4968988.8008,409,ET020.00,A,30,3.2,0.42,74,11.1,31,163,2017/05/23 00:00:00+00,44.85718,-67.02172,ET
653406.9274,4965905.6035,410,ET023.00,A,30,2.6,0.28,38,6,31,163,2017/05/23 00:00:00+00,44.83007,-67.05932,ET
651707.2748,4968680.5729,411,ET025.00,A,30,2.9,0.46,140,11.8,31,163,2017/05/23 00:00:00+00,44.8554,-67.07998,ET
650669.3986,4971903.8166,412,ET026.00,A,30,2.3,0.28,44,5.4,31,163,2017/05/23 00:00:00+00,44.88462,-67.09215,ET
650167.6589,4970486.0421,413,ET029.00,A,30,2,0.14,8,3.1,31,163,2017/05/23 00:00:00+00,44.87197,-67.09892,ET
650893.8128,4968847.0049,414,ET032.00,A,30,2.9,0.41,112,9.8,31,163,2017/05/23 00:00:00+00,44.85707,-67.09022,ET
648383.0141,4967173.5199,415,ET033.50,A,30,2.7,0.37,100,8.3,31,163,2017/05/23 00:00:00+00,44.84254,-67.12247,ET
646979.9189,4970432.1902,416,ET036.00,A,30,1.9,0.09,6,2.6,31,163,2017/05/23 00:00:00+00,44.87215,-67.13927,ET
647989.1608,4964602.5711,417,ET039.00,A,30,3.8,0.53,580,18.4,31,163,2018/06/06 00:00:00+00,44.81949,-67.1282,ET
644706.3502,4962354.9935,418,ET044.00,A,30,3.8,0.45,240,14.7,31,163,2017/07/06 00:00:00+00,44.79994,-67.17034,ET
645179.7064,4963153.6528,419,ET045.00,A,30,3.1,0.38,86,9.9,31,163,2017/05/23 00:00:00+00,44.80703,-67.16413,ET
645880.7289,4964930.0063,420,ET047.00,A,30,3.4,0.49,200,14.8,31,163,2017/07/06 00:00:00+00,44.82287,-67.15476,ET
646347.7113,4968767.2592,421,ET054.00,A,30,2.6,0.37,50,7.8,31,163,2017/05/23 00:00:00+00,44.8573,-67.14775,ET
642424.1883,4972123.1906,422,ET057.00,A,30,3.5,0.51,380,16.3,31,163,2017/05/22 00:00:00+00,44.88829,-67.19644,ET
642098.9501,4971861.4607,423,ET057.20,CA,30,5.3,0.56,88,28.4,31,163,2019/02/04 00:00:00+00,44.886,-67.20063,ET
641697.8256,4974172.0703,424,ET059.00,A,30,4.6,0.41,42,15.7,31,163,2017/05/22 00:00:00+00,44.90687,-67.20506,ET
641069.2416,4974023.7159,425,ET060.00,R,30,8.2,0.62,520,51.3,31,163,2017/05/22 00:00:00+00,44.90566,-67.21306,ET
640814.6252,4974827.2089,426,ET063.00,R,30,7,0.64,1000,46.2,31,163,2017/05/22 00:00:00+00,44.91294,-67.21606,ET
640776.7869,4976332.3198,427,ET066.50,A,30,5.2,0.54,128,25.9,31,163,2017/05/22 00:00:00+00,44.92649,-67.21612,ET
643356.8272,4975496.0068,428,ET068.00,A,30,4,0.43,31,14.5,31,163,2017/05/22 00:00:00+00,44.91845,-67.18368,ET
646084.6766,4973509.2919,429,ET070.00,A,30,3.4,0.39,64,10.8,31,163,2017/05/22 00:00:00+00,44.90002,-67.14971,ET
647084.4267,4972180.6553,430,ET071.00,A,30,2.3,0.26,42,5,31,163,2017/05/22 00:00:00+00,44.88786,-67.13744,ET
649003.6398,4973300.8775,431,ET074.00,A,30,2,0.12,6,2.9,31,163,2017/05/22 00:00:00+00,44.89754,-67.11282,ET
645948.5624,4976153.6293,432,ET077.00,A,30,3,0.37,29,9,31,163,2017/05/22 00:00:00+00,44.92384,-67.15067,ET
644765.5574,4977522.7216,433,ET079.00,A,30,3.5,0.37,31,10.7,31,163,2017/05/22 00:00:00+00,44.9364,-67.16526,ET
645159.3658,4977910.6433,434,ET085.00,A,30,4.2,0.48,64,17.4,31,163,2017/08/22 00:00:00+00,44.93981,-67.16016,ET
647200.3048,4976522.3958,435,ET088.90,A,30,2.2,0.17,10,3.7,31,163,2017/05/22 00:00:00+00,44.9269,-67.13471,ET
646921.8272,4979776.991,436,ET091.00,A,30,5,0.57,112,27.5,31,163,2017/06/27 00:00:00+00,44.95624,-67.13729,ET
646666.1835,4978260.6618,437,ET091.70,A,30,2.3,0.3,78,5.9,31,163,2017/05/22 00:00:00+00,44.94265,-67.14097,ET
651770.4702,4975523.2101,438,ET095.00,A,30,2.3,0.32,42,6.1,31,163,2017/06/27 00:00:00+00,44.91695,-67.07713,ET
653868.1921,4977848.5291,439,ET097.00,A,30,2.5,0.22,10,4.9,31,163,2017/05/22 00:00:00+00,44.93742,-67.04986,ET
654570.9021,4979380.4608,440,ET099.00,A,30,2.5,0.26,16,5.5,31,163,2017/05/16 00:00:00+00,44.95105,-67.04049,ET
655078.6041,4978037.8129,441,ET100.00,A,30,2.2,0.15,6,3.6,31,163,2017/05/16 00:00:00+00,44.93886,-67.03447,ET
655387.4122,4977187.2142,442,ET100.15,A,30,3.4,0.43,98,12.3,31,163,2017/07/20 00:00:00+00,44.93114,-67.03082,ET
655066.9349,4976890.4464,443,ET100.20,R,30,3.5,0.55,240,18.4,31,163,2017/07/20 00:00:00+00,44.92854,-67.03497,ET
656638.1142,4976347.3812,444,ET103.10,A,30,2.2,0.18,12,3.7,31,163,2017/07/20 00:00:00+00,44.92331,-67.01524,ET
656321.0144,4974715.6956,445,ET104.00,A,30,1.9,0,2,1.9,31,163,2017/05/16 00:00:00+00,44.9087,-67.01976,ET
656951.3691,4974327.6297,446,EU001.00,P,30,2.3,0.18,6,4,31,163,2017/05/16 00:00:00+00,44.90507,-67.0119,EU
657761.7265,4973947.3875,447,EU001.50,A,30,2.7,0.37,148,8.1,31,163,2017/05/16 00:00:00+00,44.90147,-67.00176,EU
657684.7394,4975950.6963,448,EU008.00,A,30,2.4,0.29,36,5.7,31,163,2017/05/16 00:00:00+00,44.91951,-67.00211,EU
656621.8767,4976688.2225,449,EU009.00,A,30,2.8,0.37,36.4,8.4,31,163,2017/05/16 00:00:00+00,44.92638,-67.01534,EU
653211.8714,4981581.8812,450,EU016.00,A,30,2.8,0.43,130,10.1,31,163,2017/05/16 00:00:00+00,44.97115,-67.05704,EU
649585.4045,4988424.9577,451,EU020.00,A,30,3.2,0.43,80,11.8,31,163,2018/05/02 00:00:00+00,45.03349,-67.10097,EU
648214.2205,4991129.4094,452,EU022.00,R,30,4.1,0.47,86,16.6,31,163,2017/05/16 00:00:00+00,45.05811,-67.11757,EU
648878.8608,4991274.9505,453,EU022.50,A,30,3.6,0.42,66,13,31,163,2017/05/16 00:00:00+00,45.05928,-67.10909,EU
648810.8701,4993914.2696,454,EU025.00,A,30,2.7,0.33,40,7.2,31,163,2017/05/16 00:00:00+00,45.08304,-67.10917,EU
648247.1611,4994890.3443,455,EU026.00,A,30,2.9,0.42,68,10.4,31,163,2017/05/16 00:00:00+00,45.09194,-67.11604,EU
356129.8262,4773096.6374,456,WA015.00,R,30,5.7,0.74,1700,51.4,31,163,2017/05/08 00:00:00+00,43.09694,-70.76786,WA
355749.3668,4773740.1832,457,WA016.00,R,30,7.5,0.66,1140,53.5,31,163,2017/03/28 00:00:00+00,43.10266,-70.7727,WA
360182.0933,4771433.6555,458,WA024.00,P,30,3.5,0.43,132,12.8,31,163,2017/03/28 00:00:00+00,43.08273,-70.71767,WA
359383.9795,4774157.5758,459,WA031.00,P,30,7.6,0.61,360,46.7,31,163,2017/03/28 00:00:00+00,43.1071,-70.72816,WA
359726.7183,4772931.7437,460,WA033.00,P,30,5.2,0.47,134,21.7,31,163,2017/03/28 00:00:00+00,43.09613,-70.72364,WA
362027.614,4771443.875,461,WA038.00,P,30,4.8,0.52,300,22.7,31,163,2017/03/28 00:00:00+00,43.08316,-70.69501,WA
362111.5283,4769671.2709,462,WA043.00,P,30,3.4,0.45,82,13.2,31,163,2017/03/28 00:00:00+00,43.06722,-70.69354,WA
364813.4144,4773045.6985,463,WB005.00,A,30,2.6,0.36,34,7.8,31,163,2017/05/08 00:00:00+00,43.09808,-70.66119,WB
362302.704,4777885.3974,464,WB020.00,P,30,10.3,0.66,200,73.6,31,163,2016/09/14 00:00:00+00,43.14119,-70.69323,WB
363705.9353,4777958.2772,465,WB021.00,R,30,4.6,0.4,24,15.3,31,163,2017/03/28 00:00:00+00,43.1421,-70.676,WB
364959.6256,4777343.3792,466,WB023.00,CA,30,2.5,0.24,12,5.2,31,163,2014/04/22 00:00:00+00,43.13679,-70.66044,WB
365624.2725,4776060.3979,467,WB026.00,CA,30,5.1,0.49,74,21.9,31,163,2014/04/22 00:00:00+00,43.12536,-70.65196,WB
365993.7355,4776185.3291,468,WB026.50,CA,30,2,0.09,4,2.7,31,163,2013/04/17 00:00:00+00,43.12655,-70.64745,WB
366443.9118,4776858.6254,469,WB027.00,CA,30,2.2,0.19,10,4,31,163,2014/04/22 00:00:00+00,43.13269,-70.64208,WB
366705.6801,4776846.8341,470,WB029.00,P,30,2.6,0.25,14,5.4,31,163,2017/03/28 00:00:00+00,43.13263,-70.63886,WB
370348.5466,4789901.3352,471,WD007.00,CA,30,5.2,0.52,66,24.4,31,163,2017/01/31 00:00:00+00,43.25077,-70.59715,WD
370483.9513,4790273.1444,472,WD007.50,CA,30,4.6,0.5,82,20.5,31,163,2017/01/31 00:00:00+00,43.25414,-70.59557,WD
370548.178,4790872.9505,473,WD008.00,P,30,19.7,0.71,780,162,31,163,2017/05/22 00:00:00+00,43.25955,-70.59492,WD
370855.8724,4791254.8123,474,WD009.00,CA,30,3.9,0.47,52,16,31,163,2017/01/31 00:00:00+00,43.26304,-70.59122,WD
371043.5683,4791646.7441,475,WD009.50,P,30,13.5,0.75,260,126.5,31,163,2017/05/08 00:00:00+00,43.2666,-70.589,WD
370655.3648,4789851.0419,476,WD010.00,P,30,3.1,0.39,60,10.2,31,163,2017/05/08 00:00:00+00,43.25037,-70.59336,WD
372741.9395,4795665.2095,477,WD013.60,R,30,6,0.61,320,37.3,31,163,2018/03/21 00:00:00+00,43.30306,-70.56901,WD
372120.3538,4795790.2337,478,WD014.00,A,30,3.1,0.33,34,8.5,31,163,2018/04/02 00:00:00+00,43.30408,-70.5767,WD
372759.3398,4796245.9146,479,WD016.00,A,30,4.3,0.49,54,19,31,163,2018/03/21 00:00:00+00,43.30829,-70.56893,WD
373074.441,4797690.9152,480,WD018.50,A,30,3.4,0.47,54,14.3,31,163,2017/05/22 00:00:00+00,43.32135,-70.56538,WD
373186.6477,4797575.4944,481,WD019.00,A,30,2.4,0.23,10,4.9,31,163,2018/03/21 00:00:00+00,43.32033,-70.56397,WD
373054.3672,4798566.7297,482,WD020.00,CA,30,3.9,0.56,1140,20.9,31,163,2018/01/30 00:00:00+00,43.32923,-70.56583,WD
373704.3399,4798715.658,483,WD022.00,CA,30,4.9,0.45,118,18.8,31,163,2018/01/30 00:00:00+00,43.33068,-70.55785,WD
373775.5494,4797663.3638,484,WD024.00,A,30,2.2,0.16,8,3.6,31,163,2018/03/21 00:00:00+00,43.32122,-70.55673,WD
376086.9765,4799642.5774,485,WD028.00,P,30,3.2,0.37,44,9.8,31,163,2016/09/19 00:00:00+00,43.33942,-70.52868,WD
376956.5979,4800153.2913,486,WD031.00,P,30,3.3,0.33,22,8.9,31,163,2017/05/08 00:00:00+00,43.34416,-70.51807,WD
377898.2093,4800078.4602,487,WD036.00,P,30,3.9,0.52,380,18.6,31,163,2017/06/05 00:00:00+00,43.34364,-70.50644,WD
378473.6026,4800108.0921,488,WD037.00,P,30,3.8,0.42,42,13.4,31,163,2017/05/08 00:00:00+00,43.344,-70.49935,WD
379490.7501,4800176.547,489,WD038.00,P,30,3.7,0.41,66,12.6,31,163,2017/05/08 00:00:00+00,43.34478,-70.48682,WD
382824.7306,4801444.3932,490,WE004.00,P,30,8.4,0.59,420,49.4,31,163,2017/06/05 00:00:00+00,43.35672,-70.44597,WE
383315.9325,4802616.7906,491,WE005.00,P,30,5.8,0.65,460,40.4,31,163,2017/06/05 00:00:00+00,43.36735,-70.44016,WE
383560.8503,4802625.8978,492,WE006.00,P,30,8.1,0.63,280,52.3,31,163,2017/05/22 00:00:00+00,43.36747,-70.43714,WE
384077.5421,4802792.5388,493,WE008.00,R,30,6.4,0.74,1700,57.7,31,163,2017/05/22 00:00:00+00,43.36905,-70.4308,WE
384009.83,4802435.9901,494,WE010.00,P,30,7.3,0.74,720,66.7,31,163,2017/05/08 00:00:00+00,43.36583,-70.43156,WE
384114.1698,4802470.8601,495,WE010.20,P,30,5.1,0.61,280,32.1,31,163,2017/05/08 00:00:00+00,43.36616,-70.43028,WE
383718.754,4803654.0989,496,WE011.00,R,30,3.8,0.43,76,13.8,31,163,2017/06/05 00:00:00+00,43.37675,-70.43541,WE
384159.6153,4803419.9021,497,WE013.00,R,30,6.3,0.73,1700,54.9,31,163,2017/06/05 00:00:00+00,43.37471,-70.42992,WE
383550.1399,4805154.5069,498,WE018.50,CA,30,4.9,0.49,76,21.2,31,163,2013/04/16 00:00:00+00,43.39023,-70.43781,WE
384176.8013,4804989.3148,499,WE020.00,CA,30,3.1,0.44,82,11.7,31,163,2013/04/16 00:00:00+00,43.38884,-70.43004,WE
384546.3999,4804429.7571,500,WE022.00,A,30,3.2,0.36,36,9.3,31,163,2017/05/08 00:00:00+00,43.38386,-70.42536,WE
384508.8454,4805692.3855,501,WE023.00,CA,30,2.6,0.33,33,7.1,31,163,2013/04/16 00:00:00+00,43.39522,-70.42609,WE
384878.6167,4805761.6126,502,WE024.50,A,30,2.9,0.3,20,7.3,31,163,2017/07/19 00:00:00+00,43.3959,-70.42154,WE
386446.6261,4806562.6775,503,WE027.00,P,30,9.1,0.71,1700,75.4,31,163,2017/06/05 00:00:00+00,43.40335,-70.40235,WE
386712.5832,4806434.8999,504,WE028.00,A,30,4.3,0.43,46,15.9,31,163,2017/07/19 00:00:00+00,43.40224,-70.39904,WE
386817.0549,4806965.2653,505,WE030.00,A,30,4.7,0.51,84,21.3,31,163,2017/07/19 00:00:00+00,43.40703,-70.39786,WE
388525.8569,4809065.2842,506,WF004.50,A,30,3.3,0.41,80,11.2,31,163,2017/07/19 00:00:00+00,43.42619,-70.37719,WF
389265.1229,4810152.8828,507,WF006.00,A,30,2.4,0.26,20,5.2,31,163,2017/07/19 00:00:00+00,43.43609,-70.36828,WF
390606.8507,4810773.0696,508,WF006.10,A,30,3.2,0.44,88,12,31,163,2017/07/19 00:00:00+00,43.44187,-70.35183,WF
388788.4552,4812712.443,509,WG005.00,P,30,4.8,0.49,84,20.8,31,163,2017/07/19 00:00:00+00,43.45906,-70.37469,WG
389709.6936,4811794.1489,510,WG007.00,P,30,5.1,0.47,68,20.8,31,163,2017/07/19 00:00:00+00,43.45093,-70.36312,WG
390308.7907,4811308.9138,511,WG008.10,CA,30,4.3,0.49,86,18.6,31,163,2017/07/19 00:00:00+00,43.44665,-70.35562,WG
389550.0113,4810593.6748,512,WG008.30,CA,30,3.4,0.49,80,14.7,31,163,2017/07/19 00:00:00+00,43.4401,-70.36485,WG
389158.8723,4810239.0559,513,WG008.50,CA,30,3.7,0.43,110,13.5,31,163,2017/07/19 00:00:00+00,43.43685,-70.36961,WG
388938.9818,4811092.5036,514,WG008.60,CA,30,3.5,0.48,72,14.7,31,163,2017/07/19 00:00:00+00,43.4445,-70.3725,WG
388951.4201,4812142.0895,515,WG008.80,CA,30,2.9,0.38,32,9.4,31,163,2017/07/19 00:00:00+00,43.45395,-70.37256,WG
389646.7282,4811705.1978,516,WG008.90,CA,30,3.3,0.39,62,10.8,31,163,2017/12/04 00:00:00+00,43.45012,-70.36388,WG
390099.2188,4820624.9296,517,WG020.00,P,30,4.8,0.58,144,27.1,31,163,2017/05/15 00:00:00+00,43.53048,-70.36009,WG
392002.5858,4821726.0716,518,WG021.00,A,30,3.1,0.4,52,10.3,31,163,2017/03/29 00:00:00+00,43.54067,-70.33676,WG
389618.1852,4824256.5884,519,WG024.70,CA,30,4.1,0.36,30,12.1,31,163,2017/03/29 00:00:00+00,43.5631,-70.36678,WG
390362.6924,4823693.3792,520,WG025.00,CA,30,3.8,0.43,80,13.6,31,163,2016/07/13 00:00:00+00,43.55814,-70.35745,WG
390992.8269,4823940.8483,521,WG026.50,CA,30,3.7,0.47,86,15.1,31,163,2015/07/13 00:00:00+00,43.56046,-70.3497,WG
391066.5646,4823506.4004,522,WG027.00,A,30,3.4,0.45,128,13.1,31,163,2017/03/29 00:00:00+00,43.55656,-70.3487,WG
391124.0912,4822420.1196,523,WG032.00,CA,30,4.4,0.51,102,19.4,31,163,2016/04/06 00:00:00+00,43.54679,-70.34777,WG
391432.808,4822622.8602,524,WG032.50,A,30,3.1,0.4,126,10.2,31,163,2017/03/29 00:00:00+00,43.54866,-70.34399,WG
392286.3529,4824252.1281,525,WG033.00,A,30,4,0.45,98,15.3,31,163,2017/10/31 00:00:00+00,43.56345,-70.33375,WG
393143.7649,4824678.3378,526,WG034.00,CA,30,4.2,0.38,33,13.3,31,163,2017/03/29 00:00:00+00,43.56741,-70.32322,WG
393196.8186,4825017.4259,527,WG035.00,CA,30,6.4,0.51,78,29.1,31,163,2016/05/17 00:00:00+00,43.57047,-70.32263,WG
392034.09,4823384.1279,528,WG036.00,A,30,2.4,0.26,18,5.3,31,163,2017/03/29 00:00:00+00,43.5556,-70.3367,WG
391933.8793,4822880.2831,529,WG037.00,A,30,2.3,0.19,9.1,4.1,31,163,2017/03/29 00:00:00+00,43.55105,-70.33784,WG
392219.5922,4822155.8341,530,WG038.00,A,30,3.5,0.45,94,13.5,31,163,2017/03/29 00:00:00+00,43.54457,-70.33416,WG
392856.0402,4822491.1386,531,WG039.00,A,30,2.4,0.3,44,6.1,31,163,2017/03/29 00:00:00+00,43.54768,-70.32635,WG
393478.256,4822901.1566,532,WG041.00,A,30,3.1,0.31,28,7.9,31,163,2017/03/29 00:00:00+00,43.55146,-70.31873,WG
393128.8262,4822013.5554,533,WG044.00,A,30,3.3,0.43,80,11.9,31,163,2017/03/29 00:00:00+00,43.54342,-70.32288,WG
393149.6184,4820576.8515,534,WG046.00,A,30,2.3,0.27,33,5.3,31,163,2017/03/29 00:00:00+00,43.53049,-70.32234,WG
394005.2163,4821426.4562,535,WH001.00,A,30,2.4,0.27,31,5.5,31,163,2018/01/24 00:00:00+00,43.53826,-70.31192,WH
395018.9646,4822792.4694,536,WH002.00,A,30,3,0.51,320,13.5,31,163,2018/01/24 00:00:00+00,43.5507,-70.29964,WH
396656.7582,4823792.4003,537,WH004.00,A,30,4.5,0.52,114,21,31,163,2018/01/24 00:00:00+00,43.55993,-70.27956,WH
397275.8307,4825340.3365,538,WH010.00,A,30,3.7,0.61,1520,23,31,163,2018/01/24 00:00:00+00,43.57395,-70.27219,WH
401534.8314,4823929.0382,539,WH017.00,CA,30,3.4,0.51,440,16,31,163,2016/05/04 00:00:00+00,43.56182,-70.2192,WH
399709.352,4840155.8582,540,WI010.70,P,30,23.1,0.81,1700,254.7,31,163,2017/05/15 00:00:00+00,43.70765,-70.24481,WI
399706.2099,4839033.914,541,WI010.80,P,30,15.6,0.72,760,132.8,31,163,2016/05/04 00:00:00+00,43.69755,-70.24464,WI
401907.8332,4839944.3604,542,WI015.00,CA,30,2.7,0.43,152,9.7,31,163,2015/04/30 00:00:00+00,43.70604,-70.21749,WI
401834.7549,4840619.7337,543,WI017.00,R,30,4.7,0.69,1700,37,31,163,2017/07/31 00:00:00+00,43.71211,-70.21852,WI
401963.9197,4841129.949,544,WI017.50,CA,30,3.2,0.49,116,14,31,163,2015/04/30 00:00:00+00,43.71672,-70.21701,WI
401774.0527,4840984.9929,545,WI019.00,R,30,5.1,0.68,1260,38.4,31,163,2017/05/03 00:00:00+00,43.71539,-70.21934,WI
401595.6682,4841619.7077,546,WI020.00,R,30,6.3,0.7,900,49.9,31,163,2017/05/03 00:00:00+00,43.72108,-70.22167,WI
402999.5216,4842865.5563,547,WI025.00,CA,30,3.6,0.52,134,17,31,163,2015/12/01 00:00:00+00,43.73248,-70.20447,WI
403667.6383,4843782.3439,548,WI027.00,CA,30,3,0.51,144,13.6,31,163,2012/03/07 00:00:00+00,43.74082,-70.19634,WI
404707.6291,4843459.6995,549,WI027.40,P,30,2,0.12,7.3,3,31,163,2017/05/09 00:00:00+00,43.73805,-70.18337,WI
404910.4094,4844181.0899,550,WI027.50,P,30,2.4,0.3,35,6.1,31,163,2017/05/09 00:00:00+00,43.74457,-70.18098,WI
403741.3822,4845710.8631,551,WI029.00,A,30,3.3,0.45,116,12.7,31,163,2017/03/29 00:00:00+00,43.75819,-70.19577,WI
403795.2137,4846818.7383,552,WI030.00,CA,30,4.5,0.6,260,27.4,31,163,2017/03/29 00:00:00+00,43.76817,-70.1953,WI
404909.4936,4847617.0167,553,WI033.00,A,30,3.7,0.5,130,16.4,31,163,2017/11/15 00:00:00+00,43.7755,-70.1816,WI
405116.471,4846211.0395,554,WI034.10,A,30,3.4,0.49,300,14.7,31,163,2017/11/15 00:00:00+00,43.76287,-70.17878,WI
405621.6116,4846121.6653,555,WI036.00,P,30,4,0.5,96,18,31,163,2017/03/29 00:00:00+00,43.76213,-70.17249,WI
406207.2897,4847177.6066,556,WI038.00,P,30,7.4,0.85,1040,92.1,31,163,2017/05/03 00:00:00+00,43.77171,-70.1654,WI
407202.41,4847536.9253,557,WI040.00,P,30,4.4,0.58,360,25,31,163,2011/02/07 00:00:00+00,43.77507,-70.1531,WI
407214.6146,4848239.9297,558,WI041.00,P,30,5.6,0.59,1020,32.4,31,163,2017/05/02 00:00:00+00,43.7814,-70.15307,WI
407443.8029,4849268.7313,559,WI048.00,CR,30,11.2,0.73,840,99.8,31,163,2019/03/05 00:00:00+00,43.79069,-70.1504,WI
407228.4417,4851657.8649,560,WI051.00,CA,30,4.7,0.42,41.8,16.6,31,163,2018/10/16 00:00:00+00,43.81217,-70.15349,WI
407241.5981,4851043.3725,561,WI053.00,CA,30,3.6,0.38,58,11.5,31,163,2018/10/16 00:00:00+00,43.80664,-70.15322,WI
407453.4652,4849963.9967,562,WI054.00,CA,30,3.6,0.53,620,17.6,31,163,2018/10/16 00:00:00+00,43.79695,-70.1504,WI
408361.4562,4850049.1947,563,WI055.00,CR,30,6.3,0.74,1700,57.8,31,163,2019/06/11 00:00:00+00,43.79783,-70.13913,WI
408425.4218,4850429.3392,564,WI055.20,CR,30,8.8,0.65,200,61.3,31,163,2017/06/12 00:00:00+00,43.80126,-70.1384,WI
408557.4406,4849789.8924,565,WI055.50,CR,30,5.6,0.64,1700,37.9,31,163,2019/04/24 00:00:00+00,43.79552,-70.13665,WI
409322.6203,4850141.5676,566,WI056.00,CA,30,3.9,0.64,1700,26,31,163,2019/03/25 00:00:00+00,43.79878,-70.1272,WI
410922.5114,4851069.7466,567,WI056.70,A,30,2.1,0.15,9.1,3.4,31,163,2018/12/11 00:00:00+00,43.80733,-70.10747,WI
407808.0147,4847384.1083,568,WI058.50,CA,30,3.9,0.5,120,17.2,31,163,2018/10/16 00:00:00+00,43.77377,-70.14555,WI
408896.9693,4847315.8122,569,WI058.80,CA,30,4.4,0.47,60,17.4,31,163,2018/10/16 00:00:00+00,43.77329,-70.13201,WI
409418.6764,4847086.5312,570,WI061.00,A,30,4.1,0.44,58,15.1,31,163,2018/07/17 00:00:00+00,43.77129,-70.12549,WI
408666.5131,4846416.9553,571,WI063.00,P,30,5.2,0.48,98,22,31,163,2017/06/19 00:00:00+00,43.76517,-70.13472,WI
408451.274,4845692.3005,572,WI064.00,P,30,3.5,0.49,128,14.9,31,163,2017/06/12 00:00:00+00,43.75862,-70.13727,WI
409669.5948,4846000.051,573,WI065.50,A,30,2.7,0.31,20,6.8,31,163,2017/05/02 00:00:00+00,43.76154,-70.12219,WI
408238.1774,4844950.9599,574,WI069.00,P,30,4.4,0.67,1700,32.2,31,163,2017/06/19 00:00:00+00,43.75192,-70.13979,WI
407312.9379,4844601.6157,575,WI071.00,R,30,3.6,0.46,120,14.7,31,163,2017/07/18 00:00:00+00,43.74866,-70.15122,WI
407369.0803,4845512.8471,576,WI074.00,R,30,3,0.49,240,12.8,31,163,2017/05/02 00:00:00+00,43.75687,-70.15068,WI
410782.115,4844907.5574,577,WI077.00,A,30,2.5,0.35,66,7,31,163,2017/05/09 00:00:00+00,43.75184,-70.10819,WI
408225.784,4841882.9709,578,WI083.00,A,30,2.1,0.15,9,3.3,31,163,2017/05/09 00:00:00+00,43.7243,-70.13942,WI
409322.9721,4841168.1496,579,WI088.00,A,30,2.3,0.21,15,4.4,31,163,2017/05/09 00:00:00+00,43.718,-70.12568,WI
