X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
537181.3335,4897391.0303,51,EB022.00,A,30,30,2.3,0.34,88,6.4,31,163,2010/03/16 00:00:00+00,44.2288,-68.53445,EB
524632.8831,4904126.3359,52,EC001.00,A,30,30,2.6,0.38,80,8.2,31,163,2010/04/06 00:00:00+00,44.28997,-68.69125,EC
524882.7126,4903678.5375,53,EC001.50,A,30,30,2.9,0.41,106,10,31,163,2010/04/06 00:00:00+00,44.28593,-68.68814,EC
525021.4635,4903282.5285,54,EC002.00,R,30,30,2.8,0.4,76,9.4,31,163,2010/04/06 00:00:00+00,44.28236,-68.68642,EC
522371.7022,4902991.9204,55,EC003.80,R,25,25,2.2,0.21,13,4.2,31,163,2011/04/13 00:00:00+00,44.27983,-68.71964,EC
522453.523,4903099.9429,56,EC004.00,R,30,30,3.4,0.62,1020,21.8,31,163,2010/04/06 00:00:00+00,44.2808,-68.71861,EC
521920.493,4904051.1573,57,EC005.00,A,30,30,1.9,0,2,1.9,31,163,2010/04/06 00:00:00+00,44.28938,-68.72525,EC
521472.941,4905984.5977,58,EC006.10,A,30,30,2.1,0.27,62,4.8,31,163,2010/04/06 00:00:00+00,44.3068,-68.73078,EC
525626.1212,4902717.2737,59,EC007.00,A,30,30,3,0.48,120,12.4,31,163,2010/04/06 00:00:00+00,44.27725,-68.67887,EC
529832.412,4898166.5614,60,EC009.00,A,30,30,3,0.37,35,9,31,163,2010/04/07 00:00:00+00,44.23612,-68.62642,EC
528218.0044,4895867.9535,61,EC010.00,A,30,30,3.1,0.44,72,11.9,31,163,2010/04/07 00:00:00+00,44.21549,-68.64676,EC
534286.5693,4894095.2145,62,EC012.00,A,30,30,2.3,0.25,32,4.9,31,163,2010/04/07 00:00:00+00,44.19927,-68.57091,EC
534151.7131,4893137.0479,63,EC013.00,A,30,30,2,0.08,4,2.5,31,163,2010/04/07 00:00:00+00,44.19065,-68.57266,EC
533541.4879,4892910.6439,64,EC014.00,R,30,30,2.9,0.41,112,10,31,163,2010/04/07 00:00:00+00,44.18864,-68.58031,EC
529878.3356,4895446.555,65,EC016.00,A,30,30,2.7,0.34,27,7.7,31,163,2010/04/07 00:00:00+00,44.21163,-68.626,EC
527930.5469,4896213.2751,66,EC017.00,A,30,30,3.8,0.43,35,13.9,31,163,2010/04/07 00:00:00+00,44.21861,-68.65034,EC
527351.7443,4895942.038,67,EC017.50,A,30,30,3.1,0.47,420,12.8,31,163,2010/04/07 00:00:00+00,44.21619,-68.6576,EC
526502.1308,4895657.5354,68,EC017.70,A,30,30,2.8,0.58,1700,15.9,31,163,2010/04/07 00:00:00+00,44.21366,-68.66825,EC
525444.3355,4895062.4378,69,EC018.00,A,30,30,4.3,0.71,1700,35.3,31,163,2010/04/07 00:00:00+00,44.20834,-68.68152,EC
526907.2265,4893886.4468,70,EC019.00,A,30,30,3.2,0.46,48,12.6,31,163,2010/04/07 00:00:00+00,44.1977,-68.66327,EC
527426.3134,4893197.7163,71,EC019.70,R,30,30,2.6,0.29,24,6.4,31,163,2010/07/13 00:00:00+00,44.19148,-68.65681,EC
527184.5366,4892914.5847,72,EC020.00,R,30,30,3,0.57,520,16.9,31,163,2010/04/27 00:00:00+00,44.18894,-68.65985,EC
529750.0335,4892023.783,73,EC021.00,A,30,30,2.7,0.43,124,9.9,31,163,2010/04/27 00:00:00+00,44.18082,-68.6278,EC
528728.3976,4891133.9818,74,EC021.90,A,30,30,3.1,0.51,420,14.4,31,163,2010/04/07 00:00:00+00,44.17285,-68.64063,EC
528564.6179,4891294.3244,75,EC022.00,A,30,30,3.7,0.56,500,20.2,31,163,2010/04/07 00:00:00+00,44.1743,-68.64267,EC
527887.273,4891541.3305,76,EC022.30,A,30,30,3.5,0.7,1700,28,31,163,2010/04/27 00:00:00+00,44.17655,-68.65113,EC
527918.6961,4891294.8812,77,EC022.40,A,30,30,2.5,0.38,128,8,31,163,2010/04/27 00:00:00+00,44.17433,-68.65075,EC
528675.9937,4889585.3924,78,EC023.50,A,30,30,2,0.14,12,3.1,31,163,2010/04/07 00:00:00+00,44.15891,-68.64137,EC
525423.3168,4888721.1976,79,EC026.20,A,30,30,3,0.49,360,13.2,31,163,2010/04/07 00:00:00+00,44.15125,-68.68209,EC
524710.1759,4889092.794,80,EC026.70,A,30,30,2.5,0.42,300,8.9,31,163,2010/04/07 00:00:00+00,44.15462,-68.69099,EC
524117.6231,4889964.7346,81,EC026.90,P,30,30,2.9,0.44,140,11.1,31,163,2010/04/07 00:00:00+00,44.16249,-68.69836,EC
524494.535,4890093.8613,82,EC027.00,R,30,30,4.6,0.5,200,20.5,31,163,2010/04/27 00:00:00+00,44.16364,-68.69364,EC
524135.3404,4890365.7715,83,EC027.40,A,30,30,4.1,0.56,360,22,31,163,2010/04/07 00:00:00+00,44.1661,-68.69812,EC
523999.4367,4891894.7451,84,EC027.80,A,30,30,2.8,0.37,38,8.5,31,163,2010/04/27 00:00:00+00,44.17987,-68.69975,EC
524166.4827,4892332.9845,85,EC028.00,R,30,30,8.7,0.65,200,59.9,31,163,2010/04/27 00:00:00+00,44.18381,-68.69764,EC
523432.1248,4891836.0506,86,EC028.40,A,30,30,3.7,0.48,114,15.4,31,163,2010/04/27 00:00:00+00,44.17936,-68.70685,EC
522567.2506,4895556.1898,87,EC031.00,A,30,30,2.4,0.3,28,6,31,163,2010/04/07 00:00:00+00,44.21288,-68.71751,EC
525465.5439,4896803.0455,88,EC033.00,P,30,30,2.7,0.42,72,9.4,31,163,2010/04/07 00:00:00+00,44.22401,-68.68117,EC
528069.8386,4875123.4616,89,ED001.50,A,30,30,1.9,0.09,6,2.5,31,163,2010/04/12 00:00:00+00,44.02873,-68.64972,ED
528428.7146,4878132.7923,90,ED002.00,A,30,30,1.9,0,2,1.9,31,163,2010/04/12 00:00:00+00,44.05581,-68.64508,ED
527582.0436,4877368.3645,91,ED002.50,A,30,30,1.9,0,1.9,1.9,31,163,2010/04/12 00:00:00+00,44.04896,-68.65569,ED
528030.216,4879169.6022,92,ED003.00,A,30,30,1.9,0,2,1.9,31,163,2010/04/12 00:00:00+00,44.06516,-68.65,ED
528844.5655,4880118.3294,93,ED003.70,A,30,30,1.9,0,2,1.9,31,163,2010/04/12 00:00:00+00,44.07367,-68.63978,ED
529896.1354,4881494.7477,94,ED004.40,A,30,30,1.9,0,2,1.9,31,163,2010/04/12 00:00:00+00,44.08602,-68.62657,ED
530772.905,4881642.0646,95,ED004.60,A,30,30,1.9,0,1.9,1.9,31,163,2010/04/12 00:00:00+00,44.08731,-68.61561,ED
531840.3963,4880416.4553,96,ED005.10,A,30,30,2,0.17,18,3.4,31,163,2010/04/12 00:00:00+00,44.07623,-68.60235,ED
530592.3064,4874484.8974,97,ED007.00,A,30,30,2,0.08,4,2.5,31,163,2010/04/12 00:00:00+00,44.02288,-68.61828,ED
544758.5543,4890111.7178,98,EE001.00,R,30,30,5.6,0.69,220,43.8,31,163,2010/06/14 00:00:00+00,44.16284,-68.4402,EE
546219.92,4891288.1339,99,EE002.00,R,30,30,8.6,0.63,116,55.2,31,163,2010/06/14 00:00:00+00,44.17334,-68.42182,EE
546126.7389,4892262.7346,100,EE003.00,A,30,30,2.6,0.32,24,6.9,31,163,2010/03/17 00:00:00+00,44.18212,-68.4229,EE
545146.4118,4887422.9946,101,EE006.40,A,30,30,2.6,0.25,13,5.7,31,163,2010/03/17 00:00:00+00,44.13861,-68.43558,EE
544657.8273,4887752.8883,102,EE006.80,R,30,30,3.8,0.6,114,23,31,163,2010/06/14 00:00:00+00,44.14161,-68.44166,EE
545056.1074,4887877.787,103,EE007.00,R,30,30,8.3,0.73,720,72.4,31,163,2010/03/17 00:00:00+00,44.14271,-68.43667,EE
544557.2601,4888901.8424,104,EE008.00,A,30,30,4.7,0.59,120,27,31,163,2010/03/17 00:00:00+00,44.15196,-68.44282,EE
544537.9116,4889397.1106,105,EE009.00,P,30,30,3.7,0.51,200,17.3,31,163,2010/03/17 00:00:00+00,44.15642,-68.44302,EE
544018.5315,4888978.1897,106,EE009.30,P,30,30,6.3,0.76,540,61.2,31,163,2010/03/17 00:00:00+00,44.15268,-68.44955,EE
544076.6054,4888068.8674,107,EE009.50,P,30,30,2.8,0.37,42,8.7,31,163,2010/03/17 00:00:00+00,44.14449,-68.4489,EE
543988.1431,4887422.9257,108,EE009.70,A,30,30,3.1,0.48,220,13,31,163,2010/03/17 00:00:00+00,44.13868,-68.45006,EE
543770.501,4888755.4936,109,EE010.00,A,30,30,3.1,0.46,100,12.3,31,163,2010/03/17 00:00:00+00,44.15069,-68.45267,EE
543464.3694,4889818.681,110,EE011.00,R,30,30,3.7,0.42,36,13.1,31,163,2010/03/17 00:00:00+00,44.16028,-68.45641,EE
543104.6091,4889808.5376,111,EE011.30,R,30,30,6.9,0.83,1240,81.9,31,163,2010/08/25 00:00:00+00,44.16021,-68.46091,EE
542905.6316,4889911.6475,112,EE011.40,R,30,30,6.5,0.74,1700,58.1,31,163,2010/08/10 00:00:00+00,44.16115,-68.46339,EE
542033.2095,4889920.4527,113,EE013.00,A,30,30,3.1,0.35,44,8.8,31,163,2010/03/17 00:00:00+00,44.16128,-68.4743,EE
542443.2923,4891671.4211,114,EE015.00,A,30,30,5.9,0.66,220,41.5,31,163,2010/03/17 00:00:00+00,44.17702,-68.46903,EE
544148.644,4891633.7824,115,EE016.50,A,30,30,4.1,0.66,440,28.8,31,163,2010/03/17 00:00:00+00,44.17658,-68.4477,EE
543556.8265,4889863.7231,116,EE017.00,A,30,30,4.7,0.7,480,37.3,31,163,2010/03/17 00:00:00+00,44.16068,-68.45525,EE
550842.9112,4885315.1977,117,EE019.00,A,30,30,2.4,0.28,24,5.6,31,163,2010/05/10 00:00:00+00,44.11926,-68.36457,EE
535369.7809,4902301.6807,118,EF001.90,R,30,30,11,0.79,480,114.3,31,163,2011/04/05 00:00:00+00,44.2731,-68.5568,EF
535520.9713,4902677.9375,119,EF002.00,R,30,30,11.8,0.69,560,92.8,31,163,2011/04/28 00:00:00+00,44.27648,-68.55488,EF
537627.6128,4901040.2114,120,EF002.50,A,30,30,2.8,0.35,60,8,31,163,2010/04/21 00:00:00+00,44.26163,-68.5286,EF
537610.1611,4902967.2943,121,EF004.00,A,30,30,3.5,0.51,340,16,31,163,2010/04/21 00:00:00+00,44.27898,-68.52868,EF
537511.0201,4903278.8521,122,EF004.10,R,30,30,4.7,0.7,300,37.3,31,163,2010/04/21 00:00:00+00,44.28179,-68.5299,EF
536297.9207,4904321.6918,123,EF005.00,A,30,30,3.9,0.64,300,26.5,31,163,2010/04/21 00:00:00+00,44.29124,-68.54503,EF
534764.7993,4906364.9599,124,EF006.00,A,30,30,4,0.49,64,17.6,31,163,2010/04/21 00:00:00+00,44.30971,-68.56411,EF
536143.1333,4911247.6327,125,EF008.00,P,30,30,3.1,0.52,160,14.6,31,163,2010/04/21 00:00:00+00,44.3536,-68.54649,EF
535097.2997,4913505.7028,126,EF009.00,A,30,30,2.3,0.25,38,5,31,163,2010/04/21 00:00:00+00,44.37398,-68.55946,EF
534516.7954,4911489.8719,127,EF009.30,A,30,30,2.8,0.32,18,7.4,31,163,2010/02/23 00:00:00+00,44.35586,-68.56688,EF
533296.032,4909266.4273,128,EF009.70,A,30,30,3,0.39,66,10,31,163,2010/02/23 00:00:00+00,44.3359,-68.58234,EF
532824.9348,4909095.2069,129,EF010.00,CA,30,30,2.6,0.33,34,7.1,31,163,2008/04/16 00:00:00+00,44.33438,-68.58826,EF
533212.3833,4910195.7193,130,EF010.50,CA,30,30,2.5,0.31,44,6.4,31,163,2009/03/23 00:00:00+00,44.34427,-68.58333,EF
533296.6568,4911333.5826,131,EF011.00,CA,30,30,2.4,0.31,60,6.2,31,163,2009/03/23 00:00:00+00,44.35451,-68.5822,EF
533627.8953,4911237.5312,132,EF011.30,A,30,30,4.3,0.45,54,16.7,31,163,2010/04/21 00:00:00+00,44.35363,-68.57805,EF
533921.8525,4912183.213,133,EF012.00,A,30,30,3.7,0.48,118,15.7,31,163,2010/07/14 00:00:00+00,44.36213,-68.5743,EF
534076.7948,4912116.2622,134,EF012.10,A,30,30,3,0.39,114,10,31,163,2010/04/21 00:00:00+00,44.36152,-68.57236,EF
534922.0943,4913939.0795,135,EF013.00,A,30,30,3.3,0.57,1140,18.3,31,163,2010/04/21 00:00:00+00,44.37789,-68.56163,EF
534523.5871,4914725.616,136,EF014.00,R,30,30,4,0.53,140,19.5,31,163,2010/04/21 00:00:00+00,44.38499,-68.56658,EF
534488.7555,4915588.5123,137,EF015.00,CA,30,30,3.2,0.47,60,13,31,163,2012/07/11 00:00:00+00,44.39276,-68.56696,EF
534340.6278,4916039.8209,138,EF016.00,CA,30,30,3.3,0.45,80,12.7,31,163,2012/07/11 00:00:00+00,44.39683,-68.56879,EF
534675.9748,4916776.9371,139,EF016.50,CA,30,30,2.4,0.24,16,4.9,31,163,2012/07/11 00:00:00+00,44.40345,-68.56453,EF
533888.5124,4917372.6223,140,EF017.80,CR,30,30,2.7,0.25,18,5.7,31,163,2012/07/11 00:00:00+00,44.40885,-68.57438,EF
534017.9307,4917900.9212,141,EF018.00,CR,30,30,4.4,0.48,68,18.5,31,163,2012/07/11 00:00:00+00,44.4136,-68.57272,EF
535574.8516,4916806.2168,142,EF019.00,CA,30,30,2.1,0.17,10,3.4,31,163,2012/07/11 00:00:00+00,44.40367,-68.55324,EF
537596.9672,4916343.254,143,EF020.00,A,30,30,4.6,0.7,260,37.3,31,163,2012/07/11 00:00:00+00,44.3994,-68.52788,EF
538205.2876,4917448.6991,144,EF020.50,A,30,30,2.9,0.32,36,7.5,31,163,2010/04/21 00:00:00+00,44.40932,-68.52016,EF
538609.6372,4918144.2196,145,EF023.00,A,30,30,5,0.66,200,35.2,31,163,2010/04/21 00:00:00+00,44.41556,-68.51503,EF
540113.6741,4920067.218,146,EF024.00,A,30,30,3.3,0.54,720,16.9,31,163,2010/04/21 00:00:00+00,44.43279,-68.49599,EF
541276.3305,4922607.1293,147,EF024.90,P,30,30,5.3,0.6,116,32.2,31,163,2010/10/12 00:00:00+00,44.45559,-68.48118,EF
541347.4283,4922436.5155,148,EF025.00,A,30,30,3.3,0.44,72,12.5,31,163,2010/08/25 00:00:00+00,44.45405,-68.4803,EF
541815.1441,4917495.2924,149,EF026.00,A,30,30,2.6,0.37,120,8,31,163,2010/04/21 00:00:00+00,44.40954,-68.47482,EF
542860.4952,4916664.5337,150,EG002.00,CA,30,30,2.1,0.16,10,3.5,31,163,2012/07/09 00:00:00+00,44.402,-68.46176,EG
542146.8878,4920985.3675,151,EG004.00,CA,30,30,2.4,0.23,11,4.9,31,163,2012/07/09 00:00:00+00,44.44094,-68.47037,EG
542611.7353,4923402.1933,152,EG005.00,CA,30,30,2.9,0.33,20,8,31,163,2012/07/09 00:00:00+00,44.46267,-68.46433,EG
541545.3238,4926331.1867,153,EG007.00,CA,30,30,2.5,0.26,16,5.5,31,163,2012/07/09 00:00:00+00,44.4891,-68.4775,EG
540378.37,4926404.9234,154,EG007.50,P,30,30,9,0.59,420,53.2,31,163,2011/05/03 00:00:00+00,44.48983,-68.49217,EG
540905.7975,4926871.4323,155,EG008.50,P,30,30,6.4,0.63,380,41.5,31,163,2011/05/17 00:00:00+00,44.494,-68.4855,EG
542352.3802,4926824.0454,156,EG009.00,P,30,30,6.8,0.7,740,54.4,31,163,2010/02/22 00:00:00+00,44.49349,-68.46731,EG
543794.5164,4925788.3161,157,EG011.00,P,30,30,4.2,0.55,520,21.7,31,163,2010/02/22 00:00:00+00,44.48408,-68.44926,EG
545692.6789,4924325.0892,158,EG013.00,P,30,30,5.6,0.6,340,33.6,31,163,2010/04/14 00:00:00+00,44.47079,-68.42552,EG
545521.3692,4923344.1409,159,EG014.00,CA,30,30,4.3,0.44,72,16.2,31,163,2012/07/11 00:00:00+00,44.46197,-68.42776,EG
545666.5491,4920565.8826,160,EG016.00,P,30,30,5.3,0.57,300,28.7,31,163,2010/04/14 00:00:00+00,44.43695,-68.42618,EG
545547.1704,4920451.7431,161,EG016.50,CA,30,30,3.1,0.35,36,8.8,31,163,2012/07/11 00:00:00+00,44.43593,-68.42769,EG
545091.5114,4918095.8654,162,EG017.00,CA,30,30,2,0.17,18,3.4,31,163,2012/07/24 00:00:00+00,44.41475,-68.43362,EG
547746.2054,4917845.9539,163,EG019.00,A,30,30,2.9,0.46,154,11.6,31,163,2010/04/14 00:00:00+00,44.41233,-68.4003,EG
548448.4457,4920524.8881,164,EG020.00,CA,29,29,2.7,0.4,180,8.9,31,162,2007/02/07 00:00:00+00,44.4364,-68.39123,EG
548770.8503,4920302.9075,165,EG020.50,A,30,30,4.2,0.57,140,23.4,31,163,2010/02/22 00:00:00+00,44.43438,-68.3872,EG
549561.2683,4919770.1225,166,EG021.00,A,30,30,3.4,0.64,1700,23.3,31,163,2010/02/22 00:00:00+00,44.42953,-68.37732,EG
550450.4199,4918942.7153,167,EG023.00,A,30,30,2.1,0.17,10,3.6,31,163,2010/02/10 00:00:00+00,44.42202,-68.36623,EG
551774.6649,4916893.6237,168,EG024.00,A,30,30,3.8,0.58,540,21.1,31,163,2010/08/17 00:00:00+00,44.40348,-68.3498,EG
550897.2596,4915138.2779,169,EG025.00,A,30,30,4.2,0.57,106,22.8,31,163,2010/04/14 00:00:00+00,44.38774,-68.36099,EG
549865.3661,4915602.4075,170,EG026.00,A,30,30,2.4,0.37,98,7.4,31,163,2010/02/10 00:00:00+00,44.39199,-68.3739,EG
548389.8682,4912325.5009,171,EG027.00,A,30,30,2.1,0.16,9.1,3.5,31,163,2010/02/10 00:00:00+00,44.36259,-68.39273,EG
547262.4052,4910655.4756,172,EG028.00,A,30,30,2.3,0.22,16,4.4,31,163,2010/04/14 00:00:00+00,44.34763,-68.40703,EG
546512.2503,4910109.1305,173,EG029.00,A,30,30,2.5,0.33,31,6.8,31,163,2010/04/14 00:00:00+00,44.34276,-68.41649,EG
546507.4412,4909664.7754,174,EG029.90,A,30,30,2,0.14,10,3.1,31,163,2010/09/28 00:00:00+00,44.33876,-68.41659,EG
546616.8718,4909746.6437,175,EG030.00,A,30,30,2.7,0.3,20,6.7,31,163,2010/04/14 00:00:00+00,44.33949,-68.41521,EG
547197.1615,4909756.3631,176,EG030.80,A,30,30,2.3,0.23,11,4.7,31,163,2010/07/06 00:00:00+00,44.33954,-68.40793,EG
547733.6595,4909976.8669,177,EG031.00,A,30,30,3.1,0.45,100,12,31,163,2010/02/10 00:00:00+00,44.34149,-68.40118,EG
546048.1799,4906957.8402,178,EG032.00,A,30,30,2.3,0.38,142,7.4,31,163,2010/02/10 00:00:00+00,44.31442,-68.42259,EG
547216.4697,4903433.8398,179,EG033.00,A,30,30,3.6,0.6,440,21.7,31,163,2010/02/10 00:00:00+00,44.28262,-68.40826,EG
548144.811,4901112.3783,180,EG034.00,A,30,30,4.1,0.56,90,22.1,31,163,2010/02/10 00:00:00+00,44.26166,-68.39684,EG
549559.5745,4900445.3419,181,EG035.00,R,30,30,5.1,0.68,320,38.4,31,163,2010/02/10 00:00:00+00,44.25556,-68.37918,EG
549810.6243,4899450.8638,182,EG036.00,A,30,30,2.5,0.41,68,8.7,31,163,2010/02/10 00:00:00+00,44.24659,-68.37613,EG
551004.4495,4897689.4378,183,EG036.06,A,30,30,2.6,0.42,280,9.2,31,163,2010/02/10 00:00:00+00,44.23065,-68.36135,EG
553158.6811,4894115.3421,184,EG043.00,A,30,30,1.9,0.05,4,2.3,31,163,2010/04/12 00:00:00+00,44.19832,-68.33474,EG
555952.2029,4901724.2474,185,EH003.00,A,30,30,2.4,0.33,52,6.5,31,163,2010/02/10 00:00:00+00,44.26661,-68.29897,EH
555482.1387,4903034.3415,186,EH012.20,A,30,30,1.9,0,1.9,1.9,31,163,2010/04/12 00:00:00+00,44.27844,-68.30472,EH
555817.5822,4903564.8296,187,EH012.40,P,30,30,1.9,0,2,1.9,31,163,2010/04/12 00:00:00+00,44.28319,-68.30046,EH
554545.6141,4904904.859,188,EH023.60,A,30,30,3.2,0.54,160,16.1,31,163,2010/02/10 00:00:00+00,44.29535,-68.31626,EH
