X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Lat_DD,Long_DD,Grow_Area,GlobalID
590198.7185,4925537.6834,593,EL013.00,A,30,30,3.1,0.47,124,12.6,31,163,44.4775199998415,-67.8658300000278,EL,351925b4-154a-4fa7-a0fc-fe58de2ac89f
590983.0212,4927299.5372,594,EL014.00,A,30,30,4.2,0.58,820,23.8,31,163,44.4932800002077,-67.8556599999473,EL,87a9ab48-5639-47ab-8a66-591d3ea28d1c
591101.33,4928333.3114,596,EL015.00,R,30,30,4.3,0.68,1120,32.5,31,163,44.5025700000543,-67.8539900004842,EL,121a0415-806c-47a7-9360-cda3a6a872e5
591197.5939,4928782.3947,599,EL017.80,A,30,30,2.7,0.33,76,7.3,31,163,44.5065999996483,-67.8527000002465,EL,5f88358a-d5e1-4558-9397-a44df8a65882
590982.6282,4928690.5006,600,EL018.00,P,30,30,6.4,0.76,840,60.6,31,163,44.5058000003687,-67.8554199994963,EL,1eb094d2-a32a-4d99-b2c3-80129a00cdb8
590861.4795,4929507.6112,602,EL020.00,P,30,30,3,0.42,220,10.6,31,163,44.5131700000105,-67.8568000004625,EL,e22abf7d-3709-4875-906c-26f6be733838
590480.6755,4930307.7688,603,EL021.00,P,30,30,4.1,0.61,540,25.3,31,163,44.5204199996402,-67.8614500000078,EL,1925dab8-9971-4128-8edd-3b908b53f57a
373186.6477,4797575.4944,613,WD019.00,CA,30,30,2.6,0.31,40,6.6,31,163,43.320329999639,-70.5639699995301,WD,daf3fff2-2e49-428c-9663-0d06030b3061
373054.3672,4798566.7297,614,WD020.00,CA,30,30,2.7,0.23,9.1,5.4,31,163,43.3292300003416,-70.565830000169,WD,a0ed1f19-2921-4ab0-a0ca-6671f8ae6f9b
373704.3399,4798715.658,616,WD022.00,CA,30,30,2.7,0.26,16,5.9,31,163,43.3306799996695,-70.5578500005896,WD,4e76c050-955a-4017-8a4e-95fa88700969
373775.5494,4797663.3638,617,WD024.00,CA,30,30,2.2,0.22,16,4.3,31,163,43.3212199999886,-70.5567299997325,WD,ee8c1659-64cb-47ce-ae5e-d7e89ccdf2c9
376086.9765,4799642.5774,622,WD028.00,P,30,30,2.9,0.31,26,7.3,31,163,43.3394199997773,-70.5286800005193,WD,437a6502-1548-4d2e-a736-dd1680fec652
376956.5979,4800153.2913,623,WD031.00,P,30,30,3,0.34,26,8.6,31,163,43.3441600002401,-70.5180700001439,WD,b2b52814-c40b-4f9c-bff5-8b7410d74831
377898.2093,4800078.4602,627,WD036.00,P,30,30,4.9,0.55,380,25.6,31,163,43.3436399998353,-70.50643999983,WD,02dfe2f4-3d82-4e2b-b04e-11764bbd5ad5
378473.6026,4800108.0921,628,WD037.00,P,30,30,3.8,0.49,50,16.4,31,163,43.3440000002633,-70.4993500000989,WD,ace24547-b7cd-4902-a5fd-bcf74b1cd5ee
379490.7501,4800176.547,629,WD038.00,P,30,30,4.7,0.48,66,19.6,31,163,43.3447799999886,-70.4868199997821,WD,26911b23-909c-4767-ae09-0e5d7266041e
382824.7306,4801444.3932,633,WE004.00,P,30,30,11.5,0.72,660,97.9,31,163,43.3567200001807,-70.4459699994824,WE,045d0dce-b728-4262-9f7f-0639f212ebb0
383315.9325,4802616.7906,634,WE005.00,P,30,30,8.2,0.71,460,67.2,31,163,43.3673499995748,-70.4401599997341,WE,18bd3b45-bbe2-490b-ace7-033a52fb6b80
383560.8503,4802625.8978,635,WE006.00,P,30,30,10.7,0.86,1700,136.4,31,163,43.3674700000898,-70.437140000149,WE,cb4ee927-b690-49be-9147-6085449c6eda
384077.5421,4802792.5388,637,WE008.00,R,30,30,8.9,0.83,1700,103.6,31,163,43.3690500001887,-70.4308000001615,WE,77fb0a0a-f858-4785-8bb8-447c8172fc86
384009.83,4802435.9901,639,WE010.00,P,30,30,9.7,0.82,980,111,31,163,43.3658300003145,-70.4315600000704,WE,88c31db3-b9b7-4f0f-be0b-129184a7864a
384114.1698,4802470.8601,640,WE010.20,P,30,30,4.7,0.64,360,31.8,31,163,43.366159999631,-70.4302800004167,WE,4f877334-18a5-4e43-af52-7dc4086177ff
383718.754,4803654.0989,641,WE011.00,R,30,30,6.4,0.73,960,56,31,163,43.376749999722,-70.4354100005499,WE,3c79c019-3280-42f9-a40f-dd896e74159d
384159.6153,4803419.9021,642,WE013.00,R,30,30,7.9,0.8,1700,85.5,31,163,43.3747099999269,-70.4299200003698,WE,32bc2390-e98d-4f71-a330-9037d60873db
383403.41,4805149.2621,644,WE018.50,R,30,30,6.9,0.58,160,39.5,31,163,43.3901599998114,-70.4396199999312,WE,d61e49a6-1f7d-4883-8796-fbe7c5cc2f42
384176.8013,4804989.3148,645,WE020.00,A,30,30,4.3,0.44,36,16.3,31,163,43.3888400001007,-70.430039999863,WE,4fcba2f5-b640-460e-9ebe-9f2778d9d329
384546.3999,4804429.7571,646,WE022.00,A,30,30,3.6,0.45,92,13.8,31,163,43.3838599998001,-70.4253599998316,WE,73f1f32c-f5b8-47bd-8abf-98c1e9992410
384508.8454,4805692.3855,647,WE023.00,A,30,30,5.1,0.52,84,24.3,31,163,43.3952199997085,-70.4260900004729,WE,5925a64b-79ba-4b88-853f-148180ad154c
384878.6167,4805761.6126,648,WE024.50,A,30,30,2.5,0.22,8,4.9,31,163,43.3958999999344,-70.4215400003049,WE,cd0c66f8-992b-42a1-a461-486e07a1fc4b
386446.6261,4806562.6775,649,WE027.00,P,30,30,10,0.78,1700,102.4,31,163,43.4033499998752,-70.402350000456,WE,8aa75339-8375-4274-84b6-68e14ac25da9
386712.5832,4806434.8999,650,WE028.00,A,30,30,3.9,0.46,116,15.3,31,163,43.4022400004067,-70.3990400000436,WE,5a402b40-4cb7-41a1-897d-4cbb1f58bc06
386817.0549,4806965.2653,651,WE030.00,A,30,30,3.7,0.45,84,14.4,31,163,43.4070300003649,-70.3978599996963,WE,9c20e103-b225-4ecd-82f4-3cf9eab143fc
388525.8569,4809065.2842,656,WF004.50,A,30,30,2.9,0.36,56,8.6,31,163,43.4261899998279,-70.3771900000338,WF,6d58ee0b-1242-43c3-a6cf-1f651ce5b9dc
389265.1229,4810152.8828,657,WF006.00,A,30,30,2.6,0.33,46,7,31,163,43.436089999769,-70.3682799998709,WF,9f1e7cd9-16e9-4623-a9d3-82d368b10b87
390606.8507,4810773.0696,658,WF006.10,A,30,30,2.6,0.34,80,7.1,31,163,43.4418699998536,-70.3518300000888,WF,9494c305-a621-4849-b6a0-47563b2d1f56
388788.4552,4812712.443,663,WG005.00,P,30,30,3.9,0.46,62,15.4,31,163,43.4590600000739,-70.3746900003961,WG,d253571c-98d8-4078-a5f5-182c29adbe93
389709.6936,4811794.1489,664,WG007.00,P,30,30,6.2,0.55,72,31.6,31,163,43.4509300002955,-70.3631199994844,WG,dddad05b-7e7d-4390-aa72-f39c9ec2952a
390308.7907,4811308.9138,665,WG008.10,CA,30,30,5.2,0.63,480,34,31,163,43.4466499995612,-70.35562000021,WG,b11c7bf0-886a-43d5-bb95-8b301752bfc0
389550.0113,4810593.6748,666,WG008.30,CA,30,30,5.8,0.63,580,38.2,31,163,43.440099999829,-70.3648499993927,WG,04494edb-f0ec-4c25-b1dc-4da2946c19a1
389158.8723,4810239.0559,667,WG008.50,CA,30,30,6.1,0.63,110,39.8,31,163,43.4368500000999,-70.369610000518,WG,15add039-f2c6-48d8-acd1-af771a88f951
388938.9818,4811092.5036,668,WG008.60,CA,30,30,4.7,0.51,72,22.1,31,163,43.444500000113,-70.3724999997934,WG,fda8f4b6-f346-4289-849f-e42f2dfb632d
388951.4201,4812142.0895,669,WG008.80,CA,30,30,4,0.45,72,15.1,31,163,43.4539499995728,-70.372560000319,WG,fc99aac0-3b48-4438-a6fc-675ca6e04de7
389646.7282,4811705.1978,670,WG008.90,CA,30,30,3.7,0.42,42,13.1,31,163,43.4501199999007,-70.3638800000196,WG,8c7ccf6f-8b43-4235-95f7-3d848b2af750
410399.8188,4851803.2586,679,WJ002.00,CA,30,30,2.7,0.38,80,8.5,31,163,43.8138700002125,-70.1140899999402,WJ,b61bc0aa-012b-453c-af86-dda07597e9ae
410066.5392,4852022.1488,680,WJ002.50,CA,30,30,2.4,0.2,10,4.4,31,163,43.8157999998379,-70.1182700002582,WJ,6bb9bb34-e35a-4124-8fe7-9b5cfbea194d
410723.6937,4851901.1042,681,WJ002.51,X,30,30,1.9,0,2,1.9,31,163,43.8147899997981,-70.1100800002519,WJ,a3d3ca90-90af-4c28-b244-57f0ad63b98c
410636.3349,4852164.4377,682,WJ003.00,CA,30,30,2.3,0.35,144,6.6,31,163,43.8171500004135,-70.1112099996358,WJ,45425480-f677-41b0-8e8c-8ff1bf14e1d2
411092.273,4852516.0239,683,WJ006.00,CA,30,30,2.1,0.21,24,4.1,31,163,43.8203700001168,-70.1055999993863,WJ,e8ffeb38-4964-497f-a3ed-57c2a1cf353b
411384.4289,4852772.065,684,WJ007.12,X,30,30,2,0.11,6,2.9,31,163,43.8227099996248,-70.1020099995033,WJ,f4e2846e-c4a9-4a85-a56e-6c1cea06fe4d
411064.4324,4853080.7081,685,WJ008.00,CA,30,30,2.6,0.26,18,5.8,31,163,43.8254499996152,-70.1060400000575,WJ,eb8e8e0b-e2d3-4c28-8eb8-164265fcae8a
411738.2561,4853556.0639,686,WJ009.00,P,30,30,3,0.36,52,8.9,31,163,43.8298100000671,-70.0977400002717,WJ,8a68d13f-f89a-44a9-bd7c-df8d84f6fa23
411524.1883,4854148.7696,688,WJ009.70,CA,30,30,2.4,0.2,13,5,31,163,43.8351200000658,-70.1004999995827,WJ,a447f422-bf2a-4f31-8df5-00a0f1a914ca
411987.3554,4854088.192,689,WJ009.80,CA,30,30,2.3,0.1,8,3.9,31,163,43.834630000163,-70.0947300000665,WJ,d526d14a-b25b-4463-8bbb-3642d9b5e04c
411879.0454,4854956.0894,691,WJ011.00,CA,30,30,2.8,0.2,13,6.2,31,163,43.8424300001527,-70.0962199994009,WJ,39705d35-f5b7-4835-8cee-10caef65a069
412418.361,4854515.7322,692,WJ014.00,CA,30,30,2.3,0.2,20,4.9,31,163,43.8385299996558,-70.0894400004767,WJ,feaee55c-78ae-4393-9142-d2007516caab
413190.5366,4855460.9331,693,WJ014.15,P,30,30,5.2,0.61,1160,31.9,31,163,43.8471300001451,-70.079989999732,WJ,7532ee06-bb7e-4d48-9b5f-f7465838c78b
413139.6611,4855012.816,694,WJ014.17,CA,30,30,3.5,0.3,22,10,31,163,43.8430899997642,-70.0805499995593,WJ,7d759e69-8b23-4e7b-8a2a-a40f1068112e
412902.9272,4854617.1195,695,WJ014.20,CA,30,30,2.8,0.2,18,6.3,31,163,43.8395000002395,-70.0834299994973,WJ,47cb5b04-6e81-41c6-9240-0b9fdac483a9
412856.1865,4854302.2518,696,WJ014.31,CA,30,30,3,0.3,24,7.9,31,163,43.8366600003391,-70.0839599999845,WJ,315ac167-5268-44aa-8718-d6e1dcf707d5
412334.1559,4853922.5385,697,WJ014.41,CA,30,30,2.3,0.2,13,4.1,31,163,43.8331800002399,-70.09038999961,WJ,82a40539-e5ee-4f51-83a3-80ac4fed62f7
412589.7407,4853729.2198,698,WJ014.50,CA,30,30,2.6,0.3,24,6,31,163,43.8314700003776,-70.0871799995167,WJ,7b92b97f-41ce-4c30-8d64-a639541e0cad
412044.6057,4852762.1936,699,WJ014.70,CA,30,30,2.6,0.23,9.1,5.2,31,163,43.8226999995681,-70.0937999997244,WJ,f61369a6-5794-4d78-8988-b321814a6a49
411718.8636,4852943.1329,700,WJ014.80,X,30,30,2.2,0.22,14,4.3,31,163,43.8242900003651,-70.0978799998692,WJ,0619cd8d-ec77-4814-b512-5003824d5489
411510.7607,4852413.8012,701,WJ014.90,X,30,30,2.3,0.23,30,4.6,31,163,43.819499999613,-70.100379999618,WJ,162a31fc-e2c7-482e-a441-a4669e4ef456
411678.5021,4852326.0373,702,WJ015.00,CA,30,30,2.2,0.22,22,4.3,31,163,43.8187299998937,-70.0982799994471,WJ,3a5f55e7-bfb2-4bbe-8afe-edeae3cba77a
411337.8699,4851812.9122,703,WJ015.50,X,30,30,2.1,0.14,8,3.3,31,163,43.8140700000147,-70.1024300004737,WJ,9934ab2c-6bd9-47e0-92d2-d3616797b0e9
411460.8824,4851324.7236,704,WJ016.00,A,30,30,2.3,0.21,18,4.3,31,163,43.8096899995948,-70.1008200005712,WJ,d777ab4c-4664-4e02-9424-8d3349b6246f
412470.7126,4852200.0413,705,WJ017.00,A,30,30,2.5,0.27,24,5.7,31,163,43.8176899998542,-70.0884099997749,WJ,bf1d3624-da39-466a-9147-54a15ab9480c
413058.2638,4852598.9064,706,WJ017.50,A,30,30,2.3,0.32,94,6.2,31,163,43.8213500003083,-70.0811699994627,WJ,4f5b772b-3302-4ee8-9f7d-6b69a279e327
413469.9795,4853396.6765,708,WJ018.00,A,30,30,3,0.4,52,10.1,31,163,43.828580000375,-70.0761799994198,WJ,8a564fac-7037-404c-bb41-c8c054738519
414298.2783,4853146.0122,710,WJ018.60,A,30,30,2.7,0.37,88,8.3,31,163,43.8264200004307,-70.0658399996132,WJ,8956171f-3ac1-4ada-a117-b98608b527ec
414559.6405,4852393.9474,712,WJ019.00,A,30,30,4,0.52,240,18.9,31,163,43.8196799995572,-70.06246999945,WJ,23c92508-339e-474a-887a-e2dfeb6c3117
413979.0767,4851347.2446,716,WJ024.00,A,30,30,2.8,0.53,1000,14,31,163,43.8101899999851,-70.0695199995447,WJ,d8c48289-c060-4fb4-a9e8-929f3996365f
415052.1017,4852789.7633,717,WJ026.00,A,30,30,3.1,0.55,1100,16,31,163,43.8232999998478,-70.0564099996303,WJ,7b42c71d-b3d4-4c4d-8683-c8202183fa37
416205.331,4854826.8402,719,WJ027.30,A,30,30,2.5,0.32,42,6.5,31,163,43.8417699999561,-70.042389999885,WJ,a83f8770-c22a-4719-b58e-2d3052abf163
417234.0802,4855894.7897,720,WJ027.50,A,30,30,3.3,0.47,76,13.5,31,163,43.8515000004433,-70.0297600005233,WJ,44191e10-c776-494c-a32e-92ed311b36e3
418497.2787,4856838.9316,723,WJ031.50,A,30,30,3.8,0.63,1040,25,31,163,43.860140000329,-70.0141899996184,WJ,e1b93aa3-e6a1-4f3b-9991-2817a9f80ac6
390099.2188,4820624.9296,725,WG020.00,P,30,30,3.2,0.51,180,14.6,31,163,43.5304800001624,-70.3600899994721,WG,eac81409-762c-4ac0-9e04-3a1bf753da81
392002.5858,4821726.0716,726,WG021.00,A,30,30,2.8,0.35,52,8.1,31,163,43.5406699997292,-70.3367600002031,WG,42f46759-ba07-49f7-815b-00055e93a71a
389618.1852,4824256.5884,728,WG024.70,CA,30,30,3.8,0.4,33,12.6,31,163,43.5631000002649,-70.36677999952,WG,b2812f47-6e90-4745-af4a-b48af9c4694b
390362.6924,4823693.3792,729,WG025.00,A,30,30,4.4,0.58,130,25.2,31,163,43.5581399997219,-70.3574499998879,WG,cc8c7cbe-7c86-4f22-a389-d82135178710
390992.8269,4823940.8483,730,WG026.50,A,30,30,5.4,0.52,86,25.6,31,163,43.5604599996797,-70.3497000000015,WG,a42d0890-5b90-4f8f-89d3-4cd72534f0e3
391066.5646,4823506.4004,731,WG027.00,A,30,30,3.9,0.52,100,18.4,31,163,43.5565599997202,-70.3486999993749,WG,3a25fe28-5f52-4fef-a859-3cf0e48be267
391124.0912,4822420.1196,733,WG032.00,CA,30,30,4,0.45,36,15.3,31,163,43.5467899998704,-70.3477699994299,WG,8802a0f1-aea3-4653-8291-e76f08bf6224
391432.808,4822622.8602,734,WG032.50,A,30,30,4.1,0.49,126,17.8,31,163,43.5486599998261,-70.3439900002138,WG,c93cd17e-c214-4d91-9e10-e61d5e7c01ba
392286.3529,4824252.1281,735,WG033.00,A,30,30,4.3,0.46,98,16.9,31,163,43.5634500001273,-70.333750000551,WG,e7a586ea-3787-459d-99ab-db4d6c66530a
393143.7649,4824678.3378,738,WG034.00,CA,30,30,4.2,0.44,74,15.8,31,163,43.567409999913,-70.323219999606,WG,8b73f34f-12b7-4d61-9840-bed1a4b7bc24
393196.8186,4825017.4259,739,WG035.00,R,30,30,9,0.67,280,66.9,31,163,43.5704700002437,-70.3226299999827,WG,722098fc-9777-4fec-8cbb-5ce259d2af30
392034.09,4823384.1279,741,WG036.00,A,30,30,3,0.34,25,8.2,31,163,43.5555999996164,-70.3367000000205,WG,d90aa91a-d250-44e3-8524-bf8f9b297706
391933.8793,4822880.2831,742,WG037.00,A,30,30,2.5,0.22,9.1,5.1,31,163,43.551050000406,-70.3378399997879,WG,ad0889de-fdcb-49d0-9a55-cf716e6adc0d
392219.5922,4822155.8341,743,WG038.00,A,30,30,3.6,0.49,94,15.6,31,163,43.5445700003446,-70.3341600003329,WG,82ef5d30-2f5a-4ac9-a47d-66ea39c14339
392856.0402,4822491.1386,744,WG039.00,A,30,30,2.6,0.31,44,6.7,31,163,43.5476799996715,-70.3263500004976,WG,444468e3-dcab-41b3-8b6f-2a7c81f90ec6
393478.256,4822901.1566,745,WG041.00,A,30,30,3.7,0.36,28,11,31,163,43.5514600003815,-70.3187300003937,WG,3e4bbcb8-6121-48c2-9fd1-e48d426b65af
393128.8262,4822013.5554,747,WG044.00,A,30,30,3.4,0.38,26,10.7,31,163,43.5434200003418,-70.322879999522,WG,c89bf23f-e22f-4c93-80bb-302b09847266
393149.6184,4820576.8515,749,WG046.00,A,30,30,2.6,0.33,33,6.9,31,163,43.5304900001199,-70.3223400003251,WG,808069b8-60d8-4d86-b62d-d38ca3eb0138
394005.2163,4821426.4562,750,WH001.00,CA,30,30,2.1,0.26,48,4.6,31,163,43.5382600002202,-70.3119199995266,WH,bfa2142c-8d4a-475f-b60c-6066fb3e9d93
395018.9646,4822792.4694,751,WH002.00,CA,30,30,2.1,0.24,26,4.4,31,163,43.5507000001177,-70.2996399994092,WH,eae12719-4d46-4810-93f3-e169759aaea6
396656.7582,4823792.4003,752,WH004.00,CA,30,30,1.9,0,2,1.9,31,163,43.5599300001319,-70.2795600000681,WH,830d38ce-cbab-4229-9b5e-0b21c689b186
397275.8307,4825340.3365,755,WH010.00,CA,30,30,2.9,0.44,240,11.2,31,163,43.5739499997237,-70.2721899997607,WH,e597563f-b013-4676-a096-46f142b0afab
397348.2339,4823948.4225,758,WH014.00,CA,30,30,2.4,0.28,27,5.5,31,163,43.5614300002032,-70.2710299996997,WH,1e194029-23b2-4a3a-945b-ddcd675a7e06
399006.6388,4823032.3633,759,WH016.00,CA,30,30,1.9,0.05,4,2.3,31,163,43.5534099995635,-70.250330000526,WH,9d05b58c-8980-4380-ac32-cf0cd23acc33
401534.8314,4823929.0382,760,WH017.00,A,30,30,4.4,0.67,440,32.8,31,163,43.5618200004369,-70.21919999988,WH,e7e2c89c-c526-474d-812a-3c6813703bea
399709.352,4840155.8582,775,WI010.70,P,30,30,38.9,0.65,1700,271.2,31,163,43.7076500000388,-70.2448099999977,WI,a95021f4-44e2-4cf4-8202-b736c93d1ef4
401907.8332,4839944.3604,780,WI015.00,CA,30,30,3.1,0.49,98,13.6,31,163,43.70604000019,-70.2174900000372,WI,0f88f7c4-ebc2-466e-aa97-410afca42511
401834.7549,4840619.7337,781,WI017.00,R,30,30,4.2,0.53,128,20.4,31,163,43.7121099997983,-70.2185200004972,WI,6c10dd30-64f6-4a2f-b088-a25d73797114
401963.9197,4841129.949,782,WI017.50,CA,30,30,2.5,0.33,80,7,31,163,43.7167199999028,-70.2170099997223,WI,df4e41be-8c4c-480d-9ed0-e760cb59842f
401774.0527,4840984.9929,783,WI019.00,R,30,30,5.8,0.72,1260,48.6,31,163,43.7153899995871,-70.2193400000656,WI,88c9cc8b-8aad-4155-925b-aeea76a7b4f0
401595.6682,4841619.7077,784,WI020.00,R,30,30,6.3,0.65,900,44,31,163,43.7210800002989,-70.2216700005755,WI,60c99520-25eb-4156-966c-398d48462ad9
402999.5216,4842865.5563,786,WI025.00,CA,30,30,2.7,0.37,58,8.3,31,163,43.7324800003513,-70.2044700001117,WI,0f9d4800-30fd-4739-aa71-042eb0eb354b
403186.7016,4843274.9715,787,WI026.00,R,30,30,4.5,0.5,44,19.8,31,163,43.7361899999751,-70.2022200005534,WI,8c5d8540-5f15-46d0-acdb-bbe0f918732b
403667.6383,4843782.3439,788,WI027.00,A,30,30,4.7,0.63,240,30.5,31,163,43.7408200004055,-70.196340000292,WI,03e3c8b9-2690-44fd-b12b-62ebac484115
403589.2984,4845383.1309,790,WI028.50,A,30,30,3.2,0.47,138,13.2,31,163,43.7552200000778,-70.1976000005199,WI,c9b4a63b-61c5-413b-8e7c-5420ddf1d8f7
403741.3822,4845710.8631,791,WI029.00,A,30,30,3.2,0.49,280,14,31,163,43.7581899999657,-70.1957699997688,WI,6fc6c3fb-867c-4ec8-b8be-49d3b1cf0961
403795.2137,4846818.7383,792,WI030.00,A,30,30,4.4,0.62,140,28.5,31,163,43.7681699996247,-70.1952999996364,WI,53ed3299-d02b-4289-b65e-d56f058a0001
404909.4936,4847617.0167,794,WI033.00,A,30,30,3.7,0.54,130,18.5,31,163,43.7755000002544,-70.181599999427,WI,9be5b5db-e1cc-4da7-a8b4-1305e108bc32
405116.471,4846211.0395,796,WI034.10,A,30,30,2.8,0.46,300,11,31,163,43.7628700001806,-70.1787799993907,WI,83ca20ca-9543-4871-9869-707bdebeee57
405621.6116,4846121.6653,797,WI036.00,P,30,30,3,0.36,62,8.9,31,163,43.7621299996053,-70.1724899998331,WI,5622484d-16b4-43b9-9c70-208d1cf8097a
406207.2897,4847177.6066,798,WI038.00,P,30,30,6.3,0.89,1700,88,31,163,43.7717100001748,-70.1654000000424,WI,d1866197-f16f-4bb4-a516-f33d11f7056b
407202.41,4847536.9253,799,WI040.00,P,30,30,4.4,0.5,140,19.6,31,163,43.775070000136,-70.1531000001212,WI,e2812be6-1506-4bc6-912d-99dfdc3307a3
407214.6146,4848239.9297,800,WI041.00,P,30,30,9.1,0.63,140,60.3,31,163,43.7813999995911,-70.153069999906,WI,ee48fd6e-5f5b-4599-8594-a9000eb9ddff
407443.8029,4849268.7313,804,WI048.00,CR,30,30,11.2,0.77,1700,110.2,31,163,43.7906899998779,-70.1503999999567,WI,cbe56d52-1686-4d6e-a0f4-855e998aaaba
407228.4417,4851657.8649,806,WI051.00,CA,30,30,4.6,0.5,140,22.5,31,163,43.8121700001904,-70.1534899993957,WI,dafc4893-51af-4944-b0aa-34401a7d0316
407136.5376,4851643.5945,807,WI051.50,R,30,30,6.9,0.57,116,38.2,31,163,43.8120300004094,-70.1546299994734,WI,a7112239-55ca-4310-b52f-00f0a959c032
407241.5981,4851043.3725,808,WI053.00,CA,30,30,3.4,0.4,52,11.4,31,163,43.8066400001659,-70.1532199994881,WI,c4925a34-3abd-4862-8955-bf2374430a00
407453.4652,4849963.9967,809,WI054.00,CA,30,30,3.3,0.3,13,9.1,31,163,43.7969500001817,-70.150400000541,WI,608cbd7f-85fb-4d7e-858d-123f92dc055e
408361.4562,4850049.1947,810,WI055.00,CA,30,30,3.6,0.4,40,12.4,31,163,43.7978299995473,-70.1391300004759,WI,06b359f2-25bb-47de-9004-d7935f7f0431
408425.4218,4850429.3392,811,WI055.20,R,30,30,14.6,0.71,1700,122.2,31,163,43.8012599998312,-70.1383999993858,WI,be71e745-ade5-4498-82a1-d38393d95f81
408557.4406,4849789.8924,812,WI055.50,CA,30,30,4.5,0.4,70,16.2,31,163,43.7955199997279,-70.1366500000912,WI,a5fd7cc1-dade-46b2-835d-ab75a03392d9
409322.6203,4850141.5676,813,WI056.00,CA,30,30,4.2,0.61,480,25.9,31,163,43.798780000363,-70.1271999998159,WI,4a44551c-fc04-41a9-906c-c2c2e5345d91
410922.5114,4851069.7466,814,WI056.70,A,30,30,2,0.11,6,2.9,31,163,43.807329999656,-70.1074700003617,WI,8ee58b9d-cc7f-44b6-bc42-dfe1b488eb47
407808.0147,4847384.1083,817,WI058.50,CR,30,30,5,0.69,560,39.1,31,163,43.7737699999985,-70.1455500001861,WI,1b6cc84d-ea90-4054-842b-6ddd230c81be
408896.9693,4847315.8122,818,WI058.80,CA,30,30,5.5,0.62,240,34.8,31,163,43.7732900001734,-70.1320099999189,WI,3a106bdb-449d-477b-b759-7cfadd3d2733
409418.6764,4847086.5312,820,WI061.00,A,30,30,5.7,0.57,280,30.9,31,163,43.7712899999189,-70.1254900002583,WI,590b2188-ed33-4ab7-bfcb-0703ca6e13df
409254.0594,4847234.2917,821,WI062.00,P,30,30,9.6,0.79,1700,99.6,31,163,43.7725999997443,-70.1275600003652,WI,383bfb90-667a-4977-916c-19e837459c6e
408666.5131,4846416.9553,822,WI063.00,P,30,30,6.9,0.63,620,45.5,31,163,43.7651699997971,-70.1347200004455,WI,eb44339e-5d0f-4fad-964a-24be8f651adf
408451.274,4845692.3005,823,WI064.00,P,30,30,4.2,0.56,480,22.7,31,163,43.7586200001454,-70.1372700004406,WI,34e52774-74ac-43cf-ae96-8e3c65bee38f
409669.5948,4846000.051,824,WI065.50,A,30,30,2.5,0.3,20,6.4,31,163,43.76153999972,-70.1221900002777,WI,cddd0877-dd1d-452d-b0aa-a55b9ab31dcc
408238.1774,4844950.9599,826,WI069.00,P,30,30,4.5,0.69,1700,34.5,31,163,43.7519200001112,-70.1397899993902,WI,ac608ed0-c17c-4c4d-b11c-97b5869b28b5
407312.9379,4844601.6157,828,WI071.00,R,30,30,5.7,0.67,260,42.1,31,163,43.7486599995689,-70.1512199995229,WI,b6f74382-2352-4f0d-8e3f-5f2ba4ee9c8b
407369.0803,4845512.8471,829,WI074.00,R,30,30,3.4,0.55,240,17.9,31,163,43.7568700002247,-70.1506800003687,WI,38a144ee-3c32-401b-bdb5-0f803ce52c3b
410782.115,4844907.5574,832,WI077.00,A,30,30,2.2,0.23,22,4.5,31,163,43.7518400002924,-70.1081900003806,WI,9d6f3306-5126-43c0-82f9-5fde702f093e
408225.784,4841882.9709,834,WI083.00,A,30,30,2.1,0.16,9,3.5,31,163,43.724299999709,-70.1394199997782,WI,8648089d-5960-4388-92ab-ce5d01aa6257
409322.9721,4841168.1496,835,WI088.00,A,30,30,3.1,0.47,200,12.9,31,163,43.7179999996399,-70.1256800000756,WI,9440b4c3-a179-42ae-a494-95bc3f13894c
409870.9529,4840818.5935,837,WI090.00,A,30,30,1.9,0.07,4,2.5,31,163,43.7149199999915,-70.1188199993811,WI,0a0a6657-e7d4-494e-8cdb-4a994175bfd3
410452.1167,4841557.2546,838,WI092.00,A,30,30,2.2,0.25,38,4.7,31,163,43.7216399996779,-70.1117299998377,WI,0f2b05a1-7141-48a6-a1af-e55bf40dca2b
410656.1758,4842477.6231,839,WI093.00,A,30,30,2,0.12,9.1,2.8,31,163,43.7299500002215,-70.1093500004284,WI,70383c98-e626-4c4e-90fd-57172ebaf1fe
411761.5481,4845172.2357,841,WI095.00,A,30,30,2.1,0.16,12,3.4,31,163,43.7543399999231,-70.0960700002676,WI,00363081-f797-47d6-b3e6-cac0c348305c
410822.0139,4851074.4248,852,WJ001.00,CA,30,30,2.2,0.23,26,4.6,31,163,43.8073600000886,-70.1087199996852,WJ,cb125ca5-9c84-4292-9bf4-ee1f5f507ac2
410732.3752,4851468.867,853,WJ001.20,X,30,30,1.9,0.08,5.5,2.5,31,163,43.8108999998968,-70.1098999996198,WJ,bf3868df-4214-4a69-992f-d782f422f80b
410187.423,4850727.4842,854,WJ001.50,CA,30,30,2.5,0.36,52,7.4,31,163,43.8041599997952,-70.116549999424,WJ,d831bc3c-8ba2-4fac-80d4-57c67a415e5e
590808.7487,4931117.825,858,EL033.00,P,30,30,2.6,0.31,33,6.5,31,163,44.5276699999357,-67.8571800001035,EL,18fd8b75-e2cc-4a59-8c24-97b5b043a2e9
