OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID,x,y
774,WM004.00,A,30,3.9,0.38,26.0,12.2,31,163,6/24/2019 0:00,43.75360103,-69.78865975,WM,01ef46f0-0852-45cf-8398-1cb582518329,436508.7275,4844808.642
775,WM004.10,A,30,4.1,0.42,56.0,14.6,31,163,6/24/2019 0:00,43.74745103,-69.79495975,WM,2ab68afe-e74f-4111-bf56-5528779f64e6,435994.989,4844130.449
776,WM004.50,A,30,4.5,0.41,50.0,15.4,31,163,6/24/2019 0:00,43.75069103,-69.80253974,WM,dfb50f50-2c96-4b10-b3a7-ec38b6956078,435388.1805,4844496.178
777,WM004.75,A,30,3.8,0.4,48.0,12.7,31,163,6/24/2019 0:00,43.75799103,-69.79799975,WM,0c5dc818-53da-4e77-ab07-0bdf5c6cf055,435761.5029,4845303.411
778,WM005.00,A,30,2.8,0.3,31.0,6.9,31,163,6/24/2019 0:00,43.76524102,-69.78815975,WM,a17c8dd7-31e4-4cfa-86f9-698eb0a93184,436561.2806,4846101.038
779,WM006.00,A,30,3.9,0.41,60.0,13.1,31,163,6/24/2019 0:00,43.77097102,-69.78804975,WM,b7f7d3f0-f456-4c64-ab1d-6ea978b19693,436576.1898,4846737.349
780,WM008.00,A,30,4.5,0.51,98.0,20.7,31,163,6/24/2019 0:00,43.77535102,-69.79518975,WM,4381a994-5aaa-4d1a-91f2-ff34a995e296,436006.2179,4847229.301
781,WM009.80,A,30,5.2,0.48,66.0,22.0,31,163,6/6/2018 0:00,43.79270102,-69.80167974,WM,9a8f8aa4-4199-4b66-abd6-64f367d70efa,435502.584,4849161.298
782,WM012.00,A,30,5.1,0.46,76.0,20.5,31,163,6/24/2019 0:00,43.79540102,-69.79378974,WM,4dac371a-ba48-4595-97c9-4630c78628f2,436140.2339,4849455.055
783,WM016.00,A,30,4.7,0.5,116.0,21.2,31,163,6/24/2019 0:00,43.81767102,-69.80921974,WM,5d533944-2184-4593-a2c1-c2683e4a7e14,434923.0827,4851940.48
784,WM017.20,R,30,6.1,0.55,110.0,31.1,31,163,6/24/2019 0:00,43.82941101,-69.81369974,WM,8b258ed9-56ae-4189-9f97-bf2b0f4542b5,434575.6264,4853247.914
785,WM019.10,A,30,6.1,0.45,102.0,23.4,31,163,4/16/2019 0:00,43.80550102,-69.78022975,WM,c23e4aa0-94ba-496f-8d13-c9c0184c5054,437241.7016,4850566.434
786,WM020.00,A,30,3.8,0.61,860.0,23.6,31,163,6/10/2019 0:00,43.76433102,-69.76738976,WM,e813a48c-4c28-47a9-a39c-75ae5aa5f792,438232.1187,4845984.272
787,WM022.00,A,30,4.4,0.46,100.0,17.1,31,163,6/10/2019 0:00,43.76443102,-69.76612976,WM,f2d1850e-b37d-4c47-b1f3-0f2c40888853,438333.6402,4845994.439
788,WM023.00,A,30,5.7,0.54,124.0,28.6,31,163,6/10/2019 0:00,43.77173102,-69.75749976,WM,cb8ca716-fdc0-48cb-9dda-6f3352f0fa35,439035.6922,4846798.815
789,WM024.00,A,30,5.4,0.5,100.0,23.9,31,163,6/10/2019 0:00,43.76532102,-69.75298976,WM,7e438d6e-39ce-4e16-abf6-557260975826,439392.1897,4846083.587
790,WM026.00,R,30,8.0,0.64,1260.0,54.2,31,163,6/10/2019 0:00,43.79196102,-69.77981975,WM,693e7341-b351-4fc9-b82b-2be1394e27a5,437260.5132,4849062.312
791,WM026.90,A,30,4.8,0.48,46.0,19.9,31,163,4/16/2019 0:00,43.77937102,-69.77329975,WM,a5efeaec-97da-4bb8-9c21-b2f0d95991ac,437772.0137,4847659.095
792,WM027.00,A,30,4.8,0.5,146.0,21.6,31,163,6/10/2019 0:00,43.77480102,-69.77242975,WM,f77248fc-d258-40fa-a6ba-f96568777073,437837.2889,4847150.88
793,WM028.00,A,30,5.8,0.52,600.0,27.8,31,163,6/10/2019 0:00,43.76840102,-69.77362975,WM,c520541b-1738-4a19-83eb-f09be31dafff,437734.0766,4846440.973
794,WN001.00,A,30,3.8,0.47,100.0,15.7,31,163,4/16/2019 0:00,43.75539103,-69.75299976,WN,9b299f31-5b52-4f5c-aa71-6110706caf5b,439381.3594,4844980.734
795,WN002.00,A,30,3.5,0.45,126.0,13.3,31,163,4/16/2019 0:00,43.77335102,-69.74073976,WN,a7cc1125-2d52-426e-98e1-c07499441a99,440386.1654,4846966.538
796,WN003.00,A,30,6.1,0.53,88.0,29.5,31,163,4/16/2019 0:00,43.78485102,-69.72293977,WN,21ab088b-0607-4187-86b6-2f41c636ebb2,441829.8414,4848231.113
797,WN004.00,A,30,4.6,0.4,27.0,15.0,31,163,4/16/2019 0:00,43.81637101,-69.71854977,WN,be3554d5-a5bb-4e83-ab40-4c5a644a1c77,442213.4656,4851728.784
798,WN013.00,A,30,3.8,0.46,56.0,15.0,31,163,11/18/2014 0:00,43.84994101,-69.72579976,WN,756a5be7-3234-4901-b6b6-ded444ab9ead,441663.1236,4855462.321
799,WN014.50,A,30,2.8,0.33,24.0,7.7,31,163,11/18/2014 0:00,43.85649101,-69.72979976,WN,b42a4ee4-dd7d-4380-a70c-f46a318db233,441348.0391,4856192.628
800,WN015.50,A,30,4.0,0.44,106.0,15.0,31,163,4/16/2019 0:00,43.862591,-69.73409976,WN,cd5806a8-ddaf-4eb4-847f-df3687506015,441008.4745,4856873.186
801,WN016.00,A,30,4.0,0.43,58.0,14.2,31,163,4/16/2019 0:00,43.84029101,-69.73894976,WN,7fdf6875-a290-41cd-a627-e8277e2cd2cf,440596.6014,4854399.902
802,WN018.00,A,30,3.3,0.41,140.0,11.4,31,163,4/16/2019 0:00,43.82454101,-69.74509976,WN,aab784ec-ccbd-4a08-b528-340025826b03,440086.453,4852655.065
803,WN020.00,A,30,5.4,0.52,220.0,25.9,31,163,4/16/2019 0:00,43.80467102,-69.74826976,WN,be204779-0536-4311-8aa5-a000c982267e,439811.5977,4850450.512
804,WN027.00,A,30,2.5,0.21,11.0,4.8,31,163,4/1/2019 0:00,43.864061,-69.70667977,WN,ddfee0bd-7ff6-4d24-a59f-e5e7da9d2bee,443213.3178,4857017.254
805,WN027.20,A,30,2.2,0.15,6.0,3.6,31,163,4/1/2019 0:00,43.85346101,-69.71319977,WN,fe318bef-ab9c-4409-8cc4-f0c7fb773bc5,442679.2346,4855844.459
806,WN027.30,A,30,3.7,0.43,78.0,13.6,31,163,4/1/2019 0:00,43.874361,-69.72419976,WN,cbbd7ad4-3f3c-4544-b856-75c7da5692f0,441815.4814,4858173.412
807,WN027.50,A,30,3.2,0.38,102.0,10.3,31,163,4/1/2019 0:00,43.879861,-69.73043976,WN,631c240f-70f7-4479-8f5b-6e3de08a0a7b,441319.537,4858788.684
808,WN030.50,A,30,4.4,0.46,76.0,17.6,31,163,5/15/2019 0:00,43.866841,-69.74790976,WN,baacffd6-83a5-4340-9fc9-b06711404c38,439902.9844,4857355.16
809,WN031.00,A,30,4.8,0.4,33.0,16.1,31,163,4/16/2019 0:00,43.886331,-69.76022975,WN,083f5fb7-912b-42bb-a049-175dc7b13ac8,438932.9384,4859528.861
810,WN032.00,A,30,3.5,0.3,13.0,8.6,31,163,4/16/2019 0:00,43.900281,-69.75564975,WN,ea174528-ea8a-45fc-9227-7bcf1038affa,439315.0055,4861074.859
811,WN032.80,A,30,4.9,0.35,22.0,14.0,31,163,4/16/2019 0:00,43.917891,-69.74999975,WN,a50aee74-f4ac-45a1-a77e-8e4d0f038fb1,439786.5054,4863026.604
812,WN034.00,A,30,2.7,0.25,14.0,5.8,31,163,3/20/2019 0:00,43.893041,-69.73156976,WN,a45f49b1-2aa0-4ad8-bb75-7f0dabe9da7c,441241.7152,4860253.336
813,WN035.00,A,30,3.8,0.32,22.0,10.1,31,163,4/16/2019 0:00,43.901971,-69.73762976,WN,472d8a7f-6031-4e27-b1ea-3d7ca8f58033,440763.8407,4861249.484
814,WN035.40,A,30,4.2,0.34,18.0,11.7,31,163,4/16/2019 0:00,43.91879099,-69.73177976,WN,cd571ff9-b309-40a9-bf24-cf2b2219cf7c,441250.1807,4863113.443
815,WN035.60,A,30,4.1,0.32,24.0,10.9,31,163,4/16/2019 0:00,43.93188099,-69.71684976,WN,a6ac42f7-f104-4979-a1ac-be26560ea0f1,442461.4344,4864556.794
816,WN035.70,A,30,5.2,0.35,44.0,14.7,31,163,4/16/2019 0:00,43.94333099,-69.72331976,WN,385849e0-99f6-48e6-9b4a-1a9a2ad331de,441953.2539,4865833.039
817,WN038.00,A,30,3.5,0.35,18.0,10.0,31,163,4/16/2019 0:00,43.95023099,-69.70985976,WN,4174aa73-8ac7-472c-b47e-6b00414840e6,443040.0165,4866590.026
818,WN040.00,A,30,3.9,0.35,20.0,11.3,31,163,4/16/2019 0:00,43.94852099,-69.69819977,WN,f5646164-b18f-4704-826c-5a84b69d7e6b,443974.0238,4866392.122
819,WN042.00,A,30,2.5,0.21,14.0,4.8,31,163,4/16/2019 0:00,43.95863099,-69.68646977,WN,a0881e7d-db1f-49a2-9b19-0e24c818aef6,444924.6195,4867507.117
820,WN043.30,A,30,3.4,0.27,10.0,7.5,31,163,4/16/2019 0:00,43.94065099,-69.69153977,WN,192e86e0-e191-4e79-ab0c-b853ad6c97cd,444501.1245,4865513.526
821,WN043.50,A,30,3.8,0.39,66.0,12.1,31,163,4/16/2019 0:00,43.92226099,-69.70423977,WN,ce07548b-f33b-443a-8d15-d005fb2f90c0,443464.4774,4863479.624
822,WN044.10,A,30,4.2,0.36,25.0,12.5,31,163,3/20/2019 0:00,43.905491,-69.71399977,WN,e2944ab9-5733-4a0c-b2cb-d37182e2ae69,442664.8555,4861623.767
823,WN048.00,A,30,2.4,0.19,8.0,4.4,31,163,4/16/2019 0:00,43.98251098,-69.67136977,WN,72ef582d-8d2d-4715-8333-87e8666f8b8b,446157.6708,4870149.444
824,WN050.00,A,30,3.5,0.57,660.0,19.4,31,163,5/13/2019 0:00,43.99471098,-69.64800978,WN,3eddcf44-900e-4a1c-8fd9-9c2224af382a,448041.7362,4871489.491
825,WN051.00,A,30,3.3,0.32,16.0,8.8,31,163,4/16/2019 0:00,43.99654098,-69.67618977,WN,eb8cedc4-83c4-4fb3-94e2-1d43c9d38766,445783.8906,4871710.883
826,WN052.00,A,30,3.4,0.28,12.0,7.9,31,163,4/16/2019 0:00,43.99869098,-69.66522978,WN,3c7cc729-19c2-4925-a562-8ddc73769ab8,446664.5778,4871942.533
827,WN056.10,A,30,2.8,0.27,16.0,6.4,31,163,10/8/2019 0:00,44.01061098,-69.65265978,WN,62f6e4fd-57b4-4c4c-a450-d89fb33dae32,447682.8681,4873258.414
828,WN060.00,A,30,3.4,0.37,31.0,10.4,31,163,5/13/2019 0:00,43.99989098,-69.64306978,WN,fee0693e-03ba-416f-ad65-7ae374baf126,448442.3179,4872061.724
829,WN063.00,A,30,4.6,0.48,124.0,19.6,31,163,5/13/2019 0:00,44.02210097,-69.63141979,WN,314802dd-33f9-462d-a652-516d5d7d91aa,449395.239,4874521.333
830,WN064.00,A,30,3.6,0.39,134.0,11.6,31,163,5/13/2019 0:00,44.03057097,-69.62005979,WN,1732d69e-0585-4f42-b95e-e9ea876d6141,450312.7563,4875455.173
831,WN065.00,R,30,8.1,0.55,104.0,42.2,31,163,6/11/2019 0:00,44.04626097,-69.61598979,WN,860742e4-03af-42f5-97b5-431f1fa0061f,450651.9223,4877195.396
832,WN067.00,R,30,7.9,0.64,1340.0,53.8,31,163,5/13/2019 0:00,44.05114097,-69.60960979,WN,c397df26-64a0-4576-adeb-e34ff7c2d0d7,451167.0461,4877733.612
833,WN068.00,A,30,2.6,0.32,42.0,7.0,31,163,5/13/2019 0:00,44.03651097,-69.61361979,WN,5db3fca6-b7ae-4357-8fb7-2738c7ddda8c,450833.7247,4876111.059
834,WN068.50,A,30,5.2,0.46,52.0,20.2,31,163,5/13/2019 0:00,44.01655097,-69.60847979,WN,625e2cca-5894-4a91-8c98-44c2145a4083,451229.2041,4873891.078
835,WN069.00,R,30,13.7,0.58,180.0,77.3,31,163,5/13/2019 0:00,44.03355097,-69.5873698,WN,968c3143-ad60-437f-80bb-003ea5091cf9,452934.6646,4875766.972
836,WN071.00,A,30,4.0,0.4,34.0,13.1,31,163,5/13/2019 0:00,44.01145097,-69.5978398,WN,ebdca0ac-b8bc-45bf-8f0c-268022817f43,452077.9139,4873318.391
837,WN073.00,A,30,3.2,0.32,30.0,8.3,31,163,3/20/2019 0:00,43.97537098,-69.66411978,WN,53277e3c-bb20-4f50-b56d-5bece4c0ddf4,446732.7219,4869351.715
838,WN076.00,A,30,2.4,0.22,13.0,4.7,31,163,4/1/2019 0:00,43.94142099,-69.67757977,WN,2be29f44-587d-481a-a302-05edcd960709,445622.1747,4865589.759
839,WN077.20,A,30,2.3,0.19,12.0,4.1,31,163,4/1/2019 0:00,43.91234099,-69.69377977,WN,416c982a-daea-40b4-a342-e90dc6178720,444294.9407,4862370.737
840,WN077.30,A,30,2.7,0.34,76.0,7.5,31,163,4/1/2019 0:00,43.881781,-69.69908977,WN,f15be0bc-58ea-4d1b-930a-71c664b19a6b,443839.8724,4858980.152
841,WN078.00,A,30,3.3,0.42,96.0,11.8,31,163,3/5/2019 0:00,43.92876099,-69.66835978,WN,959a9ebd-82bb-4cba-b06f-7af7ffa0ac2d,446350.7274,4864177.622
842,WN079.00,A,30,2.4,0.31,54.0,6.3,31,163,5/13/2019 0:00,43.93212099,-69.65175978,WN,ce8b57fd-b29c-406a-b56d-e769b9b7697f,447686.1574,4864540.156
843,WN080.00,A,30,3.5,0.38,28.0,11.2,31,163,3/5/2019 0:00,43.95142099,-69.64744978,WN,d5125a1a-15a5-4278-af0b-6721c3ca5786,448048.912,4866681.026
844,WN080.50,A,30,4.6,0.49,82.0,19.9,31,163,3/5/2019 0:00,43.95089099,-69.64245979,WN,3ebd1895-fb48-4737-910c-70412b152408,448448.8498,4866619.032
845,WN082.00,R,30,7.6,0.82,1700.0,85.9,31,163,3/20/2019 0:00,43.93793099,-69.62617979,WN,875bdccb-d435-442d-ad2f-4ebe3911c636,449744.2456,4865169.567
846,WN083.00,A,30,4.2,0.47,96.0,17.1,31,163,3/20/2019 0:00,43.92950099,-69.6188198,WN,ca1e7857-c5a2-4bab-8ea5-c820c0e16a4f,450327.9265,4864228.821
847,WN084.00,A,30,3.3,0.35,38.0,9.5,31,163,5/13/2019 0:00,43.91534099,-69.62352979,WN,ac247158-c6af-43c6-a41a-eb017c22d49f,449937.9858,4862658.963
848,WN084.10,A,30,4.2,0.48,114.0,17.9,31,163,5/13/2019 0:00,43.90859099,-69.62389979,WN,82fef514-f3eb-4e75-a391-ddae66a710a2,449902.6171,4861909.489
849,WN084.30,A,30,2.6,0.28,25.0,6.0,31,163,10/16/2018 0:00,43.93180099,-69.63811979,WN,95450a6a-4380-46aa-8f69-f51a507c668f,448780.7059,4864496.064
850,WN085.00,A,30,2.0,0.08,4.0,2.5,31,163,3/5/2019 0:00,43.92283099,-69.66405978,WN,26cd85ab-ba90-4d48-b2a2-fee6ea24d184,446690.5933,4863516.212
851,WN085.50,A,30,3.1,0.42,108.0,10.8,31,163,3/5/2019 0:00,43.899181,-69.66070978,WN,cd7ed9ef-28af-4d18-b680-d6df4469c330,446938.5165,4860887.337
852,WN087.00,A,30,3.3,0.52,340.0,15.8,31,163,3/5/2019 0:00,43.903481,-69.68044978,WN,04c217fc-7cb0-49ce-871e-d2cce9d2b758,445357.1315,4861377.787
853,WN088.00,A,30,3.9,0.47,110.0,16.3,31,163,3/5/2019 0:00,43.880871,-69.67610978,WN,9096c3f1-3d7f-42c5-9700-b8c8691f64a4,445685.1058,4858863.724
854,WN089.00,A,30,3.4,0.41,29.0,11.4,31,163,3/5/2019 0:00,43.881581,-69.67055978,WN,b02dda1f-cea5-4930-870d-4746c1c8f0ea,446131.6023,4858938.949
855,WN091.00,A,30,3.9,0.67,1020.0,28.5,31,163,3/5/2019 0:00,43.884591,-69.66096978,WN,f0717ec8-a2bc-4c44-a75e-d2ffcbc1206c,446904.675,4859267.051
856,WN092.00,A,30,4.1,0.47,50.0,16.7,31,163,3/5/2019 0:00,43.879951,-69.66367978,WN,d6b93233-4f05-4c23-aeac-2260257849df,446682.8438,4858753.451
857,WN093.00,A,30,2.6,0.26,25.0,5.6,31,163,3/5/2019 0:00,43.873991,-69.66778978,WN,4cc50abc-1c1d-436e-bee8-1afe0e67a971,446347.316,4858094.159
858,WN097.00,A,30,3.1,0.45,146.0,11.8,31,163,3/5/2019 0:00,43.868061,-69.66977978,WN,2efbb49b-709f-4270-b7c7-6c0c55d558ee,446182.0958,4857436.833
859,WN098.00,A,30,2.8,0.3,29.0,6.8,31,163,3/5/2019 0:00,43.865591,-69.66542978,WN,6e5824fe-13c6-4657-bb94-f8735ba85807,446529.4179,4857159.679
860,WN099.00,A,30,2.4,0.25,15.0,5.0,31,163,3/5/2019 0:00,43.858681,-69.66388978,WN,2c5baa13-19da-4a70-8132-e096a1667241,446647.0025,4856391.222
861,WN100.00,A,30,2.8,0.54,1480.0,14.2,31,163,3/5/2019 0:00,43.852411,-69.66424978,WN,f151d689-d73a-4b4d-b2a0-ca138905519b,446612.4775,4855695.075
862,WN104.50,A,30,3.2,0.59,1700.0,18.3,31,163,3/20/2019 0:00,43.83433101,-69.66967978,WN,2690b77a-792d-4b09-89ba-ea9ae4c8459c,446159.7947,4853690.539
863,WN105.00,A,30,3.3,0.49,136.0,14.5,31,163,3/20/2019 0:00,43.82965101,-69.66840978,WN,7334ff33-71c7-45b5-8522-89a10e05e20d,446257.6994,4853169.93
864,WQ008.00,A,30,2.2,0.27,46.0,4.9,31,163,5/6/2019 0:00,43.856641,-69.57591981,WQ,608147c1-70bb-433c-8eaa-f357ced7a8f8,453715.0749,4856111.649
865,WQ012.50,A,30,2.1,0.24,38.0,4.4,31,163,6/3/2019 0:00,43.879981,-69.58910981,WQ,93ad2bd6-731f-4714-9e5a-04504cf6c265,452673.5052,4858711.384
866,WQ014.00,A,30,3.9,0.45,68.0,15.0,31,163,5/6/2019 0:00,43.91289099,-69.59159981,WQ,967fe75d-e559-4aab-9c4d-75989658f082,452499.6384,4862367.994
867,WQ015.00,A,30,2.8,0.39,70.0,9.0,31,163,10/22/2018 0:00,43.91849099,-69.5958698,WQ,44075bf2-52f5-4853-849e-d5eaaa682c59,452161.2806,4862992.43
868,WQ015.50,A,30,2.3,0.25,38.0,4.9,31,163,5/6/2019 0:00,43.92778099,-69.5921298,WQ,c0b0c211-d13d-474d-8d32-6bce61de08ca,452468.9399,4864022.079
869,WQ017.00,A,30,2.8,0.33,72.0,7.7,31,163,5/6/2019 0:00,43.95253098,-69.5872798,WQ,cfe0d8ed-e31d-43ca-a95f-ff3fc8f9d903,452877.8088,4866768.203
870,WQ018.00,A,30,2.2,0.21,16.0,4.3,31,163,5/6/2019 0:00,43.97864098,-69.57417981,WQ,9d06dc8f-5c78-492e-8fac-c3ce21c6d129,453949.1044,4869660.776
871,WQ022.00,A,30,2.9,0.39,40.0,9.4,31,163,5/6/2019 0:00,44.00946097,-69.55039981,WQ,9b3f286f-6fd9-474b-9589-a9de4920fb7c,455879.1725,4873070.89
872,WQ023.00,A,30,3.8,0.45,240.0,14.9,31,163,5/6/2019 0:00,44.01946097,-69.54768981,WQ,f17f7e8e-3c5e-436f-a376-97210646d7c8,456103.7875,4874180.126
873,WQ024.00,A,30,3.6,0.43,96.0,13.2,31,163,5/6/2019 0:00,44.03209097,-69.53834982,WQ,ba8e738e-969f-495e-9ab6-35939d75fd6d,456861.5305,4875577.99
874,WQ031.50,A,30,3.2,0.31,24.0,8.0,31,163,1/7/2020 0:00,44.04681096,-69.51810982,WQ,e6bac4ea-e89a-4792-aa4f-4394cf1e5050,458493.6592,4877202.528
875,WQ032.00,A,30,3.4,0.44,62.0,12.7,31,163,1/7/2020 0:00,44.04393097,-69.51322982,WQ,95b7623b-c59a-48ba-8c69-dce12b9a7f35,458882.6094,4876880.204
876,WQ034.00,A,30,3.8,0.32,27.0,10.0,31,163,5/6/2019 0:00,44.03247097,-69.53308982,WQ,23379eb2-eb86-458a-83c0-cc67f1f12da4,457283.2924,4875617.457
877,WQ035.00,R,30,5.8,0.58,520.0,32.9,31,163,9/23/2019 0:00,44.02922097,-69.52810982,WQ,a8c69fd1-360e-4638-b9bd-3ed3b0b3e1f5,457680.0295,4875253.915
878,WQ036.00,R,30,6.7,0.6,460.0,40.7,31,163,8/21/2019 0:00,44.02614097,-69.52861982,WQ,7e454081-69ae-48fa-a794-14a2ae77115b,457636.9671,4874912.086
879,WQ037.00,A,30,4.7,0.5,400.0,20.9,31,163,9/23/2019 0:00,44.02414097,-69.53212982,WQ,93d8c23e-704e-47af-9f80-285ff2236fe9,457354.2454,4874691.759
880,WQ039.00,A,30,3.8,0.4,36.0,12.5,31,163,5/13/2019 0:00,44.01864097,-69.54147982,WQ,bc420a61-b562-454a-83e1-ccae49e50880,456600.9085,4874085.762
881,WQ040.00,A,30,3.1,0.4,150.0,10.5,31,163,3/6/2019 0:00,44.01844097,-69.53913982,WQ,b4b3924e-733a-4fb7-9932-31fa41e477a1,456788.3121,4874062.319
882,WQ043.00,A,30,2.9,0.33,40.0,7.9,31,163,5/6/2019 0:00,44.01356097,-69.53861982,WQ,59590c62-80cb-43b8-9c19-3c1264434d3b,456826.4492,4873520.034
883,WQ045.00,A,30,2.4,0.21,10.0,4.4,31,163,5/6/2019 0:00,43.99380097,-69.54168982,WQ,ea1da9b2-bf7f-489f-98ab-bb05629dcb4b,456565.9552,4871326.941
884,WQ046.50,A,30,2.1,0.18,16.0,3.7,31,163,6/3/2019 0:00,43.97657098,-69.55879981,WQ,d25319f6-288a-4185-aa04-3671efba9a09,455181.0693,4869422.397
885,WQ048.00,A,30,1.9,0.05,4.0,2.3,31,163,5/6/2019 0:00,43.95792098,-69.56624981,WQ,17b8df2d-1b78-4fe0-8f23-aac0cccdb1e3,454569.3235,4867355.065
886,WQ049.00,A,30,2.1,0.18,16.0,3.7,31,163,5/6/2019 0:00,43.93524099,-69.58115981,WQ,0e62ff62-33e6-4095-9035-9c04f3af3530,453355.3486,4864844.381
887,WQ051.00,A,30,2.4,0.28,46.0,5.7,31,163,5/6/2019 0:00,43.93088099,-69.57128981,WQ,a2aeea7c-a9f1-4632-9d16-df9143ef1ab1,454144.1784,4864354.602
888,WQ052.00,R,30,6.1,0.63,320.0,40.0,31,163,5/6/2019 0:00,43.93054099,-69.56693981,WQ,c444f4cd-cead-4ecf-9355-b2c1cc181880,454493.0817,4864314.433
889,WQ054.00,A,30,2.2,0.23,28.0,4.4,31,163,5/6/2019 0:00,43.88749099,-69.56643982,WQ,87a56989-9bb2-4524-bde8-f0a4e6f1d578,454500.4317,4859532.757
890,WQ055.00,A,30,3.1,0.51,860.0,14.4,31,163,5/6/2019 0:00,43.875181,-69.56805982,WQ,8304ebeb-3b6d-44bd-a532-613ef4b97acc,454360.9078,4858166.432
891,WQ057.00,A,30,2.6,0.36,78.0,7.8,31,163,5/6/2019 0:00,43.871031,-69.56950982,WQ,68c1668f-6b7f-4904-9a77-77c3ed77a930,454241.2363,4857706.311
892,WQ058.00,A,30,2.1,0.13,6.0,3.1,31,163,5/6/2019 0:00,43.862541,-69.56475982,WQ,2132db00-3982-41a6-9004-a281dc69e272,454616.4467,4856760.748
893,WR006.00,A,30,2.165749313,0.144900068,8.0,3.31955809,31,163,4/18/2019 0:00,43.865691,-69.55398982,WR,b9a07ce3-4882-42fb-94b6-030a73e3f932,455484.2585,4857104.748
894,WR008.00,A,30,2.31545239,0.199203717,13.0,4.165015417,31,163,4/18/2019 0:00,43.879171,-69.55377982,WR,f5d670ec-877e-45cc-a9de-04dc8e9ba7cf,455511.1623,4858601.798
895,WR010.50,A,30,2.284899111,0.17695495,8.0,3.849190144,31,163,4/18/2019 0:00,43.88649099,-69.55629982,WR,f4c8de8b-6e44-4277-8fad-8ac120517792,455314.1856,4859416.159
896,WR012.00,A,30,2.314862991,0.174285611,7.3,3.869108187,31,163,4/18/2019 0:00,43.90708099,-69.54471982,WR,0f95fbd5-2914-40db-8b98-bd7a5f70c198,456259.4466,4861696.811
897,WR013.50,A,30,3.456027212,0.33475399,24.0,9.269627043,31,163,7/10/2019 0:00,43.91789099,-69.54469982,WR,aa8cd952-beff-495f-8fa7-30ada977426b,456268.9693,4862897.427
898,WR014.50,A,30,2.02071556,0.081167832,4.0,2.566847162,31,163,7/10/2019 0:00,43.91079099,-69.53219983,WR,fcbe60cc-5c81-4b2b-b092-35cc23c2baa5,457267.4476,4862102.314
899,WR016.50,A,30,2.057367521,0.098127563,4.0,2.747357403,31,163,7/10/2019 0:00,43.89251099,-69.53943982,WR,e6c2cb34-ce63-43fa-8edb-6f56f4413283,456672.8619,4860075.797
900,WR022.00,A,30,2.156554806,0.172890028,9.1,3.589713067,31,163,10/23/2018 0:00,43.88303099,-69.51853983,WR,2ea1cf4c-67ff-4b97-b413-afa3605c1f97,458344.9191,4859012.148
901,WR025.00,A,30,4.676380235,0.466899862,58.0,18.51576414,31,163,1/7/2019 0:00,43.90182099,-69.51580983,WR,1d1c7227-71e2-4ab7-bf3c-a3918a827949,458577.2504,4861097.703
902,WR027.30,A,30,3.723896876,0.4265107,42.0,13.08974968,31,163,3/21/2018 0:00,43.89867099,-69.51325983,WR,390f05f9-ee6f-466c-b402-a2b403142a9d,458779.8582,4860746.57
903,WS017.00,A,30,3.5,0.39,33.0,11.3,31,163,4/10/2019 0:00,43.99163097,-69.43267985,WS,23658643-bcc7-415a-9556-f943dd81ae23,465305.3895,4871034.3
904,WS018.50,A,30,5.4,0.51,54.0,24.7,31,163,9/16/2020 0:00,43.99605097,-69.42133986,WS,dfaef353-6922-4448-bc07-068c4a25a986,466217.1999,4871520.513
905,WS019.00,A,30,2.8,0.34,35.0,7.9,31,163,4/10/2019 0:00,43.98696097,-69.42427986,WS,170bb41d-3146-48b0-8979-318599f99131,465976.2795,4870512.116
906,WS019.80,A,30,2.0,0.09,4.0,2.7,31,163,4/24/2019 0:00,43.97852097,-69.41894986,WS,15a9d922-2515-4f16-bf22-1bf949615e9a,466398.9413,4869572.521
907,WS021.00,A,30,2.2,0.26,42.0,4.8,31,163,4/10/2019 0:00,43.98475097,-69.41470986,WS,c12d7f00-5c15-45ce-bf5e-3391762b8e60,466742.4804,4870262.754
908,WS022.00,A,30,2.2,0.25,35.0,4.6,31,163,4/4/2007 0:00,43.99246097,-69.40810986,WS,a967edf2-5106-4aee-9bd3-c784eb24424e,467276.0017,4871116.446
909,WS024.00,A,30,2.3,0.2,12.0,4.2,31,163,4/10/2019 0:00,43.99766097,-69.40095986,WS,a3f4ed87-231e-4e63-94f6-38d5bacea5bb,467852.1269,4871691.187
910,WS024.80,A,30,3.1,0.38,38.0,9.7,31,163,9/16/2020 0:00,44.01775097,-69.39208987,WS,a4d13048-53aa-473e-8ca7-8db41bf1b650,468573.9086,4873919.125
911,WS025.00,A,30,4.8,0.54,88.0,24.7,31,163,7/7/2020 0:00,44.02286097,-69.41185986,WS,c612ea78-06ec-4b16-9fbc-c88615ae5bd0,466992.1734,4874494.409
912,WS026.00,A,30,4.2,0.46,68.0,16.6,31,163,9/16/2020 0:00,44.03118096,-69.41115986,WS,96da7bca-b7c0-48df-bc51-d96c1fcf1e27,467052.8826,4875418.218
913,WS027.00,A,30,2.8,0.36,44.0,8.1,31,163,9/16/2020 0:00,44.03390096,-69.40621986,WS,6c5eecf5-01be-4f39-9662-ee4f70ce180f,467450.2243,4875718.362
