OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID,x,y
491,WD037.00,A,30,3.2,0.35,51.0,9.4,31,163,3/25/2019 0:00,43.34399112,-70.49934954,WD,cbb5803a-eff1-4abc-a1a2-8fafc5dd711e,378473.6225,4800107.106
492,WD038.00,A,30,2.2,0.2,12.0,4.2,31,163,3/25/2019 0:00,43.34477112,-70.48681954,WD,c60b0e44-efbc-42d0-9e1a-b1828579ecdc,379490.7698,4800175.561
493,WE004.00,R,30,5.6,0.6,420.0,32.9,31,163,3/25/2019 0:00,43.35671112,-70.44596955,WE,5614ed51-4b85-4daa-b210-0604b67e040f,382824.7497,4801443.406
494,WE005.00,A,30,4.1,0.46,58.0,16.2,31,163,3/25/2019 0:00,43.36734112,-70.44015956,WE,13f8682a-3187-445f-b403-2a70c02b68f1,383315.9515,4802615.804
495,WE006.00,R,30,6.6,0.73,1700.0,58.7,31,163,3/25/2019 0:00,43.36746112,-70.43713956,WE,74aac6c2-ddd9-4805-8b55-bb66b9bd7b11,383560.8693,4802624.911
496,WE008.00,A,30,3.4,0.53,420.0,17.0,31,163,7/11/2017 0:00,43.36904112,-70.43079956,WE,973b5bbb-aad9-40e1-8117-0730540d7ece,384077.561,4802791.552
497,WE010.00,R,30,7.4,0.73,720.0,64.4,31,163,3/25/2019 0:00,43.36582112,-70.43155956,WE,bf83b835-9dc3-4559-b911-e31551137f96,384009.8489,4802435.003
498,WE010.20,A,30,3.8,0.53,280.0,18.3,31,163,3/25/2019 0:00,43.36615112,-70.43027956,WE,cb8f8183-6379-4bf7-96c2-88c570adb369,384114.1887,4802469.873
499,WE011.00,A,30,4.2,0.6,1040.0,24.9,31,163,7/11/2017 0:00,43.37674112,-70.43540956,WE,b2d27c67-ceed-47ac-b521-6e75c9cf996f,383718.7731,4803653.112
500,WE013.00,A,30,3.2,0.4,36.0,10.8,31,163,7/11/2017 0:00,43.37470112,-70.42991956,WE,9cb87700-83e0-4481-a10f-38be95c05cce,384159.6343,4803418.915
501,WE018.50,A,30,3.7,0.44,56.0,13.9,31,163,3/20/2017 0:00,43.39022111,-70.43780955,WE,65875031-c439-4f33-9ae0-a02eed494829,383550.1591,4805153.519
502,WE020.00,A,30,3.6,0.5,142.0,16.3,31,163,3/20/2017 0:00,43.38883111,-70.43003956,WE,40432098-4d4f-4514-a0fc-221946c7572f,384176.8203,4804988.327
503,WE022.00,A,30,2.5,0.24,18.0,5.2,31,163,3/25/2019 0:00,43.38385111,-70.42535956,WE,20a3f7be-8bb5-47a5-a80d-2b7473bb8a8f,384546.4188,4804428.77
504,WE023.00,A,30,2.7,0.34,33.0,7.7,31,163,3/20/2017 0:00,43.39521111,-70.42608956,WE,9d78066e-f792-4ecd-b6b0-28dec0181332,384508.8644,4805691.398
505,WE024.50,A,30,3.7,0.43,48.0,13.2,31,163,3/25/2019 0:00,43.39589111,-70.42153956,WE,2f11d13b-677f-4998-9249-ddfde0aa6dae,384878.6356,4805760.625
506,WE027.00,R,30,7.5,0.7,1700.0,59.8,31,163,3/25/2019 0:00,43.40334111,-70.40234956,WE,440911e3-8578-48bb-b0d5-47ed070bf9d9,386446.6448,4806561.69
507,WE028.00,A,30,5.1,0.56,500.0,27.1,31,163,3/25/2019 0:00,43.40223111,-70.39903957,WE,7c9259b6-47ce-49a3-8156-6ef23ac1ed26,386712.6018,4806433.912
508,WE030.00,A,30,4.1,0.59,840.0,24.4,31,163,3/25/2019 0:00,43.40702111,-70.39785957,WE,89ae5ac1-83a3-450c-9fa0-6cc43c5eb8b0,386817.0734,4806964.277
509,WF004.50,R,30,4.9,0.73,1360.0,42.5,31,163,3/25/2019 0:00,43.42618111,-70.37718957,WF,33ba0ca0-ba74-441f-9dc6-13206579af3d,388525.8752,4809064.296
510,WF006.00,A,30,2.4,0.31,50.0,6.3,31,163,3/25/2019 0:00,43.4360811,-70.36827957,WF,7587604f-848d-40ee-8033-e102685ef6d7,389265.1411,4810151.894
511,WF006.10,A,30,3.4,0.46,88.0,13.5,31,163,3/25/2019 0:00,43.4418611,-70.35182958,WF,3f250b92-cd4b-4111-a31f-5770e5c5315e,390606.8687,4810772.081
512,WG005.00,A,30,5.3,0.56,88.0,28.3,31,163,3/25/2019 0:00,43.4590511,-70.37468957,WG,a95f8b76-280a-4523-bf02-e125bdb3fbc0,388788.4736,4812711.454
513,WG007.00,R,30,5.7,0.61,440.0,35.0,31,163,3/25/2019 0:00,43.4509211,-70.36311957,WG,d5e22e74-2aab-475e-80bb-b44f7ac066bc,389709.7118,4811793.16
514,WG008.10,A,30,3.4,0.42,42.0,12.2,31,163,6/24/2019 0:00,43.4466411,-70.35561958,WG,c2bbc70e-bfd9-4881-9c26-18e70200dee9,390308.8088,4811307.925
515,WG008.30,A,30,3.6,0.52,80.0,17.3,31,163,6/24/2019 0:00,43.4400911,-70.36484958,WG,e1c4d455-a322-4983-956e-18700fbaa70a,389550.0294,4810592.686
516,WG008.50,A,30,4.2,0.55,680.0,21.8,31,163,6/24/2019 0:00,43.4368411,-70.36960957,WG,a4fcc648-ac15-4168-97f7-deef5df7d61b,389158.8906,4810238.067
517,WG008.60,A,30,3.7,0.43,42.0,13.3,31,163,6/24/2019 0:00,43.4444911,-70.37249957,WG,baa7f612-02c1-40e6-bc1a-d3d75761c66c,388939.0001,4811091.515
518,WG008.80,A,30,4.0,0.59,500.0,23.6,31,163,6/24/2019 0:00,43.4539411,-70.37255957,WG,0b322eca-b261-4f65-8aee-293f4645889b,388951.4385,4812141.101
519,WG008.90,A,30,3.5,0.44,62.0,13.0,31,163,6/24/2019 0:00,43.4501111,-70.36387958,WG,239c7568-f643-4888-90cc-f05ebc491f0a,389646.7464,4811704.209
520,WG020.00,R,30,6.5,0.67,500.0,47.8,31,163,3/25/2019 0:00,43.53047108,-70.36008957,WG,fb5b0a3a-8ebb-4077-a4b9-e5bea6516aba,390099.2372,4820623.939
521,WG021.00,A,30,4.1,0.48,58.0,17.3,31,163,5/1/2019 0:00,43.54066108,-70.33675958,WG,962019a2-41b7-454a-8ab0-c87c0218e630,392002.6039,4821725.081
522,WG024.70,A,30,4.0,0.4,66.0,13.3,31,163,7/10/2019 0:00,43.56309108,-70.36677957,WG,9abe2ca8-5736-486c-bb80-40a6ab43a6c5,389618.2038,4824255.597
523,WG025.00,A,30,4.5,0.51,320.0,20.4,31,163,5/1/2019 0:00,43.55813108,-70.35744957,WG,3d642d65-1d7e-4a75-8180-0c52b0563e26,390362.7109,4823692.388
524,WG026.50,A,30,5.3,0.58,340.0,30.0,31,163,10/25/2018 0:00,43.56045108,-70.34969957,WG,3831c396-de3a-4e2c-8328-6a2a7abfd75a,390992.8453,4823939.857
525,WG027.00,A,30,3.2,0.41,128.0,10.7,31,163,5/1/2019 0:00,43.55655108,-70.34869957,WG,9ca5878f-a609-45ca-9038-4bd87966a811,391066.5829,4823505.409
526,WG032.00,R,30,7.0,0.57,134.0,38.8,31,163,7/10/2019 0:00,43.54678108,-70.34776957,WG,65ce46b5-2ed2-4b1b-b185-119be696d7a3,391124.1095,4822419.129
527,WG032.50,A,30,3.3,0.45,92.0,12.6,31,163,11/7/2018 0:00,43.54865108,-70.34398958,WG,d0d5ff01-7bff-4861-8f7a-d45a4c80efa1,391432.8263,4822621.869
528,WG033.00,A,30,4.8,0.51,108.0,22.2,31,163,5/1/2019 0:00,43.56344108,-70.33374958,WG,312e6502-be76-473d-8018-01b70c7495ce,392286.3711,4824251.137
529,WG034.00,A,30,5.4,0.36,54.0,16.2,31,163,7/10/2019 0:00,43.56740108,-70.32321958,WG,a24cc941-91af-4ad8-aef9-046772d5d66d,393143.7829,4824677.346
530,WG035.00,A,30,7.3,0.42,80.0,26.1,31,163,5/1/2019 0:00,43.57046108,-70.32262958,WG,eeb56687-d6c1-4728-8bb5-d5a7d52054ab,393196.8366,4825016.434
531,WG036.00,A,30,2.9,0.33,18.0,7.7,31,163,11/19/2018 0:00,43.55559108,-70.33669958,WG,eeccab70-e0ad-481c-afd7-b4c08435ff47,392034.1082,4823383.137
532,WG037.00,A,30,2.6,0.26,22.0,5.6,31,163,11/19/2018 0:00,43.55104108,-70.33783958,WG,7fbf6de4-686c-44e4-a172-1f20d75bc8c4,391933.8975,4822879.292
533,WG038.00,A,30,4.0,0.43,31.0,14.3,31,163,5/1/2019 0:00,43.54456108,-70.33415958,WG,414af53b-9257-4b53-857e-ad45e6255703,392219.6103,4822154.843
534,WG039.00,A,30,2.1,0.14,8.0,3.3,31,163,5/1/2019 0:00,43.54767108,-70.32634958,WG,237b6675-4347-440d-a67a-ebecce0abce6,392856.0582,4822490.148
535,WG041.00,A,30,2.9,0.33,18.0,7.7,31,163,12/6/2018 0:00,43.55145108,-70.31872958,WG,a62a3ec3-2420-4368-a551-e9b25f0bcc7f,393478.2739,4822900.165
536,WG044.00,A,30,2.6,0.35,80.0,7.5,31,163,5/1/2019 0:00,43.54341108,-70.32287958,WG,14c21f78-8ec3-45eb-8ee7-6b5740b9a0f8,393128.8441,4822012.564
537,WG046.00,A,30,2.2,0.19,10.0,4.0,31,163,5/1/2019 0:00,43.53048108,-70.32233958,WG,914c95ac-58fb-4c97-b64a-555216de275a,393149.6363,4820575.861
538,WH001.00,A,30,2.5,0.29,31.0,6.0,31,163,3/12/2019 0:00,43.53825108,-70.31191959,WH,321f4985-6380-4026-89ea-c44e1597fca4,394005.234,4821425.465
539,WH002.00,A,30,3.1,0.53,320.0,15.1,31,163,3/12/2019 0:00,43.55069108,-70.29963959,WH,ae775bb2-5217-47d3-8553-cf3f60441ab8,395018.9822,4822791.478
540,WH004.00,A,30,3.8,0.45,60.0,15.0,31,163,3/12/2019 0:00,43.55992108,-70.2795596,WH,dacdcffa-558b-4302-8f11-0e54dc77d56b,396656.7755,4823791.409
541,WH010.00,A,30,3.7,0.41,64.0,12.7,31,163,1/7/2019 0:00,43.57394107,-70.2721896,WH,f18c4e22-8642-4bc2-bf63-9f1442e2f725,397275.848,4825339.345
542,WH017.00,A,30,2.8,0.34,40.0,7.9,31,163,2/5/2019 0:00,43.56181108,-70.21919962,WH,8731cc18-6e69-4100-8915-f8f05b1f0e89,401534.8478,4823928.047
543,WI010.70,P,30,24.9,0.8,1700.0,265.8,31,163,4/30/2019 0:00,43.70764105,-70.2448096,WI,a9ed81d9-06fd-4295-ad5c-8a75d8e94daa,399709.3694,4840154.864
544,WI010.80,R,30,9.2,0.73,760.0,80.4,31,163,12/4/2019 0:00,43.69754105,-70.2446396,WI,62dc1150-6aba-44ce-a1c4-434d9bdda48f,399706.2272,4839032.92
545,WI015.00,A,30,2.7,0.43,152.0,9.9,31,163,2/1/2017 0:00,43.70603105,-70.21748961,WI,334438b2-2054-42a7-a216-a424e6f87163,401907.8501,4839943.366
546,WI017.00,A,30,4.6,0.63,440.0,30.2,31,163,8/6/2019 0:00,43.71210105,-70.21851961,WI,854f688f-adbc-4d43-8fa2-cac80776362e,401834.7719,4840618.739
547,WI017.50,A,30,3.3,0.51,140.0,15.4,31,163,1/3/2017 0:00,43.71671105,-70.21700961,WI,2573b10b-d59f-464c-81d6-56fe0ed3f168,401963.9367,4841128.954
548,WI019.00,R,30,5.3,0.67,1700.0,39.4,31,163,6/5/2019 0:00,43.71538105,-70.21933961,WI,06a15512-32a1-4769-9586-c1806f567797,401774.0697,4840983.998
549,WI020.00,R,30,5.6,0.68,400.0,43.0,31,163,6/26/2019 0:00,43.72107105,-70.22166961,WI,a239bd5b-da31-4ce2-85d8-7bd9cc19427b,401595.6853,4841618.713
550,WI025.00,A,30,3.2,0.46,134.0,12.8,31,163,3/29/2017 0:00,43.73247104,-70.20446961,WI,97ea6c05-63a0-41bd-980b-384b530493f4,402999.5385,4842864.561
551,WI027.00,A,30,3.0,0.52,144.0,14.3,31,163,3/12/2014 0:00,43.74081104,-70.19633961,WI,01a8c6f7-3394-42c4-aa8f-a9e9712083c2,403667.6551,4843781.348
552,WI027.40,A,30,1.9,0.07,4.0,2.4,31,163,4/17/2019 0:00,43.73804104,-70.18336962,WI,3d785310-39dd-48ad-9e83-3774417d561e,404707.6456,4843458.704
553,WI027.50,A,30,2.3,0.27,35.0,5.3,31,163,4/17/2019 0:00,43.74456104,-70.18097962,WI,1e1754e3-7de1-44c0-bbab-02b2e5377c3f,404910.4259,4844180.094
554,WI029.00,A,30,3.6,0.52,116.0,16.9,31,163,5/7/2019 0:00,43.75818104,-70.19576961,WI,7411e76b-c05c-4892-8861-7a4b49654711,403741.399,4845709.867
555,WI030.00,R,30,4.7,0.7,280.0,37.5,31,163,2/13/2018 0:00,43.76816104,-70.19529961,WI,4befd789-8179-478b-bf0d-90c2ecf6b6bc,403795.2305,4846817.742
556,WI033.00,R,30,5.0,0.67,1000.0,36.7,31,163,5/7/2019 0:00,43.77549103,-70.18159962,WI,f290f2b5-f975-485a-8d76-5e2d2d638a5d,404909.5102,4847616.021
557,WI034.10,A,30,3.9,0.47,106.0,16.0,31,163,5/7/2019 0:00,43.76286104,-70.17877962,WI,ef90a09f-24f3-4b78-9262-f7a6ba61e187,405116.4875,4846210.044
558,WI036.00,A,30,3.7,0.61,820.0,22.9,31,163,5/7/2019 0:00,43.76212104,-70.17248962,WI,13ae6308-7d21-4ce8-a328-63a50cfa9324,405621.6281,4846120.669
559,WI038.00,R,30,8.0,0.88,1460.0,111.2,31,163,5/7/2019 0:00,43.77170103,-70.16539962,WI,28bfa9fe-de8e-4122-9272-d8c75b475aab,406207.3061,4847176.61
560,WI040.00,R,30,6.2,0.63,400.0,41.2,31,163,5/7/2019 0:00,43.77506103,-70.15309963,WI,e1680029-000e-483c-b575-a2843c6fb1c8,407202.4263,4847535.929
561,WI041.00,R,30,7.4,0.73,1020.0,65.4,31,163,5/14/2019 0:00,43.78139103,-70.15306962,WI,78c044d3-74c4-4e31-bf35-fb1bd9e0ca36,407214.6309,4848238.933
562,WI048.00,R,30,12.0,0.71,460.0,99.8,31,163,1/7/2020 0:00,43.79068103,-70.15039963,WI,e4f94ba9-887c-45fb-a622-c039429b38e2,407443.8192,4849267.735
563,WI051.00,A,30,5.5,0.54,180.0,27.6,31,163,9/11/2019 0:00,43.81216103,-70.15348962,WI,8d3231d1-ab8d-477e-9ac3-c30e6e73c775,407228.458,4851656.868
564,WI053.00,A,30,4.6,0.54,240.0,23.4,31,163,9/11/2019 0:00,43.80663103,-70.15321962,WI,3187ad22-6c32-4064-a162-edb6b9976731,407241.6144,4851042.376
565,WI054.00,A,30,3.7,0.42,56.0,12.9,31,163,9/11/2019 0:00,43.79694103,-70.15039963,WI,b7746fac-4434-4b05-9626-c4a901d7bcf8,407453.4815,4849963.0
566,WI055.00,R,30,6.3,0.63,220.0,41.1,31,163,10/9/2019 0:00,43.79782103,-70.13912963,WI,890e7e6e-92fb-42a7-91a7-d9e577905922,408361.4724,4850048.198
567,WI055.20,R,30,12.4,0.77,300.0,120.9,31,163,6/25/2019 0:00,43.80125103,-70.13839963,WI,6c6a0d25-95eb-4c89-8754-03e267d350ee,408425.4379,4850428.342
568,WI055.50,R,30,9.5,0.77,1700.0,94.3,31,163,1/7/2020 0:00,43.79551103,-70.13664963,WI,a1da798a-f704-4363-aeab-dc4b67e88800,408557.4567,4849788.896
569,WI056.00,A,30,5.3,0.56,140.0,28.6,31,163,3/16/2020 0:00,43.79877103,-70.12719963,WI,6a675e37-dac9-42ea-a371-82215e878e37,409322.6362,4850140.571
570,WI056.30,A,30,3.2,0.54,280.0,16.1,31,163,2/11/2020 0:00,43.80031103,-70.11701964,WI,c5f3108c-ade1-44b3-a9de-678890c0cefa,410143.877,4850300.508
571,WI056.70,A,30,2.9,0.42,46.0,10.2,31,163,1/8/2020 0:00,43.80732103,-70.10746964,WI,c73bc466-0e4f-4360-ac13-66310249006f,410922.5271,4851068.75
572,WI058.50,A,30,4.7,0.56,140.0,24.8,31,163,10/9/2019 0:00,43.77376103,-70.14554963,WI,63274e9c-8ba4-4847-8dc0-c5bf6f13f815,407808.0308,4847383.112
573,WI058.80,A,30,4.1,0.42,29.0,14.2,31,163,10/9/2019 0:00,43.77328103,-70.13200963,WI,de4b686e-2d7b-4f71-aec0-298c24b9c4a5,408896.9852,4847314.816
574,WI059.50,A,30,4.2,0.51,152.0,19.3,31,163,9/24/2019 0:00,43.78505103,-70.13196963,WI,059a881b-e6ff-4a2d-8775-b4329ca2045b,408918.0756,4848622.0
575,WI061.00,A,30,5.3,0.54,220.0,26.9,31,163,11/13/2019 0:00,43.77128103,-70.12548964,WI,d91017c8-b768-4ac8-bcaa-dc454f820edf,409418.6922,4847085.535
576,WI063.00,R,30,5.9,0.59,160.0,34.4,31,163,4/24/2019 0:00,43.76516103,-70.13471963,WI,f4f74468-5f5e-4738-a1de-94e1043f83ea,408666.5291,4846415.959
577,WI064.00,A,30,4.5,0.53,84.0,22.5,31,163,4/24/2019 0:00,43.75861104,-70.13726963,WI,63010671-0acd-40b6-8cec-47c9338d39fa,408451.29,4845691.305
578,WI065.50,A,30,2.8,0.29,20.0,6.9,31,163,4/17/2019 0:00,43.76153104,-70.12218964,WI,481f8555-4e24-4643-8645-6fba36bca88b,409669.6106,4845999.055
579,WI069.00,A,30,3.3,0.48,260.0,14.1,31,163,5/8/2019 0:00,43.75191104,-70.13978963,WI,067a5b55-5ca8-43ec-973a-0e8afdb459ec,408238.1933,4844949.964
580,WI071.00,A,30,2.5,0.23,10.0,4.9,31,163,4/17/2019 0:00,43.74865104,-70.15121963,WI,00734bc5-5a51-462f-b266-741c4e9984d3,407312.954,4844600.62
581,WI074.00,A,30,2.7,0.3,22.0,6.7,31,163,4/17/2019 0:00,43.75686104,-70.15067963,WI,a9a9ee44-31c9-42a6-9351-75d54f1fd64e,407369.0965,4845511.851
582,WI077.00,A,30,3.1,0.4,66.0,10.2,31,163,4/17/2019 0:00,43.75183104,-70.10818964,WI,6f83b2d3-acfa-4387-a0f0-113aad659ee4,410782.1305,4844906.562
583,WI083.00,A,30,2.1,0.24,36.0,4.4,31,163,4/17/2019 0:00,43.72429104,-70.13941963,WI,5c55c3dd-ace4-45a2-89cb-609410bada92,408225.7998,4841881.976
584,WI088.00,A,30,2.3,0.21,15.0,4.5,31,163,4/17/2019 0:00,43.71799104,-70.12567964,WI,50552172-a4dc-4109-828a-6f44de88342a,409322.9877,4841167.155
585,WI090.00,A,30,2.0,0.08,4.0,2.5,31,163,4/17/2019 0:00,43.71491104,-70.11881964,WI,99b0823f-fce4-4953-a73e-19d17dfc176f,409870.9684,4840817.598
586,WI092.00,A,30,2.4,0.22,12.0,4.7,31,163,4/17/2019 0:00,43.72163104,-70.11172964,WI,6d82062b-926b-4db7-8a0c-10cfa2038beb,410452.1321,4841556.259
587,WI093.00,A,30,2.1,0.17,14.0,3.5,31,163,4/17/2019 0:00,43.72994104,-70.10934964,WI,bae70f71-a699-4e0f-a439-e01cfc11ec42,410656.1913,4842476.628
588,WI095.00,A,30,2.2,0.23,27.0,4.5,31,163,4/17/2019 0:00,43.75433104,-70.09606965,WI,1a613c86-e319-47cd-aa33-3971defb5ff1,411761.5634,4845171.24
589,WI096.30,A,30,2.5,0.31,68.0,6.5,31,163,2/10/2020 0:00,43.68113105,-70.17035963,WI,c558dae0-b310-4902-b24a-f2c06b5508e8,405666.0716,4837123.218
590,WI099.30,A,30,2.2,0.18,11.0,3.8,31,163,2/10/2020 0:00,43.70427105,-70.13808963,WI,1bb6636c-83e2-44eb-9b9f-266d0478f24a,408302.3993,4839657.018
591,WJ001.00,A,30,3.2,0.35,40.0,9.1,31,163,11/19/2019 0:00,43.80735103,-70.10871964,WJ,b67016ef-d3bd-486c-8c42-b31b4a0f1e59,410822.0296,4851073.428
592,WJ001.50,A,30,3.5,0.46,134.0,14.0,31,163,12/11/2019 0:00,43.80415103,-70.11654964,WJ,0afd1710-3714-4043-bb88-145814feba7d,410187.4388,4850726.487
593,WJ002.00,A,30,2.5,0.24,13.0,5.1,31,163,12/11/2019 0:00,43.81386103,-70.11408964,WJ,92cd5a91-392c-4f17-b2e2-2307dfdc9346,410399.8346,4851802.261
594,WJ002.50,A,30,3.6,0.41,66.0,12.5,31,163,12/11/2019 0:00,43.81579102,-70.11826964,WJ,c2aeb940-80e8-40b9-941a-378ff74cbcf6,410066.5551,4852021.152
595,WJ003.00,A,30,2.4,0.22,12.0,4.8,31,163,11/19/2019 0:00,43.81714102,-70.11120964,WJ,d4edb143-5c7d-4da5-a9bf-1a874fe37d16,410636.3506,4852163.44
596,WJ006.00,A,30,2.9,0.38,36.0,8.9,31,163,2/21/2018 0:00,43.82036102,-70.10559964,WJ,6d4e49c1-d7b6-4e54-a8cd-e4164e3d5193,411092.2887,4852515.027
597,WJ008.00,A,30,3.9,0.48,144.0,16.8,31,163,12/11/2019 0:00,43.82544102,-70.10603964,WJ,454cc530-b16a-4589-b949-9dbf7b6abe8e,411064.4481,4853079.711
598,WJ009.00,A,30,3.1,0.37,54.0,9.5,31,163,4/2/2019 0:00,43.82980102,-70.09773964,WJ,03aacee9-891f-40f5-b43a-7aa450c37011,411738.2717,4853555.066
599,WJ009.70,A,30,4.8,0.57,400.0,25.9,31,163,7/29/2019 0:00,43.83511102,-70.10049964,WJ,987d7aed-c1e6-47e3-9566-561a728acadb,411524.204,4854147.772
600,WJ009.80,A,30,3.5,0.38,52.0,11.0,31,163,5/21/2019 0:00,43.83462102,-70.09472964,WJ,3ede1794-334f-4e63-9868-5b2e1dbb68d4,411987.371,4854087.194
601,WJ011.00,R,30,6.3,0.54,82.0,31.5,31,163,1/8/2020 0:00,43.84242102,-70.09621964,WJ,e48e3f05-12f1-4275-84c9-ff73a1fb9915,411879.061,4854955.092
602,WJ014.00,A,30,4.1,0.47,50.0,16.6,31,163,7/29/2019 0:00,43.83852102,-70.08943964,WJ,06defb67-5f04-4001-a950-8af599245c74,412418.3766,4854514.735
603,WJ014.15,R,30,7.1,0.62,182.0,45.4,31,163,10/8/2019 0:00,43.84712102,-70.07998965,WJ,d9b6e96d-1b93-498a-ab87-0b3106b9d042,413190.552,4855459.935
604,WJ014.17,A,30,5.0,0.49,76.0,21.6,31,163,8/28/2018 0:00,43.84308102,-70.08054965,WJ,9c542704-8142-4c80-b557-c29f1b5cca95,413139.6765,4855011.818
605,WJ014.20,A,30,4.5,0.49,96.0,19.7,31,163,6/3/2019 0:00,43.83949102,-70.08342965,WJ,98264dc7-1a6e-4d92-8417-fee48507fbff,412902.9426,4854616.122
606,WJ014.31,A,30,4.0,0.45,58.0,15.3,31,163,10/23/2018 0:00,43.83665102,-70.08395965,WJ,aaf3b5bc-58ab-4436-9911-6fccec79ee29,412856.2019,4854301.254
607,WJ014.41,A,30,3.6,0.44,56.0,13.6,31,163,5/21/2019 0:00,43.83317102,-70.09038964,WJ,793b94d7-41da-41e7-ab18-e4abeb0003b8,412334.1714,4853921.541
608,WJ014.50,A,30,3.9,0.45,62.0,15.1,31,163,9/24/2019 0:00,43.83146102,-70.08717964,WJ,408a6c69-3742-4f8f-98d3-f150e8b94dfc,412589.7561,4853728.222
609,WJ014.70,A,30,3.7,0.43,33.0,13.5,31,163,12/11/2019 0:00,43.82269102,-70.09379964,WJ,da4d6e6a-9576-4137-b8dc-aee028702062,412044.6212,4852761.196
610,WJ015.00,A,30,3.2,0.37,20.0,9.9,31,163,12/11/2019 0:00,43.81872102,-70.09827964,WJ,bd373cd1-7bcd-40b2-b6fc-8d68da95b5f7,411678.5176,4852325.04
611,WJ016.00,A,30,2.7,0.29,28.0,6.5,31,163,11/19/2019 0:00,43.80968103,-70.10081964,WJ,7599c0b1-e0ce-4cf1-ac4a-8d0c27e8b07f,411460.898,4851323.727
612,WJ017.00,A,30,3.8,0.46,48.0,15.0,31,163,4/2/2019 0:00,43.81768102,-70.08840965,WJ,1abe9b9f-8ae8-42d4-9e2c-f1d4eee8a05c,412470.728,4852199.044
613,WJ017.50,A,30,3.1,0.52,260.0,14.7,31,163,5/26/2015 0:00,43.82134102,-70.08116965,WJ,7a8782d2-dd99-45f8-a31e-42bcb24654ad,413058.2791,4852597.909
614,WJ018.00,R,30,5.4,0.64,380.0,37.0,31,163,7/16/2015 0:00,43.82857102,-70.07617965,WJ,51e79b11-ee14-44ff-8797-2554e1666025,413469.9948,4853395.679
615,WJ018.60,A,30,4.9,0.58,400.0,27.9,31,163,7/16/2015 0:00,43.82641102,-70.06583965,WJ,a3c25e3f-31d2-4c47-9d9d-b2199790adb5,414298.2934,4853145.015
616,WJ019.00,R,30,7.2,0.64,460.0,48.3,31,163,4/2/2019 0:00,43.81967102,-70.06246965,WJ,0eb05cee-0753-4229-ab98-bb50f6901179,414559.6555,4852392.95
617,WJ024.00,A,30,3.3,0.36,22.0,9.8,31,163,4/2/2019 0:00,43.81018102,-70.06951965,WJ,11660d58-ad74-4453-adcb-c8d415463003,413979.0918,4851346.247
618,WJ026.00,R,30,5.2,0.61,620.0,31.6,31,163,4/2/2019 0:00,43.82329102,-70.05640965,WJ,1aaccc6e-278a-4724-b8f0-83f9c8d1e84e,415052.1167,4852788.766
619,WJ027.30,A,30,4.0,0.46,92.0,16.1,31,163,11/5/2018 0:00,43.84176102,-70.04238966,WJ,9609c605-8dd0-49ab-ad9e-356ca2d23236,416205.3458,4854825.842
620,WJ027.50,A,30,3.2,0.38,40.0,10.0,31,163,11/5/2018 0:00,43.85149102,-70.02975966,WJ,8c9fb5e6-ac6a-4587-a481-094e7a1f91dd,417234.0949,4855893.792
621,WJ031.50,A,30,3.9,0.52,360.0,18.5,31,163,11/5/2018 0:00,43.86013101,-70.01418967,WJ,3abb0571-0fad-4b95-9e6a-fe5a74e92e62,418497.2932,4856837.933
622,WJ032.50,A,30,4.7,0.6,360.0,27.7,31,163,8/20/2019 0:00,43.86673101,-69.99713967,WJ,e3860308-3576-43c5-8e74-ee2c28cac460,419876.3182,4857554.302
623,WJ033.20,A,30,5.4,0.55,122.0,28.4,31,163,10/9/2018 0:00,43.86677101,-69.98620968,WJ,fc42d5fb-271f-4afd-bb6c-c7f3b3b14b7a,420754.6385,4857548.209
624,WJ034.00,R,30,4.8,0.63,920.0,31.1,31,163,11/5/2018 0:00,43.86178101,-69.99012968,WJ,fe641361-e248-46cc-82f9-7254556de2cd,420433.0143,4856997.756
625,WJ035.00,A,30,3.0,0.43,58.0,11.0,31,163,11/5/2018 0:00,43.84969102,-69.99977967,WJ,68bd4e4d-3c5f-41ca-938e-fe739f7cf7e7,419641.3001,4855664.304
626,WJ038.00,A,30,2.6,0.33,84.0,7.1,31,163,11/5/2018 0:00,43.82546102,-70.02609966,WJ,99e85b63-044a-4e17-8ad3-75bc817d1902,417492.4003,4852999.103
627,WJ046.00,A,30,2.3,0.25,22.0,4.9,31,163,11/5/2018 0:00,43.82600102,-70.01999967,WJ,e02388b3-4ee3-4fea-8f1e-16ec9139fd82,417983.6364,4853053.013
628,WJ047.00,A,30,2.3,0.25,36.0,4.8,31,163,3/21/2016 0:00,43.83276102,-70.01101967,WJ,2ed160dc-c9a2-4f5f-bff8-8a213562159c,418714.8808,4853794.95
629,WJ048.00,A,30,3.2,0.44,128.0,11.9,31,163,11/5/2018 0:00,43.84206102,-69.99652967,WJ,c5a58c38-165a-4ecf-93da-ffa20020c438,419892.3133,4854813.721
630,WJ048.50,A,30,4.2,0.53,200.0,20.4,31,163,11/5/2018 0:00,43.85366101,-69.98492968,WJ,11908549-b832-41ea-82a2-41d58f8bb732,420840.1461,4856090.911
631,WJ049.00,A,30,3.2,0.43,130.0,11.6,31,163,11/5/2018 0:00,43.85180101,-69.97340968,WJ,a89342f5-ff5b-44a1-9955-320baff53eeb,421763.5925,4855873.366
