X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
525978.3102,4914287.2293,23,EA019.42,A,30,30,4.5,0.53,260,22,31,163,2016/05/04 00:00:00+00,44.3814,-68.67388,EA
520565.5778,4917525.8039,24,EA021.00,A,30,30,2.5,0.31,28,6.3,31,163,2016/05/10 00:00:00+00,44.41073,-68.7417,EA
518900.3422,4916561.0605,25,EA023.00,CA,30,30,2.6,0.4,180,8.7,31,163,2018/07/09 00:00:00+00,44.40209,-68.76265,EA
517527.2196,4915183.2107,26,EA024.00,CA,30,30,3,0.46,160,11.9,31,163,2018/07/09 00:00:00+00,44.38972,-68.77994,EA
518936.3188,4913218.8787,27,EA026.00,A,30,30,2.3,0.26,24,5.1,31,163,2016/05/10 00:00:00+00,44.372,-68.76232,EA
518645.1175,4911684.0829,28,EA028.00,A,30,30,2.4,0.34,108,6.8,31,163,2016/05/10 00:00:00+00,44.35819,-68.76603,EA
517126.5729,4913065.0379,29,EA029.00,CA,30,30,2.6,0.31,34,6.7,31,163,2018/07/09 00:00:00+00,44.37066,-68.78504,EA
516909.1367,4913036.7021,30,EA031.00,CA,30,30,2.1,0.15,8,3.3,31,163,2018/07/09 00:00:00+00,44.37041,-68.78777,EA
515757.8278,4906432.6276,31,EB001.00,A,30,30,3.4,0.44,50,12.7,31,163,2016/04/11 00:00:00+00,44.31098,-68.80242,EB
516832.6222,4907478.2966,32,EB002.00,A,30,30,2.7,0.39,74,8.6,31,163,2016/04/11 00:00:00+00,44.32037,-68.78891,EB
518159.3318,4908123.8596,33,EB003.00,A,30,30,2.5,0.37,152,7.6,31,163,2016/04/11 00:00:00+00,44.32615,-68.77225,EB
519963.6206,4910766.0514,34,EB004.00,CA,30,30,2.4,0.27,38,5.4,31,163,2014/05/05 00:00:00+00,44.34989,-68.74952,EB
520340.1403,4908868.9315,35,EB004.50,P,30,30,2.7,0.39,78,8.7,31,163,2016/04/12 00:00:00+00,44.3328,-68.74487,EB
522097.1047,4907508.4066,36,EB008.60,P,30,30,2.4,0.32,64,6.4,31,163,2016/04/11 00:00:00+00,44.3205,-68.72289,EB
523272.6682,4906790.4943,37,EB010.00,P,30,30,2.3,0.27,40,5.2,31,163,2016/04/11 00:00:00+00,44.314,-68.70818,EB
525976.3298,4904959.0402,38,EB013.00,A,30,30,3.6,0.47,60,14.7,31,163,2016/04/11 00:00:00+00,44.29742,-68.67437,EB
529432.2259,4903698.5196,39,EB014.50,A,30,30,3.2,0.51,400,14.5,31,163,2016/05/25 00:00:00+00,44.28594,-68.63112,EB
529568.7393,4904742.1365,40,EB015.00,CA,30,30,2.5,0.32,26,6.6,31,163,2016/02/01 00:00:00+00,44.29533,-68.62935,EB
530809.0517,4905636.4668,41,EB015.80,A,30,30,6,0.65,620,42.2,31,163,2016/05/02 00:00:00+00,44.30333,-68.61375,EB
530369.844,4904711.3711,42,EB016.50,CA,30,30,3.6,0.48,52,15.4,31,163,2016/01/04 00:00:00+00,44.29502,-68.61931,EB
532901.9856,4901218.0478,43,EB018.50,CA,30,30,3,0.41,108,10.2,31,163,2014/11/19 00:00:00+00,44.26346,-68.58779,EB
533493.8384,4901143.2934,44,EB019.00,CA,30,30,3,0.46,200,12.1,31,163,2016/01/04 00:00:00+00,44.26276,-68.58038,EB
534810.7768,4899662.8496,45,EB020.00,A,30,30,3.6,0.57,520,19.5,31,163,2016/05/25 00:00:00+00,44.24937,-68.56398,EB
537181.3335,4897391.0303,46,EB022.00,A,30,30,2.5,0.36,140,7.4,31,163,2016/05/25 00:00:00+00,44.2288,-68.53445,EB
524632.8831,4904126.3359,47,EC001.00,A,30,30,2.5,0.39,82,8.2,31,163,2016/04/11 00:00:00+00,44.28997,-68.69125,EC
522453.523,4903099.9429,48,EC004.00,A,30,30,3.3,0.48,140,13.8,31,163,2016/04/11 00:00:00+00,44.2808,-68.71861,EC
521920.493,4904051.1573,49,EC005.00,A,30,30,2.8,0.33,42,7.5,31,163,2016/04/11 00:00:00+00,44.28938,-68.72525,EC
521472.941,4905984.5977,50,EC006.10,A,30,30,2,0.11,6,2.9,31,163,2016/04/11 00:00:00+00,44.3068,-68.73078,EC
525626.1212,4902717.2737,51,EC007.00,A,30,30,2.7,0.3,35,6.8,31,163,2016/04/11 00:00:00+00,44.27725,-68.67887,EC
529832.412,4898166.5614,52,EC009.00,A,30,30,2.9,0.53,1200,14.3,31,163,2016/04/11 00:00:00+00,44.23612,-68.62642,EC
528218.0044,4895867.9535,53,EC010.00,A,30,30,3.6,0.46,160,14.4,31,163,2016/04/11 00:00:00+00,44.21549,-68.64676,EC
534286.5693,4894095.2145,54,EC012.00,A,30,30,3,0.38,92,9.5,31,163,2016/04/11 00:00:00+00,44.19927,-68.57091,EC
533541.4879,4892910.6439,55,EC014.00,A,30,30,3.4,0.58,1200,19,31,163,2016/04/11 00:00:00+00,44.18864,-68.58031,EC
529878.3356,4895446.555,56,EC016.00,A,30,30,6.7,0.74,1700,61.1,31,163,2016/05/25 00:00:00+00,44.21163,-68.626,EC
527930.5469,4896213.2751,57,EC017.00,A,30,30,5.1,0.69,1320,39.4,31,163,2016/04/11 00:00:00+00,44.21861,-68.65034,EC
527351.7443,4895942.038,58,EC017.50,A,30,30,3,0.42,158,10.5,31,163,2017/11/15 00:00:00+00,44.21619,-68.6576,EC
526502.1308,4895657.5354,59,EC017.70,A,30,30,3,0.58,1700,17,31,163,2010/04/07 00:00:00+00,44.21366,-68.66825,EC
526158.5084,4895884.969,60,EC017.80,A,30,30,2.9,0.46,160,11.9,31,163,2018/04/03 00:00:00+00,44.21572,-68.67254,EC
525444.3355,4895062.4378,61,EC018.00,A,30,30,3.4,0.37,46,10.2,31,163,2018/04/03 00:00:00+00,44.20834,-68.68152,EC
526907.2265,4893886.4468,62,EC019.00,A,30,30,3.8,0.58,360,21.3,31,163,2016/05/24 00:00:00+00,44.1977,-68.66327,EC
527184.5366,4892914.5847,63,EC020.00,P,30,30,3.4,0.59,760,19.8,31,163,2016/05/24 00:00:00+00,44.18894,-68.65985,EC
529750.0335,4892023.783,64,EC021.00,A,30,30,2.1,0.14,7.3,3.2,31,163,2016/04/26 00:00:00+00,44.18082,-68.6278,EC
528564.6179,4891294.3244,65,EC022.00,A,30,30,2.8,0.35,38,8.3,31,163,2016/05/24 00:00:00+00,44.1743,-68.64267,EC
527887.273,4891541.3305,66,EC022.30,A,30,30,3.4,0.47,86,14,31,163,2016/05/24 00:00:00+00,44.17655,-68.65113,EC
528675.9937,4889585.3924,67,EC023.50,A,30,30,2.1,0.17,10,3.4,31,163,2016/05/24 00:00:00+00,44.15891,-68.64137,EC
525423.3168,4888721.1976,68,EC026.20,A,30,30,2.8,0.41,120,9.6,31,163,2016/05/24 00:00:00+00,44.15125,-68.68209,EC
524710.1759,4889092.794,69,EC026.70,A,30,30,2.9,0.55,680,15.2,31,163,2016/05/24 00:00:00+00,44.15462,-68.69099,EC
524117.6231,4889964.7346,70,EC026.90,A,30,30,2.9,0.35,31,8.5,31,163,2016/05/24 00:00:00+00,44.16249,-68.69836,EC
524494.535,4890093.8613,71,EC027.00,A,30,30,3.3,0.42,70,11.5,31,163,2016/05/24 00:00:00+00,44.16364,-68.69364,EC
523999.4367,4891894.7451,72,EC027.80,A,30,30,2.6,0.31,31,6.8,31,163,2016/05/24 00:00:00+00,44.17987,-68.69975,EC
524166.4827,4892332.9845,73,EC028.00,A,30,30,6.8,0.56,158,36.6,31,163,2016/05/24 00:00:00+00,44.18381,-68.69764,EC
522567.2506,4895556.1898,74,EC031.00,A,30,30,2.4,0.31,31,6.1,31,163,2016/05/24 00:00:00+00,44.21288,-68.71751,EC
525465.5439,4896803.0455,75,EC033.00,P,30,30,2.6,0.31,36,6.8,31,163,2016/05/24 00:00:00+00,44.22401,-68.68117,EC
528069.8386,4875123.4616,76,ED001.50,A,30,30,1.9,0.05,4,2.3,31,163,2016/04/25 00:00:00+00,44.02873,-68.64972,ED
528844.5655,4880118.3294,77,ED003.70,A,30,30,2,0.11,5.5,2.8,31,163,2016/04/25 00:00:00+00,44.07367,-68.63978,ED
531840.3963,4880416.4553,78,ED005.10,A,30,30,2.2,0.23,22,4.5,31,163,2016/04/25 00:00:00+00,44.07623,-68.60235,ED
544758.5543,4890111.7178,79,EE001.00,R,30,30,4.6,0.62,460,29.3,31,163,2016/11/07 00:00:00+00,44.16284,-68.4402,EE
544889.2813,4890288.1096,80,EE001.20,A,30,30,3.2,0.43,140,11.5,31,163,2016/11/07 00:00:00+00,44.16442,-68.43855,EE
546219.92,4891288.1339,81,EE002.00,A,30,30,4.7,0.49,64,20.2,31,163,2016/07/18 00:00:00+00,44.17334,-68.42182,EE
546126.7389,4892262.7346,82,EE003.00,A,30,30,2.8,0.36,84,8.5,31,163,2016/07/18 00:00:00+00,44.18212,-68.4229,EE
544657.8273,4887752.8883,83,EE006.80,A,30,30,3.2,0.37,31,9.8,31,163,2016/07/18 00:00:00+00,44.14161,-68.44166,EE
545056.1074,4887877.787,84,EE007.00,R,30,30,7,0.68,280,53.4,31,163,2016/07/18 00:00:00+00,44.14271,-68.43667,EE
544557.2601,4888901.8424,85,EE008.00,A,30,30,4.2,0.42,33,14.9,31,163,2016/07/18 00:00:00+00,44.15196,-68.44282,EE
544018.5315,4888978.1897,86,EE009.30,P,30,30,4.2,0.45,72,16.2,31,163,2016/07/18 00:00:00+00,44.15268,-68.44955,EE
544076.6054,4888068.8674,87,EE009.50,P,30,30,2.8,0.33,66,7.7,31,163,2016/09/13 00:00:00+00,44.14449,-68.4489,EE
543988.1431,4887422.9257,88,EE009.70,A,30,30,3.9,0.49,200,16.9,31,163,2016/09/13 00:00:00+00,44.13868,-68.45006,EE
543770.501,4888755.4936,89,EE010.00,A,30,30,2.7,0.34,36,7.7,31,163,2016/07/18 00:00:00+00,44.15069,-68.45267,EE
543464.3694,4889818.681,90,EE011.00,A,30,30,3.6,0.58,240,20.7,31,163,2016/07/18 00:00:00+00,44.16028,-68.45641,EE
543104.6091,4889808.5376,91,EE011.30,A,30,30,4.2,0.55,92,21.9,31,163,2016/07/18 00:00:00+00,44.16021,-68.46091,EE
542905.6316,4889911.6475,92,EE011.40,R,30,30,4.5,0.56,114,23.9,31,163,2017/01/23 00:00:00+00,44.16115,-68.46339,EE
542033.2095,4889920.4527,93,EE013.00,A,30,30,3.6,0.5,320,15.9,31,163,2016/07/18 00:00:00+00,44.16128,-68.4743,EE
542402.6352,4891282.3927,94,EE014.50,A,30,30,2.8,0.42,62,10.1,31,163,2016/11/06 00:00:00+00,44.17352,-68.46957,EE
544148.644,4891633.7824,95,EE016.50,A,30,30,2.2,0.2,20,4,31,163,2016/07/18 00:00:00+00,44.17658,-68.4477,EE
543876.3741,4890028.0186,96,EE017.30,A,30,30,2.5,0.25,20,5.2,31,163,2016/11/06 00:00:00+00,44.16214,-68.45124,EE
550842.9112,4885315.1977,97,EE019.00,A,30,30,2.2,0.24,29,4.6,31,163,2016/04/25 00:00:00+00,44.11926,-68.36457,EE
535430.3638,4901872.1424,98,EF001.80,A,30,30,5,0.48,58,20.6,31,163,2018/03/05 00:00:00+00,44.26923,-68.55607,EF
535369.7809,4902301.6807,99,EF001.90,R,30,30,7.2,0.59,106,41.6,31,163,2016/04/12 00:00:00+00,44.2731,-68.5568,EF
535520.9713,4902677.9375,100,EF002.00,R,30,30,8.9,0.76,860,84.9,31,163,2016/10/26 00:00:00+00,44.27648,-68.55488,EF
537627.6128,4901040.2114,101,EF002.50,A,30,30,2.9,0.39,62,9.2,31,163,2016/07/26 00:00:00+00,44.26163,-68.5286,EF
537610.1611,4902967.2943,102,EF004.00,R,30,30,4.6,0.76,880,44.6,31,163,2016/05/31 00:00:00+00,44.27898,-68.52868,EF
537511.0201,4903278.8521,103,EF004.10,A,30,30,3,0.42,180,10.5,31,163,2014/11/18 00:00:00+00,44.28179,-68.5299,EF
536297.9207,4904321.6918,104,EF005.00,A,30,30,2.8,0.45,160,10.6,31,163,2016/07/26 00:00:00+00,44.29124,-68.54503,EF
534764.7993,4906364.9599,105,EF006.00,A,30,30,4,0.68,560,30.8,31,163,2016/07/26 00:00:00+00,44.30971,-68.56411,EF
536143.1333,4911247.6327,106,EF008.00,P,30,30,3.6,0.48,120,15.3,31,163,2016/05/31 00:00:00+00,44.3536,-68.54649,EF
534516.7954,4911489.8719,107,EF009.30,A,30,30,2.6,0.33,40,6.9,31,163,2016/05/31 00:00:00+00,44.35586,-68.56688,EF
532824.9348,4909095.2069,108,EF010.00,A,30,30,3.3,0.33,36,9,31,163,2018/03/05 00:00:00+00,44.33438,-68.58826,EF
533212.3833,4910195.7193,109,EF010.50,A,30,30,3.7,0.47,130,15.2,31,163,2018/03/05 00:00:00+00,44.34427,-68.58333,EF
533296.6568,4911333.5826,110,EF011.00,CA,30,30,2.9,0.28,13,6.8,31,163,2015/12/01 00:00:00+00,44.35451,-68.5822,EF
533627.8953,4911237.5312,111,EF011.30,A,30,30,4.1,0.51,84,18.7,31,163,2016/05/31 00:00:00+00,44.35363,-68.57805,EF
534922.0943,4913939.0795,112,EF013.00,A,30,30,2.1,0.25,40,4.6,31,163,2016/05/31 00:00:00+00,44.37789,-68.56163,EF
534523.5871,4914725.616,113,EF014.00,A,30,30,3.4,0.47,108,13.9,31,163,2016/05/31 00:00:00+00,44.38499,-68.56658,EF
534488.7555,4915588.5123,114,EF015.00,CA,30,30,3.2,0.45,134,12.6,31,163,2018/07/09 00:00:00+00,44.39276,-68.56696,EF
534675.9748,4916776.9371,115,EF016.50,CA,30,30,3,0.41,60,10.2,31,163,2018/07/09 00:00:00+00,44.40345,-68.56453,EF
533888.5124,4917372.6223,116,EF017.80,CR,30,30,3,0.4,66,10.2,31,163,2018/07/09 00:00:00+00,44.40885,-68.57438,EF
534017.9307,4917900.9212,117,EF018.00,CR,30,30,5.3,0.69,1700,42.1,31,163,2018/07/09 00:00:00+00,44.4136,-68.57272,EF
535574.8516,4916806.2168,118,EF019.00,CA,30,30,2.9,0.44,220,10.9,31,163,2018/07/09 00:00:00+00,44.40367,-68.55324,EF
537596.9672,4916343.254,119,EF020.00,A,30,30,2.7,0.35,48,7.7,31,163,2016/09/19 00:00:00+00,44.3994,-68.52788,EF
538205.2876,4917448.6991,120,EF020.50,A,30,30,2.4,0.31,58,6.3,31,163,2016/07/26 00:00:00+00,44.40932,-68.52016,EF
538077.6702,4918167.7491,121,EF022.00,P,30,30,4.6,0.52,140,21.7,31,163,2018/07/09 00:00:00+00,44.4158,-68.52171,EF
538474.2211,4918021.2309,122,EF022.91,P,30,30,2.9,0.34,20,8.2,31,163,2016/07/26 00:00:00+00,44.41446,-68.51674,EF
538609.6372,4918144.2196,123,EF023.00,P,30,30,4,0.51,90,18.7,31,163,2016/07/26 00:00:00+00,44.41556,-68.51503,EF
540113.6741,4920067.218,124,EF024.00,A,30,30,2.9,0.35,26,8.4,31,163,2016/07/26 00:00:00+00,44.43279,-68.49599,EF
541347.4283,4922436.5155,125,EF025.00,A,30,30,2.8,0.31,29,7.2,31,163,2016/07/26 00:00:00+00,44.45405,-68.4803,EF
541815.1441,4917495.2924,126,EF026.00,A,30,30,3.3,0.47,112,13.6,31,163,2016/07/26 00:00:00+00,44.40954,-68.47482,EF
542860.4952,4916664.5337,127,EG002.00,CA,30,30,2.6,0.36,86,7.7,31,163,2018/07/09 00:00:00+00,44.402,-68.46176,EG
542146.8878,4920985.3675,128,EG004.00,CA,30,30,3.3,0.38,82,10.4,31,163,2018/07/09 00:00:00+00,44.44094,-68.47037,EG
542611.7353,4923402.1933,129,EG005.00,CA,30,30,4.2,0.55,520,21.7,31,163,2018/07/09 00:00:00+00,44.46267,-68.46433,EG
541545.3238,4926331.1867,130,EG007.00,CA,30,30,4.3,0.51,124,19.9,31,163,2018/07/09 00:00:00+00,44.4891,-68.4775,EG
540378.37,4926404.9234,131,EG007.50,P,30,30,5.9,0.48,114,24.7,31,163,2016/05/31 00:00:00+00,44.48983,-68.49217,EG
540905.7975,4926871.4323,132,EG008.50,P,30,30,3.3,0.54,280,16.3,31,163,2016/05/31 00:00:00+00,44.494,-68.4855,EG
542352.3802,4926824.0454,133,EG009.00,P,30,30,3.4,0.37,22,10.6,31,163,2016/05/31 00:00:00+00,44.49349,-68.46731,EG
543794.5164,4925788.3161,134,EG011.00,P,30,30,2.4,0.34,96,6.9,31,163,2016/05/31 00:00:00+00,44.48408,-68.44926,EG
545521.3692,4923344.1409,135,EG014.00,CA,30,30,3.7,0.39,25,11.9,31,163,2018/07/09 00:00:00+00,44.46197,-68.42776,EG
545666.5491,4920565.8826,136,EG016.00,P,30,30,3.4,0.45,56,12.9,31,163,2016/05/31 00:00:00+00,44.43695,-68.42618,EG
545547.1704,4920451.7431,137,EG016.50,CA,30,30,3.4,0.47,102,14.2,31,163,2018/07/09 00:00:00+00,44.43593,-68.42769,EG
545091.5114,4918095.8654,138,EG017.00,CA,30,30,3.2,0.45,78,12.4,31,163,2018/07/09 00:00:00+00,44.41475,-68.43362,EG
547746.2054,4917845.9539,139,EG019.00,A,30,30,3.5,0.49,260,15.5,31,163,2016/07/26 00:00:00+00,44.41233,-68.4003,EG
548448.4457,4920524.8881,140,EG020.00,CA,30,30,3.3,0.4,62,10.9,31,163,2016/03/01 00:00:00+00,44.4364,-68.39123,EG
548770.8503,4920302.9075,141,EG020.50,A,30,30,3.5,0.58,260,19.8,31,163,2016/05/31 00:00:00+00,44.43438,-68.3872,EG
549561.2683,4919770.1225,142,EG021.00,A,30,30,3.3,0.51,440,15.2,31,163,2016/07/26 00:00:00+00,44.42953,-68.37732,EG
550450.4199,4918942.7153,143,EG023.00,A,30,30,2.7,0.36,38,7.9,31,163,2016/08/08 00:00:00+00,44.42202,-68.36623,EG
551774.6649,4916893.6237,144,EG024.00,A,30,30,3.4,0.42,36,11.8,31,163,2016/08/08 00:00:00+00,44.40348,-68.3498,EG
550897.2596,4915138.2779,145,EG025.00,A,30,30,4.7,0.65,340,32.3,31,163,2016/08/08 00:00:00+00,44.38774,-68.36099,EG
549865.3661,4915602.4075,146,EG026.00,A,30,30,2,0.08,4,2.6,31,163,2016/08/08 00:00:00+00,44.39199,-68.3739,EG
548389.8682,4912325.5009,147,EG027.00,A,30,30,2.2,0.18,10,3.9,31,163,2016/08/08 00:00:00+00,44.36259,-68.39273,EG
547262.4052,4910655.4756,148,EG028.00,A,30,30,2.7,0.27,14,6.1,31,163,2016/08/08 00:00:00+00,44.34763,-68.40703,EG
546512.2503,4910109.1305,149,EG029.00,A,30,30,2.3,0.45,560,8.9,31,163,2016/08/08 00:00:00+00,44.34276,-68.41649,EG
547733.6595,4909976.8669,150,EG031.00,A,30,30,5.4,0.66,320,39.3,31,163,2016/08/17 00:00:00+00,44.34149,-68.40118,EG
546048.1799,4906957.8402,151,EG032.00,A,30,30,2.2,0.24,29,4.5,31,163,2016/08/08 00:00:00+00,44.31442,-68.42259,EG
547216.4697,4903433.8398,152,EG033.00,A,30,30,2.3,0.22,15,4.6,31,163,2016/08/08 00:00:00+00,44.28262,-68.40826,EG
548120.973,4900880.048,153,EG033.90,A,30,30,3.1,0.44,120,11.9,31,163,2018/03/05 00:00:00+00,44.25957,-68.39716,EG
549559.5745,4900445.3419,154,EG035.00,A,30,30,4.1,0.49,48,17.7,31,163,2016/09/26 00:00:00+00,44.25556,-68.37918,EG
549810.6243,4899450.8638,155,EG036.00,P,30,30,2.6,0.39,90,8.5,31,163,2016/06/08 00:00:00+00,44.24659,-68.37613,EG
555952.2029,4901724.2474,156,EH003.00,A,30,30,2.4,0.26,25.5,5.4,31,163,2016/08/08 00:00:00+00,44.26661,-68.29897,EH
555482.1387,4903034.3415,157,EH012.20,A,30,30,2,0.1,6,2.7,31,163,2016/04/25 00:00:00+00,44.27844,-68.30472,EH
555817.5822,4903564.8296,158,EH012.40,P,30,30,1.9,0.09,6,2.5,31,163,2016/04/25 00:00:00+00,44.28319,-68.30046,EH
554656.205,4904750.2675,159,EH023.70,A,30,30,3.3,0.57,800,17.8,31,163,2017/01/10 00:00:00+00,44.29395,-68.31489,EH
554490.3565,4905313.1787,160,EH024.00,CA,30,30,2.4,0.24,20,5,31,163,2012/01/24 00:00:00+00,44.29903,-68.31691,EH
554184.8373,4909833.895,161,EH027.00,P,30,30,2.7,0.39,84,8.7,31,163,2016/06/08 00:00:00+00,44.33975,-68.32027,EH
553461.6249,4911799.6477,162,EH030.00,CA,30,30,2.7,0.27,16,6.1,31,163,2016/12/13 00:00:00+00,44.3575,-68.32914,EH
552890.7766,4911531.7347,163,EH031.00,CR,30,30,6,0.63,760,39.3,31,163,2016/12/13 00:00:00+00,44.35513,-68.33633,EH
553479.9685,4913062.8062,164,EH035.00,CA,30,30,4.7,0.46,78,18.6,31,163,2016/12/13 00:00:00+00,44.36887,-68.32878,EH
554954.9245,4912488.538,165,EH039.00,CA,30,30,3.6,0.53,146,17.7,31,163,2016/12/13 00:00:00+00,44.36359,-68.31033,EH
555583.1431,4910208.8797,166,EH040.00,CA,30,30,3.7,0.56,200,19.5,31,163,2016/12/13 00:00:00+00,44.34302,-68.30269,EH
555690.879,4905700.964,167,EH044.50,A,30,30,4.6,0.46,36,18.1,31,163,2016/04/04 00:00:00+00,44.30243,-68.30182,EH
555460.5891,4905389.0895,168,EH045.00,CA,30,30,2.5,0.29,40,6,31,163,2014/02/03 00:00:00+00,44.29964,-68.30474,EH
556378.3694,4904328.3234,169,EH047.00,P,30,30,3.8,0.6,860,22.6,31,163,2016/06/14 00:00:00+00,44.29002,-68.29335,EH
556513.3805,4904123.986,170,EH047.20,P,30,30,3.3,0.51,300,15.2,31,163,2016/06/14 00:00:00+00,44.28817,-68.29168,EH
557327.0247,4904332.1193,171,EH050.00,CA,30,30,2.3,0.24,16,4.8,31,163,2016/01/04 00:00:00+00,44.28998,-68.28146,EH
557120.6377,4904850.1798,172,EH052.00,P,30,30,4.3,0.5,94,19.3,31,163,2016/08/09 00:00:00+00,44.29466,-68.28399,EH
557170.4763,4905629.302,173,EH055.00,CA,30,30,2.9,0.41,50,9.8,31,163,2016/01/04 00:00:00+00,44.30167,-68.28328,EH
560841.1724,4904566.01,174,EH065.00,P,30,30,2.7,0.37,76,8.3,31,163,2016/06/14 00:00:00+00,44.2918,-68.23739,EH
563961.6098,4907265.1224,175,EH068.00,A,30,30,2.6,0.3,24,6.5,31,163,2016/06/14 00:00:00+00,44.31583,-68.19795,EH
560580.409,4901013.3804,176,EH072.00,P,30,30,1.9,0.05,4,2.3,31,163,2016/04/25 00:00:00+00,44.25984,-68.24107,EH
558001.1874,4900372.4285,177,EH073.00,A,30,30,1.9,0.05,3.6,2.2,31,163,2016/04/25 00:00:00+00,44.25428,-68.27345,EH
559077.999,4900039.9138,178,EH075.00,A,30,30,1.9,0.05,3.6,2.2,31,163,2016/04/25 00:00:00+00,44.2512,-68.26,EH
558307.3326,4900869.4592,179,EH077.00,P,30,30,1.9,0.05,4,2.3,31,163,2016/04/25 00:00:00+00,44.25873,-68.26956,EH
565530.727,4910255.5311,180,EI001.00,A,30,30,3.4,0.5,220,15.1,31,163,2016/06/14 00:00:00+00,44.34261,-68.1779,EI
563415.8276,4915664.5312,181,EI008.00,P,30,30,3.3,0.47,108,13.3,31,163,2016/06/14 00:00:00+00,44.39149,-68.20377,EI
562915.1985,4915789.6538,182,EI009.00,CR,30,30,2.2,0.17,10,3.7,31,163,2011/05/03 00:00:00+00,44.39266,-68.21004,EI
560095.2445,4918675.721,183,EI023.70,P,30,30,2.3,0.24,20,4.9,31,163,2016/06/14 00:00:00+00,44.41888,-68.24511,EI
560156.5779,4919707.1626,184,EI024.00,A,30,30,1.9,0.09,6,2.5,31,163,2016/04/20 00:00:00+00,44.42816,-68.24422,EI
557966.918,4920938.1306,185,EI029.00,A,30,30,2.4,0.28,24,5.6,31,163,2016/06/14 00:00:00+00,44.43942,-68.27159,EI
556950.8403,4920091.5843,186,EI031.00,P,30,30,3.1,0.42,90,11.1,31,163,2016/06/14 00:00:00+00,44.43188,-68.28445,EI
556251.5283,4920144.3825,187,EI033.00,A,30,30,2.2,0.23,24,4.4,31,163,2016/04/20 00:00:00+00,44.43241,-68.29323,EI
