X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID
438232.1187,4845984.2718,798,WM020.00,CA,30,3.9,0.66,860,27.9,31,163,2018/06/05 00:00:00+00,43.76434,-69.76739,WM,4df92bcf-78f9-4caf-a3a5-6bf2b04b6769
438333.6402,4845994.4393,799,WM022.00,CA,30,4.1,0.4,42,13.7,31,163,2018/07/17 00:00:00+00,43.76444,-69.76613,WM,bd3baa7c-69cd-451c-b882-8e9f627f72a1
439035.6922,4846798.8153,800,WM023.00,CA,30,4.8,0.46,42,18.9,31,163,2018/07/17 00:00:00+00,43.77174,-69.7575,WM,f804a9ac-37e0-44d5-a7ea-219204ac8f46
439392.1897,4846083.587,801,WM024.00,CA,30,5.5,0.51,100,24.9,31,163,2018/07/17 00:00:00+00,43.76533,-69.75299,WM,e0b8d688-bb2c-4bfc-b9f8-68ac0730fd63
437260.5132,4849062.3121,802,WM026.00,R,30,7,0.62,1260,43.8,31,163,2018/09/17 00:00:00+00,43.79197,-69.77982,WM,bfd0abdf-76c1-4779-9f85-8039ab11e586
437772.0137,4847659.0953,803,WM026.90,R,30,3.8,0.4,33,12.7,31,163,2018/04/10 00:00:00+00,43.77938,-69.7733,WM,f06c2df3-022f-4b29-aa2c-3f0311ee92e0
437837.2889,4847150.8799,804,WM027.00,CA,30,4,0.47,146,16.3,31,163,2018/06/05 00:00:00+00,43.77481,-69.77243,WM,aa776739-2371-47f3-9e59-67cf2f299c3a
437734.0766,4846440.9733,805,WM028.00,CA,30,4.7,0.55,600,24.4,31,163,2018/06/05 00:00:00+00,43.76841,-69.77363,WM,d223e392-1323-42c0-8d64-6e01956ca831
439381.3594,4844980.7335,806,WN001.00,P,30,4.1,0.47,100,16.6,31,163,2018/04/10 00:00:00+00,43.7554,-69.753,WN,866fa3ab-3b43-4f5a-bfca-84c8e04d6f48
440386.1654,4846966.5376,807,WN002.00,A,30,3.7,0.46,126,14.6,31,163,2018/04/10 00:00:00+00,43.77336,-69.74074,WN,0a3fc67c-0843-4057-934b-84eda2b04a8d
441829.8414,4848231.1128,808,WN003.00,A,30,5.7,0.54,88,28.8,31,163,2018/04/10 00:00:00+00,43.78486,-69.72294,WN,cfd69902-885f-4999-b2d4-38b18047313e
442213.4656,4851728.7836,809,WN004.00,A,30,3.7,0.36,25,11,31,163,2018/04/10 00:00:00+00,43.81638,-69.71855,WN,9df41077-98ef-4fa3-986c-fb72b5f36429
441663.1236,4855462.3207,810,WN013.00,CA,30,3.2,0.37,25,9.9,31,163,2015/12/02 00:00:00+00,43.84995,-69.7258,WN,a8bd82e8-574f-4592-9a63-3226d7d39b29
441348.0391,4856192.6277,811,WN014.50,CA,30,2.9,0.34,24,8,31,163,2015/11/17 00:00:00+00,43.8565,-69.7298,WN,c11885cb-4b0d-416e-9de0-bcc0e15c9a0c
441008.4745,4856873.1857,812,WN015.50,A,30,3.7,0.47,106,15,31,163,2018/04/10 00:00:00+00,43.8626,-69.7341,WN,6224ec34-0da6-406d-be72-76fb135d3502
440596.6014,4854399.9021,813,WN016.00,A,30,3.3,0.33,45,8.9,31,163,2018/04/10 00:00:00+00,43.8403,-69.73895,WN,2871ebd6-9d9e-4bb7-96e7-13811e137f0a
440086.453,4852655.065,814,WN018.00,A,30,3,0.39,140,9.5,31,163,2018/04/10 00:00:00+00,43.82455,-69.7451,WN,ac964c1e-c6e0-4a6e-b1e6-a0aa2738e564
439811.5977,4850450.5124,815,WN020.00,A,30,5.1,0.53,220,24.6,31,163,2018/04/10 00:00:00+00,43.80468,-69.74827,WN,15c72464-9e3d-4812-a81e-cf1d974142df
443213.3178,4857017.2536,816,WN027.00,P,30,2.2,0.15,6,3.4,31,163,2018/04/10 00:00:00+00,43.86407,-69.70668,WN,18d4ad71-7c7f-40b9-afff-2db4dcc8b7fa
442679.2346,4855844.4594,817,WN027.20,A,30,2.2,0.16,6,3.6,31,163,2018/04/10 00:00:00+00,43.85347,-69.7132,WN,5ea06690-a4d8-4bae-90d5-56afb61632b1
441815.4814,4858173.4117,818,WN027.30,A,30,3,0.38,78,9.5,31,163,2018/04/10 00:00:00+00,43.87437,-69.7242,WN,71d98d51-6c72-4216-a7c5-e3d9a4a7f72d
441305.3699,4858185.6755,819,WN027.40,X,20,2.3,0.2,12,4.3,31,163,2019/10/08 00:00:00+00,43.87444,-69.73055,WN,fc7454ac-0d4e-4e84-9ed0-3b8e9bbb4960
441319.537,4858788.6844,820,WN027.50,P,30,3.1,0.39,102,10.2,31,163,2018/04/10 00:00:00+00,43.87987,-69.73044,WN,ae2871a1-b244-41f8-9c11-3fa6e5778db5
439902.9844,4857355.1601,821,WN030.50,P,30,3.8,0.45,76,14.7,31,163,2018/07/17 00:00:00+00,43.86685,-69.74791,WN,63c16a85-8296-4fba-8dd6-d7f50998d1d6
439411.8512,4859190.1369,822,WN030.75,X,26,6.7,0.37,52,20.6,31,163,2019/04/16 00:00:00+00,43.88333,-69.75423,WN,154c6970-f19e-49ef-a581-c3980f0da891
438932.9384,4859528.8612,823,WN031.00,P,30,4.3,0.45,98,16.5,31,163,2018/05/01 00:00:00+00,43.88634,-69.76023,WN,36d49169-6a09-41c9-816b-6ca9ea1903a3
439315.0055,4861074.8591,824,WN032.00,CA,30,3.3,0.34,36,9.1,31,163,2018/05/29 00:00:00+00,43.90029,-69.75565,WN,323d64a1-10ab-43d4-ad38-ed260855febf
439786.5054,4863026.6039,825,WN032.80,CA,30,5,0.4,33,16.9,31,163,2018/05/29 00:00:00+00,43.9179,-69.75,WN,96a3c35c-08b6-4e9e-8ea7-e74b0d9a3601
441241.7152,4860253.3362,826,WN034.00,CA,30,3.1,0.3,16,7.5,31,163,2018/08/21 00:00:00+00,43.89305,-69.73157,WN,a663bacd-7ab0-4120-b48d-0b09a13693df
440763.8407,4861249.4837,827,WN035.00,CA,30,3.8,0.37,31,11.4,31,163,2018/05/29 00:00:00+00,43.90198,-69.73763,WN,a3d7273a-523b-4341-b2e1-b39b15dd4c2e
441250.1807,4863113.4428,828,WN035.40,CA,30,4.3,0.37,36,12.9,31,163,2018/05/29 00:00:00+00,43.9188,-69.73178,WN,77fdc7c4-b444-4c63-8d7a-7be87854956d
442461.4344,4864556.7943,829,WN035.60,CA,30,3.7,0.37,46,10.8,31,163,2018/05/29 00:00:00+00,43.93189,-69.71685,WN,7e492826-3fbf-47e2-900e-65c11ac56a31
441953.2539,4865833.0388,830,WN035.70,CA,30,4.1,0.33,24,10.9,31,163,2018/05/29 00:00:00+00,43.94334,-69.72332,WN,a56874d0-6043-439a-8428-93bda63f6bcb
443040.0165,4866590.0262,831,WN038.00,A,30,2.9,0.28,14,6.8,31,163,2018/05/01 00:00:00+00,43.95024,-69.70986,WN,94d6f732-c17e-4cd2-920c-55abe5c7af23
443275.5921,4865142.9169,832,WN039.25,X,26,3.2,0.37,24,9.6,31,163,2019/04/16 00:00:00+00,43.93723,-69.70677,WN,85bc203b-7891-4276-9b58-61874ef76b19
443974.0238,4866392.122,833,WN040.00,A,30,2.9,0.28,16,6.8,31,163,2018/05/01 00:00:00+00,43.94853,-69.6982,WN,03053cf5-3a02-4812-9a09-73d22a10b9af
444924.6195,4867507.1173,834,WN042.00,A,30,2.3,0.16,6,3.7,31,163,2018/05/01 00:00:00+00,43.95864,-69.68647,WN,e49b06da-08d2-46d1-9297-2fee1803bd01
444501.1245,4865513.5263,835,WN043.30,A,30,2.7,0.22,9.1,5.2,31,163,2018/04/10 00:00:00+00,43.94066,-69.69154,WN,515c3093-dcf6-46e3-ac59-474e75b1a7f5
443464.4774,4863479.6236,836,WN043.50,CA,30,3.3,0.32,29,8.5,31,163,2018/04/10 00:00:00+00,43.92227,-69.70424,WN,4cfe1f04-cded-479e-9167-e05df37022dc
442664.8555,4861623.7666,837,WN044.10,CA,30,3.7,0.35,25,10.4,31,163,2018/08/21 00:00:00+00,43.9055,-69.714,WN,ef5fb102-fa41-4162-892a-e15b0ce47933
446157.6708,4870149.4439,838,WN048.00,A,30,2.2,0.16,8,3.6,31,163,2018/05/01 00:00:00+00,43.98252,-69.67137,WN,c5ea1eec-f212-4463-adef-56761e9a4670
448041.7362,4871489.4914,839,WN050.00,P,30,3.4,0.57,660,18.6,31,163,2018/05/23 00:00:00+00,43.99472,-69.64801,WN,6e6d6f3f-c045-4f9e-a060-1685cef6c299
445783.8906,4871710.8829,840,WN051.00,P,30,2.7,0.26,16,6,31,163,2018/05/01 00:00:00+00,43.99655,-69.67619,WN,f8447f8b-4691-40d5-b18a-20f4d5f1fe9a
446664.5778,4871942.5333,841,WN052.00,P,30,2.8,0.25,12,6,31,163,2018/05/01 00:00:00+00,43.9987,-69.66523,WN,2ae6e7e0-00d8-432f-a4d6-76ae22b3b105
447682.8681,4873258.4137,842,WN056.10,A,30,2.8,0.3,42,6.9,31,163,2018/10/23 00:00:00+00,44.01062,-69.65266,WN,c6b39202-6f61-4753-ba41-3e54a757228f
448442.3179,4872061.7236,843,WN060.00,CA,30,4.3,0.55,280,22.1,31,163,2018/10/03 00:00:00+00,43.9999,-69.64307,WN,21283b2d-52df-4206-a802-686cfceb1216
449395.239,4874521.3325,844,WN063.00,A,30,4.2,0.46,124,16.5,31,163,2018/05/23 00:00:00+00,44.02211,-69.63142,WN,8e0cdd55-2aac-4b23-a2e1-8af51e556874
450312.7563,4875455.1727,845,WN064.00,A,30,3.3,0.35,134,9.4,31,163,2018/05/24 00:00:00+00,44.03058,-69.62006,WN,9a3ccc57-f844-470c-9261-aaa38bcbe4d4
450651.9223,4877195.3962,846,WN065.00,R,30,8,0.52,104,37.8,31,163,2018/07/18 00:00:00+00,44.04627,-69.61599,WN,33ae7fc0-483b-40ae-9192-c4ff76c8a941
451167.0461,4877733.612,847,WN067.00,P,30,6,0.48,92,25.3,31,163,2018/05/23 00:00:00+00,44.05115,-69.60961,WN,f6cb0472-b895-4d41-8f13-d5161369dc09
450833.7247,4876111.0589,848,WN068.00,A,30,2.7,0.33,42,7.3,31,163,2018/05/24 00:00:00+00,44.03652,-69.61362,WN,a11d1375-3070-451d-8386-60931d66ac71
451229.2041,4873891.078,849,WN068.50,A,30,5.3,0.46,52,20.8,31,163,2018/05/23 00:00:00+00,44.01656,-69.60848,WN,b92d5b51-31ff-4c50-8348-aa37107a110d
452934.6646,4875766.972,850,WN069.00,R,30,15.8,0.55,180,82.6,31,163,2018/06/06 00:00:00+00,44.03356,-69.58737,WN,91a2b4d7-1e1e-40dd-8f16-0b20f431f8d7
452077.9139,4873318.3912,851,WN071.00,A,30,3.8,0.39,34,12.1,31,163,2018/05/23 00:00:00+00,44.01146,-69.59784,WN,e5d0d730-b8b1-46ef-affd-79922bf2ab6a
446732.7219,4869351.715,852,WN073.00,P,30,2.8,0.33,30,7.6,31,163,2018/02/26 00:00:00+00,43.97538,-69.66412,WN,fb2e83a0-4514-4308-9605-b8aaa10da38d
445622.1747,4865589.7588,853,WN076.00,P,30,2.4,0.26,13,5.2,31,163,2018/04/10 00:00:00+00,43.94143,-69.67758,WN,3428df07-b225-4648-abba-6a1c5e054fa3
444294.9407,4862370.7372,854,WN077.20,A,30,2.1,0.15,12,3.3,31,163,2018/04/10 00:00:00+00,43.91235,-69.69378,WN,6533a02d-46f8-43e6-8f05-a71831b1d2aa
443839.8724,4858980.1516,855,WN077.30,P,30,2.6,0.33,76,7.1,31,163,2018/04/10 00:00:00+00,43.88179,-69.69909,WN,88232bb7-1b5a-4087-9324-614ca4e8e4c0
446350.7274,4864177.6219,856,WN078.00,P,30,3.9,0.5,96,17.6,31,163,2018/02/28 00:00:00+00,43.92877,-69.66836,WN,a54fcb11-c488-40f5-90fc-d4cc194f4427
447686.1574,4864540.1559,857,WN079.00,A,30,2.5,0.34,54,7.1,31,163,2018/04/09 00:00:00+00,43.93213,-69.65176,WN,8fb7f88e-7c55-42e4-bfbf-9f9d415d4c33
448048.912,4866681.0259,858,WN080.00,A,30,3.8,0.43,70,13.9,31,163,2018/02/28 00:00:00+00,43.95143,-69.64745,WN,c9ee07a6-db41-4fab-a06b-96f761d6e693
448448.8498,4866619.0321,859,WN080.50,A,30,4.8,0.44,70,17.8,31,163,2018/02/28 00:00:00+00,43.9509,-69.64246,WN,22615cfb-9c83-463b-82b7-3cca88831d36
449744.2456,4865169.5666,860,WN082.00,R,30,8.2,0.84,1700,100.2,31,163,2018/02/28 00:00:00+00,43.93794,-69.62618,WN,8eaf5702-1840-4723-a3b6-b80db0365574
450327.9265,4864228.8207,861,WN083.00,CA,30,4,0.4,29,12.4,31,163,2017/08/30 00:00:00+00,43.92951,-69.61882,WN,73728613-a991-441e-b128-17ed30f0ad58
449937.9858,4862658.9626,862,WN084.00,CA,30,3.5,0.34,18,9.5,31,163,2018/09/05 00:00:00+00,43.91535,-69.62353,WN,c9948ad4-1a13-4beb-a5e8-2a5b566b97f2
449902.6171,4861909.4892,863,WN084.10,CA,30,4,0.43,48,14.2,31,163,2018/09/05 00:00:00+00,43.9086,-69.6239,WN,7c9cfd44-ec07-4b54-878b-15d87d9d1db8
448780.7059,4864496.0639,864,WN084.30,CA,30,2.4,0.19,8,4.2,31,163,2018/09/05 00:00:00+00,43.93181,-69.63812,WN,484525c4-057f-4b5f-b3c3-ee376411f4d6
446690.5933,4863516.2124,865,WN085.00,A,30,2.3,0.3,70,5.7,31,163,2018/02/28 00:00:00+00,43.92284,-69.66406,WN,8ab00de4-9b02-45da-aabc-a53e17bd3b51
446938.5165,4860887.3368,866,WN085.50,A,30,3.5,0.45,108,13.2,31,163,2018/02/28 00:00:00+00,43.89919,-69.66071,WN,b8a9a2b5-bd69-487c-83c7-9dab3c269b01
445357.1315,4861377.7873,867,WN087.00,P,30,3.3,0.52,340,15.5,31,163,2018/02/28 00:00:00+00,43.90349,-69.68045,WN,a0c37815-ae0f-4925-9d6f-18bf6c6ad9ef
445685.1058,4858863.7242,868,WN088.00,R,30,4.6,0.49,110,20.1,31,163,2018/08/21 00:00:00+00,43.88088,-69.67611,WN,199f67ac-6503-4eca-8b02-042a0af5d3e6
446131.6023,4858938.9488,869,WN089.00,P,30,3.2,0.37,29,9.8,31,163,2018/02/28 00:00:00+00,43.88159,-69.67056,WN,38082c01-a48b-4d57-873b-112d77b56602
446904.675,4859267.0513,870,WN091.00,R,30,4.1,0.68,1020,30.7,31,163,2018/02/28 00:00:00+00,43.8846,-69.66097,WN,46cbdb22-16e2-42b6-a587-42290e99ee60
446682.8438,4858753.4506,871,WN092.00,A,30,4.7,0.51,60,21.9,31,163,2018/02/28 00:00:00+00,43.87996,-69.66368,WN,d30e2aa3-12b2-4190-9c8e-b478cc256fde
446347.316,4858094.1585,872,WN093.00,P,30,3,0.33,25,8.3,31,163,2018/02/28 00:00:00+00,43.874,-69.66779,WN,0d7d89f4-0883-4672-b04f-d29d434cfc5b
446182.0958,4857436.8332,873,WN097.00,A,30,3.7,0.53,146,18.3,31,163,2018/08/21 00:00:00+00,43.86807,-69.66978,WN,cf0024c0-6ee4-408c-92a2-853d6ed7ceb3
446529.4179,4857159.6789,874,WN098.00,P,30,2.9,0.31,29,7.5,31,163,2018/02/28 00:00:00+00,43.8656,-69.66543,WN,404cacca-de11-4ea6-8750-b10acc26f21b
446647.0025,4856391.2222,875,WN099.00,A,30,2.5,0.26,15,5.4,31,163,2018/02/28 00:00:00+00,43.85869,-69.66389,WN,407b6457-d454-45df-b816-644e028331da
446612.4775,4855695.0753,876,WN100.00,P,30,3.1,0.57,1480,16.7,31,163,2018/02/28 00:00:00+00,43.85242,-69.66425,WN,01210548-5bb3-4656-8268-384f1623466c
446159.7947,4853690.5392,877,WN104.50,R,30,3.6,0.7,1700,29.1,31,163,2018/02/28 00:00:00+00,43.83434,-69.66968,WN,64ccf5fc-59bc-4db9-814d-c3c5d85ed441
446257.6994,4853169.9301,878,WN105.00,R,30,4.5,0.66,680,32.5,31,163,2018/02/28 00:00:00+00,43.82966,-69.66841,WN,54d16d12-d0e1-42ec-bac0-68221bd8c85b
453715.0749,4856111.6487,879,WQ008.00,P,30,2,0.11,8,2.8,31,163,2018/05/29 00:00:00+00,43.85665,-69.57592,WQ,ff77a9c5-47a2-4276-b224-d05e6f8125a4
452673.5052,4858711.3837,880,WQ012.50,A,30,1.9,0.05,4,2.3,31,163,2018/06/13 00:00:00+00,43.87999,-69.58911,WQ,3f062d23-ef4d-44f4-a8df-e92bbb47fc4c
452499.6384,4862367.9942,881,WQ014.00,X,30,3.6,0.39,48,11.7,31,163,2018/05/29 00:00:00+00,43.9129,-69.5916,WQ,ca11be81-34e9-4b9b-9d15-007ad5a19d98
452161.2806,4862992.4301,882,WQ015.00,A,30,2.6,0.29,26,6.1,31,163,2018/05/29 00:00:00+00,43.9185,-69.59587,WQ,cc58d394-16b6-439d-900b-a36924a250eb
452468.9399,4864022.0787,883,WQ015.50,X,30,2,0.11,6,2.9,31,163,2018/05/29 00:00:00+00,43.92779,-69.59213,WQ,351648fd-5d04-4181-afaf-fcd31dd54542
452877.8088,4866768.2029,884,WQ017.00,A,30,2.4,0.18,8,4.2,31,163,2017/10/11 00:00:00+00,43.95254,-69.58728,WQ,1ee7159e-7393-4f62-985c-fc8780e7e42f
453949.1044,4869660.7758,885,WQ018.00,A,30,2,0.08,4,2.5,31,163,2018/05/29 00:00:00+00,43.97865,-69.57418,WQ,be7984e7-b12b-4a61-8c95-c93e8b831f3c
455879.1725,4873070.8895,886,WQ022.00,A,30,2.7,0.35,37,7.8,31,163,2018/05/29 00:00:00+00,44.00947,-69.5504,WQ,88d64c3d-3f11-450a-b388-43aefad39f25
456103.7875,4874180.1255,887,WQ023.00,A,30,3.3,0.27,12,7.5,31,163,2018/05/29 00:00:00+00,44.01947,-69.54769,WQ,20f77cb8-ef1b-4caf-a06f-2f90e237f553
456861.5305,4875577.9898,888,WQ024.00,A,30,3,0.3,24,7.3,31,163,2018/05/29 00:00:00+00,44.0321,-69.53835,WQ,ff85641d-e2a0-45a9-bdc3-51035c2c59f9
458493.6592,4877202.528,889,WQ031.50,CA,30,3.4,0.31,20,8.6,31,163,2019/07/24 00:00:00+00,44.04682,-69.51811,WQ,272d37de-0b10-4b49-bb65-f7bd2cfbc5f0
458882.6094,4876880.2035,890,WQ032.00,CA,30,3.6,0.4,38,12.3,31,163,2019/07/24 00:00:00+00,44.04394,-69.51323,WQ,5f5508e1-004d-4ebd-a9f5-9c8c14c493ae
457283.2924,4875617.4566,891,WQ034.00,P,30,3.2,0.25,13,6.9,31,163,2018/05/29 00:00:00+00,44.03248,-69.53309,WQ,4705ace7-f3c5-4d8f-8a0c-c4059c7472a3
457680.0295,4875253.9151,892,WQ035.00,CR,30,8.1,0.75,700,74.9,31,163,2018/08/07 00:00:00+00,44.02923,-69.52811,WQ,e93a06c8-c5dd-49e7-9988-2b8263044c32
457636.9671,4874912.0861,893,WQ036.00,CR,30,8.1,0.68,1240,61.9,31,163,2017/04/12 00:00:00+00,44.02615,-69.52862,WQ,47445fc8-6aa5-4ffb-90c4-8e139027e3b1
457354.2454,4874691.7589,894,WQ037.00,CR,30,5.7,0.62,380,35.9,31,163,2018/07/18 00:00:00+00,44.02415,-69.53213,WQ,666c847b-b560-4d51-a00d-bfb1b9a4eb7f
456600.9085,4874085.762,895,WQ039.00,P,30,3.7,0.37,45,11.2,31,163,2018/05/24 00:00:00+00,44.01865,-69.54148,WQ,ab8405e0-c806-4c00-b3e9-b53e8e4f13f0
456788.3121,4874062.3193,896,WQ040.00,CA,30,3.8,0.46,150,15.2,31,163,2018/02/27 00:00:00+00,44.01845,-69.53914,WQ,886b9a36-768f-491f-8bdb-4052b2e8b6f3
456826.4492,4873520.0337,897,WQ043.00,A,30,2.6,0.26,15,5.7,31,163,2018/05/29 00:00:00+00,44.01357,-69.53862,WQ,5d883293-9aa4-4b62-9b29-b8543657b885
456565.9552,4871326.9414,898,WQ045.00,A,30,2.1,0.15,10,3.4,31,163,2018/05/29 00:00:00+00,43.99381,-69.54169,WQ,98451e02-417e-422e-911e-cf7cd51a36f1
455181.0693,4869422.397,899,WQ046.50,A,30,1.9,0.09,6,2.5,31,163,2018/05/29 00:00:00+00,43.97658,-69.5588,WQ,0b92e41d-7ec0-4483-979a-561ae3625984
454569.3235,4867355.0647,900,WQ048.00,A,30,1.9,0,2,1.9,31,163,2018/05/29 00:00:00+00,43.95793,-69.56625,WQ,41a2c8cb-bbde-41b2-a2d9-49af5dceb9d4
453355.3486,4864844.3808,901,WQ049.00,A,30,2,0.08,4,2.5,31,163,2018/05/29 00:00:00+00,43.93525,-69.58116,WQ,9b7a71f0-29da-4751-9027-3f13280c18bd
454144.1784,4864354.602,902,WQ051.00,A,30,2.2,0.15,6,3.4,31,163,2018/05/29 00:00:00+00,43.93089,-69.57129,WQ,0c0b253d-61c3-4c09-aa08-6d503bde9922
454493.0817,4864314.433,903,WQ052.00,R,30,4.7,0.48,74,19.7,31,163,2018/05/29 00:00:00+00,43.93055,-69.56694,WQ,ed59852f-da16-41d6-b62f-ed2052f40796
454500.4317,4859532.7569,904,WQ054.00,A,30,2.2,0.29,64,5.4,31,163,2018/05/29 00:00:00+00,43.8875,-69.56644,WQ,b8e162c3-cd65-4041-8c16-32d82761102b
454360.9078,4858166.4315,905,WQ055.00,A,30,2.8,0.28,16,6.7,31,163,2018/06/13 00:00:00+00,43.87519,-69.56806,WQ,a7f9b3c6-c301-4589-8f00-4f4a14eb0bc0
454241.2363,4857706.3112,906,WQ057.00,A,30,2.3,0.23,13,4.7,31,163,2018/05/29 00:00:00+00,43.87104,-69.56951,WQ,881079f6-0369-48cb-b94c-c1a8784c29a0
454616.4467,4856760.7477,907,WQ058.00,P,30,2.3,0.17,8,3.9,31,163,2017/04/12 00:00:00+00,43.86255,-69.56476,WQ,8a40a768-8581-4478-80f3-c933b269f33b
455484.2585,4857104.7484,908,WR006.00,P,30,2.1,0.12,8,3.1,31,163,2018/03/21 00:00:00+00,43.8657,-69.55399,WR,be340feb-038f-41bb-8161-03adf2d5dc80
455511.1623,4858601.7983,909,WR008.00,A,30,2.2,0.18,13,3.8,31,163,2018/03/21 00:00:00+00,43.87918,-69.55378,WR,7d67acf2-d639-41fa-b8e8-10d7f056ed83
455314.1856,4859416.1586,910,WR010.50,A,30,2,0.09,4,2.7,31,163,2018/04/11 00:00:00+00,43.8865,-69.5563,WR,439e7c61-57c9-4249-a43c-9e77115b4ef6
456259.4466,4861696.8109,911,WR012.00,A,30,2,0.12,7.3,3,31,163,2018/03/21 00:00:00+00,43.90709,-69.54472,WR,076df527-f7b1-4feb-8522-6117f2ca7f00
456268.9693,4862897.4267,912,WR013.50,A,30,2.9,0.27,13,6.6,31,163,2018/06/27 00:00:00+00,43.9179,-69.5447,WR,a8796d38-14f8-4361-87e5-2a43e47fbf64
457267.4476,4862102.3141,913,WR014.50,A,30,2,0.08,4,2.5,31,163,2018/06/27 00:00:00+00,43.9108,-69.5322,WR,c96bcf06-0e36-49f5-88e2-fa18322b7278
456672.8619,4860075.7971,914,WR016.50,A,30,2,0.09,4,2.7,31,163,2018/06/27 00:00:00+00,43.89252,-69.53944,WR,4475a59d-9841-4ed6-9924-d7869c27e86e
458344.9191,4859012.148,915,WR022.00,CA,30,2.1,0.16,9.1,3.4,31,163,2017/12/06 00:00:00+00,43.88304,-69.51854,WR,cbf32b4c-1f6f-4220-9417-fef08953956f
458779.8582,4860746.5701,916,WR027.30,CA,30,3.6,0.4,38,11.8,31,163,2017/11/20 00:00:00+00,43.89868,-69.51326,WR,b26baeb9-a9dc-4c28-aa82-5afe1ecc92aa
465305.3895,4871034.3002,917,WS017.00,A,30,2.9,0.33,30,7.9,31,163,2018/04/18 00:00:00+00,43.99164,-69.43268,WS,838ddea6-36d6-414a-a3be-6cdc742eebf8
466217.1999,4871520.5128,918,WS018.50,A,30,3.9,0.4,32,12.9,31,163,2018/07/10 00:00:00+00,43.99606,-69.42134,WS,8adf7cc3-3e40-4d24-a6ae-85b4542cd604
465976.2795,4870512.1155,919,WS019.00,A,30,2.7,0.31,24,7,31,163,2018/04/18 00:00:00+00,43.98697,-69.42428,WS,1e542aa3-72cb-4f91-8a72-bd7a2509fa5e
466398.9413,4869572.521,920,WS019.80,A,30,2,0.09,4,2.7,31,163,2018/05/30 00:00:00+00,43.97853,-69.41895,WS,2ae5f470-ea87-4f30-b08b-f06b296a0f7e
466742.4804,4870262.7537,921,WS021.00,A,30,2,0.1,5.5,2.7,31,163,2018/04/18 00:00:00+00,43.98476,-69.41471,WS,6fb1b61c-58dd-4849-bb31-6fe09dac0040
467276.0017,4871116.446,922,WS022.00,A,30,2.5,0.3,35,6.2,31,163,2018/04/18 00:00:00+00,43.99247,-69.40811,WS,f636e68f-ac48-4167-a789-f772b2af682b
467852.1269,4871691.1868,923,WS024.00,A,30,2.1,0.17,12,3.6,31,163,2018/04/18 00:00:00+00,43.99767,-69.40096,WS,4461c128-6bba-44ee-b14d-ddd37f10110e
468573.9086,4873919.1245,924,WS024.80,A,30,2.4,0.25,20,5.1,31,163,2018/06/18 00:00:00+00,44.01776,-69.39209,WS,bd6b9fef-46a5-439c-a0f2-4268b4fd7e54
466992.1734,4874494.4086,925,WS025.00,A,30,4.1,0.48,56,17.3,31,163,2018/05/21 00:00:00+00,44.02287,-69.41186,WS,466424fd-8694-46ee-aaef-4c1f7d1a58ba
467052.8826,4875418.2177,926,WS026.00,A,30,3.9,0.53,360,19.1,31,163,2018/06/18 00:00:00+00,44.03119,-69.41116,WS,014624cc-1219-408e-ad4f-3e3f3f87fa8a
467450.2243,4875718.3615,927,WS027.00,A,30,3.4,0.64,1700,22.9,31,163,2018/06/18 00:00:00+00,44.03391,-69.40622,WS,22b178bf-4c71-4a25-9c13-b39a5f4c72e2
467320.3316,4876835.27,928,WS028.00,A,30,5,0.47,62,20.5,31,163,2018/05/21 00:00:00+00,44.04396,-69.40791,WS,3d4f461f-096d-4e36-8b1b-f1a113c53e14
468265.4307,4875609.9875,929,WS030.00,A,30,3.2,0.59,1120,19,31,163,2018/04/18 00:00:00+00,44.03297,-69.39604,WS,1bb89037-6ab3-4dd9-bd04-1c29a7929540
468541.4103,4876855.9962,930,WS031.00,A,30,3.7,0.48,118,15.6,31,163,2018/04/18 00:00:00+00,44.0442,-69.39267,WS,b19ec69d-44a0-40a2-b220-21f2c6c539d3
469323.4092,4877214.4085,931,WS032.00,A,30,2.7,0.29,16,6.6,31,163,2017/11/15 00:00:00+00,44.04746,-69.38293,WS,868eb864-fa15-4d37-a843-2d7daf2eeeb4
469235.5588,4875553.1943,932,WS034.00,A,30,2.6,0.35,92,7.7,31,163,2018/05/21 00:00:00+00,44.0325,-69.38393,WS,c653fbd9-39b3-4647-9b09-96717ff23bf9
469757.775,4875499.6901,933,WS035.00,A,30,1.9,0,2,1.9,31,163,2018/04/18 00:00:00+00,44.03204,-69.37741,WS,cd476674-7af9-4abe-958a-e71e12891de9
470316.9868,4876365.7271,934,WS036.00,A,30,2.6,0.33,40,7.1,31,163,2018/04/18 00:00:00+00,44.03986,-69.37048,WS,0893b15e-7369-418e-ad77-f5414d30704c
470158.8349,4878069.1592,935,WS037.00,A,30,2.8,0.35,60,8.2,31,163,2018/08/14 00:00:00+00,44.05519,-69.37255,WS,e1eada3d-eb05-4c6e-8850-238faa813fb9
469506.7234,4879090.6646,936,WS038.00,A,30,3.7,0.46,138,14.7,31,163,2018/07/10 00:00:00+00,44.06436,-69.38075,WS,332ffa87-af18-447d-a685-8d779001ee1f
468903.4399,4879215.6591,937,WS038.50,CA,40,4.7,0.54,260,23.5,31,163,2017/10/03 00:00:00+00,44.06546,-69.38829,WS,cc10af22-fa40-491d-92a5-105264ff5f11
