X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area
528069.8386,4875123.4616,146,ED001.50,A,30,30,1.9,0.09,6,2.5,31,163,2012/04/11 00:00:00+00,44.02873,-68.64972,ED
528428.7146,4878132.7923,147,ED002.00,A,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.05581,-68.64508,ED
527582.0436,4877368.3645,148,ED002.50,A,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.04896,-68.65569,ED
528030.216,4879169.6022,149,ED003.00,A,30,30,1.9,0.05,3.6,2.2,31,163,2012/04/11 00:00:00+00,44.06516,-68.65,ED
528844.5655,4880118.3294,151,ED003.70,A,30,30,1.9,0.08,5.5,2.5,31,163,2012/04/11 00:00:00+00,44.07367,-68.63978,ED
529896.1354,4881494.7477,154,ED004.40,A,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.08602,-68.62657,ED
530772.905,4881642.0646,155,ED004.60,A,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.08731,-68.61561,ED
531840.3963,4880416.4553,157,ED005.10,A,30,30,1.9,0,1.9,1.9,31,163,2012/04/11 00:00:00+00,44.07623,-68.60235,ED
530592.3064,4874484.8974,160,ED007.00,A,30,30,1.9,0.05,4,2.3,31,163,2012/04/11 00:00:00+00,44.02288,-68.61828,ED
544758.5543,4890111.7178,161,EE001.00,R,30,30,6.2,0.72,1020,52.9,31,163,2012/10/09 00:00:00+00,44.16284,-68.4402,EE
546219.92,4891288.1339,165,EE002.00,R,30,30,6.5,0.62,88,40.7,31,163,2012/05/02 00:00:00+00,44.17334,-68.42182,EE
546126.7389,4892262.7346,166,EE003.00,A,30,30,3,0.45,84,11.4,31,163,2012/01/23 00:00:00+00,44.18212,-68.4229,EE
545146.4118,4887422.9946,171,EE006.40,A,30,30,2.7,0.37,58,8,31,163,2012/01/23 00:00:00+00,44.13861,-68.43558,EE
544657.8273,4887752.8883,172,EE006.80,R,30,30,3.4,0.54,114,17.4,31,163,2012/01/23 00:00:00+00,44.14161,-68.44166,EE
545056.1074,4887877.787,173,EE007.00,R,30,30,12,0.77,720,119.8,31,163,2012/01/23 00:00:00+00,44.14271,-68.43667,EE
544557.2601,4888901.8424,174,EE008.00,A,30,30,4.5,0.55,120,23.1,31,163,2012/01/23 00:00:00+00,44.15196,-68.44282,EE
544537.9116,4889397.1106,175,EE009.00,P,30,30,3.5,0.48,200,14.7,31,163,2012/01/23 00:00:00+00,44.15642,-68.44302,EE
544018.5315,4888978.1897,177,EE009.30,P,30,30,5.9,0.7,540,47.7,31,163,2012/01/23 00:00:00+00,44.15268,-68.44955,EE
544076.6054,4888068.8674,178,EE009.50,P,30,30,3.3,0.46,66,12.9,31,163,2012/01/23 00:00:00+00,44.14449,-68.4489,EE
543988.1431,4887422.9257,179,EE009.70,A,30,30,3.2,0.49,220,14.3,31,163,2012/01/23 00:00:00+00,44.13868,-68.45006,EE
543770.501,4888755.4936,180,EE010.00,A,30,30,4.1,0.56,100,21.8,31,163,2012/01/23 00:00:00+00,44.15069,-68.45267,EE
543464.3694,4889818.681,181,EE011.00,A,30,30,2.9,0.35,36,8.4,31,163,2012/01/23 00:00:00+00,44.16028,-68.45641,EE
543104.6091,4889808.5376,182,EE011.30,R,30,30,5.3,0.59,120,31,31,163,2012/01/23 00:00:00+00,44.16021,-68.46091,EE
542905.6316,4889911.6475,183,EE011.40,R,30,30,6.5,0.69,900,50.4,31,163,2012/06/26 00:00:00+00,44.16115,-68.46339,EE
542033.2095,4889920.4527,186,EE013.00,A,30,30,3.2,0.37,44,9.8,31,163,2012/01/23 00:00:00+00,44.16128,-68.4743,EE
542443.2923,4891671.4211,189,EE015.00,R,30,30,6.2,0.71,220,52.3,31,163,2012/05/02 00:00:00+00,44.17702,-68.46903,EE
544148.644,4891633.7824,192,EE016.50,A,30,30,3.5,0.6,440,21.1,31,163,2012/01/23 00:00:00+00,44.17658,-68.4477,EE
543556.8265,4889863.7231,194,EE017.00,A,30,30,3.2,0.6,480,19.4,31,163,2012/01/23 00:00:00+00,44.16068,-68.45525,EE
550842.9112,4885315.1977,197,EE019.00,A,30,30,2.3,0.2,12,4.2,31,163,2012/04/11 00:00:00+00,44.11926,-68.36457,EE
535369.7809,4902301.6807,201,EF001.90,R,30,30,8.2,0.72,400,70.1,31,163,2012/04/18 00:00:00+00,44.2731,-68.5568,EF
535520.9713,4902677.9375,202,EF002.00,R,30,30,8.4,0.7,560,67.9,31,163,2012/04/18 00:00:00+00,44.27648,-68.55488,EF
537627.6128,4901040.2114,203,EF002.50,A,30,30,2.8,0.4,60,9.3,31,163,2012/03/14 00:00:00+00,44.26163,-68.5286,EF
537610.1611,4902967.2943,205,EF004.00,A,30,30,3.1,0.54,880,16,31,163,2012/03/14 00:00:00+00,44.27898,-68.52868,EF
537511.0201,4903278.8521,206,EF004.10,A,30,30,2.5,0.32,60,6.6,31,163,2012/03/14 00:00:00+00,44.28179,-68.5299,EF
536297.9207,4904321.6918,207,EF005.00,A,30,30,3.2,0.47,72,12.8,31,163,2012/03/14 00:00:00+00,44.29124,-68.54503,EF
534764.7993,4906364.9599,208,EF006.00,A,30,30,3.1,0.41,38,10.5,31,163,2012/03/14 00:00:00+00,44.30971,-68.56411,EF
536143.1333,4911247.6327,210,EF008.00,P,30,30,3.2,0.5,160,14.4,31,163,2012/03/14 00:00:00+00,44.3536,-68.54649,EF
535097.2997,4913505.7028,211,EF009.00,A,30,30,2,0.1,6,2.7,31,163,2012/03/14 00:00:00+00,44.37398,-68.55946,EF
534516.7954,4911489.8719,212,EF009.30,A,30,30,2.3,0.25,18,5,31,163,2012/01/10 00:00:00+00,44.35586,-68.56688,EF
533296.032,4909266.4273,213,EF009.70,A,30,30,2.6,0.37,66,8,31,163,2012/01/10 00:00:00+00,44.3359,-68.58234,EF
532824.9348,4909095.2069,214,EF010.00,CA,30,30,3,0.44,130,11.5,31,163,2014/05/05 00:00:00+00,44.33438,-68.58826,EF
533212.3833,4910195.7193,215,EF010.50,CA,30,30,2.7,0.34,44,7.6,31,163,2014/07/21 00:00:00+00,44.34427,-68.58333,EF
533296.6568,4911333.5826,216,EF011.00,CA,30,30,2.8,0.35,60,8.2,31,163,2014/07/01 00:00:00+00,44.35451,-68.5822,EF
533627.8953,4911237.5312,217,EF011.30,A,30,30,3.8,0.4,40,12.7,31,163,2012/03/14 00:00:00+00,44.35363,-68.57805,EF
533921.8525,4912183.213,218,EF012.00,A,30,30,3.2,0.45,118,12.5,31,163,2012/05/09 00:00:00+00,44.36213,-68.5743,EF
534076.7948,4912116.2622,219,EF012.10,A,30,30,2.8,0.39,114,9.3,31,163,2012/03/14 00:00:00+00,44.36152,-68.57236,EF
534922.0943,4913939.0795,220,EF013.00,A,30,30,2.7,0.32,40,7,31,163,2012/03/14 00:00:00+00,44.37789,-68.56163,EF
534523.5871,4914725.616,221,EF014.00,A,30,30,3.5,0.46,60,14.1,31,163,2012/03/14 00:00:00+00,44.38499,-68.56658,EF
534488.7555,4915588.5123,222,EF015.00,CA,30,30,3.2,0.55,104,16.5,31,163,2014/06/03 00:00:00+00,44.39276,-68.56696,EF
534340.6278,4916039.8209,223,EF016.00,CA,30,30,3,0.53,120,14.7,31,163,2014/06/03 00:00:00+00,44.39683,-68.56879,EF
534675.9748,4916776.9371,225,EF016.50,CA,30,30,2.4,0.3,44,6,31,163,2014/06/03 00:00:00+00,44.40345,-68.56453,EF
533888.5124,4917372.6223,229,EF017.80,CR,30,30,2.5,0.3,31,6.1,31,163,2014/06/03 00:00:00+00,44.40885,-68.57438,EF
534017.9307,4917900.9212,230,EF018.00,CR,30,30,5.4,0.7,440,43.7,31,163,2014/07/01 00:00:00+00,44.4136,-68.57272,EF
535574.8516,4916806.2168,231,EF019.00,CA,30,30,3.6,0.57,142,20.1,31,163,2014/07/01 00:00:00+00,44.40367,-68.55324,EF
537596.9672,4916343.254,232,EF020.00,A,30,30,3.1,0.53,122,14.8,31,163,2013/09/16 00:00:00+00,44.3994,-68.52788,EF
538205.2876,4917448.6991,233,EF020.50,A,30,30,2.4,0.3,58,6.1,31,163,2012/03/14 00:00:00+00,44.40932,-68.52016,EF
538609.6372,4918144.2196,237,EF023.00,R,30,30,4.2,0.64,200,28.5,31,163,2012/03/14 00:00:00+00,44.41556,-68.51503,EF
540113.6741,4920067.218,238,EF024.00,A,30,30,3.1,0.54,720,15.9,31,163,2012/03/14 00:00:00+00,44.43279,-68.49599,EF
541276.3305,4922607.1293,239,EF024.90,P,30,30,4.7,0.54,98,24.1,31,163,2012/05/09 00:00:00+00,44.45559,-68.48118,EF
541347.4283,4922436.5155,240,EF025.00,A,30,30,2.9,0.41,72,9.8,31,163,2012/03/14 00:00:00+00,44.45405,-68.4803,EF
541815.1441,4917495.2924,241,EF026.00,A,30,30,3,0.47,120,12.6,31,163,2012/03/14 00:00:00+00,44.40954,-68.47482,EF
542860.4952,4916664.5337,246,EG002.00,CA,30,30,2.1,0.19,20,3.9,31,163,2014/07/28 00:00:00+00,44.402,-68.46176,EG
542146.8878,4920985.3675,248,EG004.00,CA,30,30,2.6,0.28,12,6.1,31,163,2014/07/28 00:00:00+00,44.44094,-68.47037,EG
542611.7353,4923402.1933,249,EG005.00,CA,30,30,3.5,0.35,31,9.9,31,163,2014/07/28 00:00:00+00,44.46267,-68.46433,EG
541545.3238,4926331.1867,251,EG007.00,CA,30,30,3.5,0.44,72,13.3,31,163,2014/07/28 00:00:00+00,44.4891,-68.4775,EG
540378.37,4926404.9234,252,EG007.50,P,30,30,9.9,0.62,420,62.1,31,163,2012/03/19 00:00:00+00,44.48983,-68.49217,EG
540905.7975,4926871.4323,254,EG008.50,P,30,30,4.3,0.56,380,23,31,163,2012/03/19 00:00:00+00,44.494,-68.4855,EG
542352.3802,4926824.0454,255,EG009.00,P,30,30,5.8,0.6,740,35.3,31,163,2012/03/19 00:00:00+00,44.49349,-68.46731,EG
543794.5164,4925788.3161,257,EG011.00,P,30,30,4.8,0.58,520,27.1,31,163,2012/03/19 00:00:00+00,44.48408,-68.44926,EG
545692.6789,4924325.0892,260,EG013.00,P,30,30,5.7,0.58,140,31.8,31,163,2012/03/19 00:00:00+00,44.47079,-68.42552,EG
545521.3692,4923344.1409,261,EG014.00,CA,30,30,3.9,0.45,86,15.1,31,163,2014/07/28 00:00:00+00,44.46197,-68.42776,EG
545666.5491,4920565.8826,263,EG016.00,P,30,30,4.6,0.56,66,24.7,31,163,2012/03/19 00:00:00+00,44.43695,-68.42618,EG
545547.1704,4920451.7431,264,EG016.50,CA,30,30,3.6,0.46,86,14.4,31,163,2014/07/28 00:00:00+00,44.43593,-68.42769,EG
545091.5114,4918095.8654,265,EG017.00,CA,30,30,2.3,0.2,11,4.3,31,163,2014/07/28 00:00:00+00,44.41475,-68.43362,EG
547746.2054,4917845.9539,267,EG019.00,A,30,30,3.3,0.44,70,12.6,31,163,2012/05/21 00:00:00+00,44.41233,-68.4003,EG
548448.4457,4920524.8881,269,EG020.00,CA,30,30,3.3,0.47,180,13.8,31,163,2014/08/04 00:00:00+00,44.4364,-68.39123,EG
548770.8503,4920302.9075,270,EG020.50,A,30,30,3.7,0.55,136,18.7,31,163,2012/03/19 00:00:00+00,44.43438,-68.3872,EG
549561.2683,4919770.1225,271,EG021.00,A,30,30,3,0.43,52,10.7,31,163,2012/03/19 00:00:00+00,44.42953,-68.37732,EG
550450.4199,4918942.7153,273,EG023.00,A,30,30,2.6,0.34,44,7.2,31,163,2012/01/24 00:00:00+00,44.42202,-68.36623,EG
551774.6649,4916893.6237,274,EG024.00,A,30,30,4.2,0.59,540,25,31,163,2012/03/19 00:00:00+00,44.40348,-68.3498,EG
550897.2596,4915138.2779,276,EG025.00,A,30,30,3.9,0.56,136,21,31,163,2012/01/24 00:00:00+00,44.38774,-68.36099,EG
549865.3661,4915602.4075,277,EG026.00,A,30,30,2.7,0.38,98,8.4,31,163,2012/01/24 00:00:00+00,44.39199,-68.3739,EG
548389.8682,4912325.5009,278,EG027.00,A,30,30,2.3,0.19,9.1,4.1,31,163,2012/01/24 00:00:00+00,44.36259,-68.39273,EG
547262.4052,4910655.4756,279,EG028.00,A,30,30,2.5,0.28,16,6,31,163,2012/01/24 00:00:00+00,44.34763,-68.40703,EG
546512.2503,4910109.1305,280,EG029.00,A,30,30,2.6,0.33,31,6.9,31,163,2012/03/19 00:00:00+00,44.34276,-68.41649,EG
546507.4412,4909664.7754,282,EG029.90,A,30,30,1.9,0.05,4,2.3,31,163,2012/01/24 00:00:00+00,44.33876,-68.41659,EG
546616.8718,4909746.6437,283,EG030.00,A,30,30,3,0.42,240,10.6,31,163,2012/01/24 00:00:00+00,44.33949,-68.41521,EG
547197.1615,4909756.3631,284,EG030.80,A,30,30,2.4,0.24,11,5,31,163,2012/01/24 00:00:00+00,44.33954,-68.40793,EG
547733.6595,4909976.8669,285,EG031.00,A,30,30,4.4,0.53,100,21.6,31,163,2012/01/24 00:00:00+00,44.34149,-68.40118,EG
546048.1799,4906957.8402,286,EG032.00,A,30,30,2.3,0.38,142,7.4,31,163,2012/01/24 00:00:00+00,44.31442,-68.42259,EG
547216.4697,4903433.8398,287,EG033.00,R,30,30,3.8,0.66,440,26.8,31,163,2012/01/24 00:00:00+00,44.28262,-68.40826,EG
548144.811,4901112.3783,288,EG034.00,R,30,30,6.1,0.62,90,37.9,31,163,2012/01/24 00:00:00+00,44.26166,-68.39684,EG
549559.5745,4900445.3419,289,EG035.00,A,30,30,7,0.7,480,56.2,31,163,2012/01/24 00:00:00+00,44.25556,-68.37918,EG
549810.6243,4899450.8638,290,EG036.00,P,30,30,2.5,0.41,68,8.7,31,163,2012/01/24 00:00:00+00,44.24659,-68.37613,EG
551004.4495,4897689.4378,291,EG036.06,P,30,30,3.1,0.6,640,19.1,31,163,2012/01/24 00:00:00+00,44.23065,-68.36135,EG
555952.2029,4901724.2474,308,EH003.00,A,30,30,2.8,0.37,52,8.4,31,163,2012/01/24 00:00:00+00,44.26661,-68.29897,EH
555482.1387,4903034.3415,315,EH012.20,A,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.27844,-68.30472,EH
555817.5822,4903564.8296,316,EH012.40,P,30,30,1.9,0,2,1.9,31,163,2012/04/11 00:00:00+00,44.28319,-68.30046,EH
554490.3565,4905313.1787,322,EH024.00,A,30,30,5.1,0.58,130,29,31,163,2012/01/24 00:00:00+00,44.29903,-68.31691,EH
554184.8373,4909833.895,325,EH027.00,P,30,30,3.8,0.51,240,17.6,31,163,2012/01/24 00:00:00+00,44.33975,-68.32027,EH
553461.6249,4911799.6477,328,EH030.00,CA,30,30,4.3,0.41,84,14.9,31,163,2014/09/02 00:00:00+00,44.3575,-68.32914,EH
552890.7766,4911531.7347,329,EH031.00,CA,30,30,6,0.56,128,31.4,31,163,2014/08/14 00:00:00+00,44.35513,-68.33633,EH
